Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Brad Miller","TEX",27,67,1,8,6,0,0.149253731,0.164179104,0.125,0.244444444,0.214285714,0.328358208,0.339285714,0.3002377374848323,,86.73131345652257,0.05799683043733239,-1.0072133674029653,-2.2797652035951614,-0.09860580998105498,"Brad Miller",12775,543543
"Gavin Lux","LAD",72,259,2,27,21,3,0.069498069,0.208494208,0.074688797,0.259459459,0.207468879,0.262548262,0.282157676,0.24514128066398003,,58.41094619913299,1.2300869515165687,-11.361278250585972,1.572880924679339,-0.10424023996894892,"Gavin Lux",19955,666158
"Adam Haseley","CHW",28,39,0,6,2,1,0.076923076,0.205128205,0.055555555,0.285714285,0.222222222,0.282051282,0.277777777,0.2530884910852481,,55.467377430265664,0.1888812652323395,-1.892134916417314,-0.5825793882831931,-0.11337865975741838,"Adam Haseley",19878,656514
"Tony Kemp","- - -",129,429,5,43,27,15,0.104895104,0.095571095,0.092391305,0.215384615,0.203804347,0.298578199,0.296195652,0.2706632746904382,,73.44069589804342,0.026062939221446868,-13.577397256906973,-2.2716908145230263,-0.11973698932629656,"Tony Kemp",14894,643393
"Meibrys Viloria","CLE",10,4,0,0,0,0,0.25,0,0,0,0,0.25,0,0.17397572100162506,,3.7409161219710434,-0.007705123629420996,-0.46905912717355097,-0.9239799529314041,-0.1252289751166409,"Meibrys Viloria",17109,650619
"Brett Phillips","LAA",40,71,3,9,6,3,0.112676056,0.507042253,0.158730159,0.333333333,0.174603174,0.267605633,0.333333333,0.2676201068179708,,64.62095925293376,0.6872913534753025,-2.322504090540496,-1.393328987644054,-0.12768870819224795,"Brett Phillips",14735,621433
"Tommy La Stella","SEA",12,24,0,2,2,0,0.125,0.208333333,0.047619048,0.25,0.19047619,0.291666666,0.238095238,0.24912832925717035,,58.00488213338725,-0.2514624884352088,-1.4591167674819046,-0.6481481194496155,-0.1280427788594063,"Tommy La Stella",12371,600303
"Daniel Vogelbach","- - -",135,398,14,38,56,0,0.128140703,0.246231155,0.15942029,0.270386266,0.223188405,0.326633165,0.382608695,0.3141587796979947,,101.00044217648538,-3.658543639816344,-2.9947614541674423,-11.558640658855438,-0.13048429946685802,"Daniel Vogelbach",14130,596129
"Wade Meckler","SFG",20,64,0,6,4,0,0.09375,0.390625,0.017857143,0.419354838,0.232142857,0.328125,0.25,0.2728378940373659,,71.79027491749282,0.33945375494658947,-1.8971924153110629,-1.6491350242868066,-0.13752744773068312,"Wade Meckler",31490,685133
"Trenton Brooks","SFG",12,29,0,3,1,1,0.137931034,0.206896551,0,0.157894736,0.12,0.24137931,0.12,0.18691634309702906,,20.02216851630883,0.146585674083326,-2.564614845247515,0.24214428663253784,-0.13853220606193284,"Trenton Brooks",19384,670092
"Ben Gamel","- - -",14,23,0,5,2,1,0.04347826,0.217391304,0.090909091,0.235294117,0.181818181,0.217391304,0.272727272,0.21569150945414667,,37.00680279648409,0.2727978866896592,-1.4996482891654133,-0.754029668867588,-0.14810666465654268,"Ben Gamel",12160,592325
"Taylor Kohlwey","SDP",5,13,0,0,0,0,0,0.384615384,0,0.25,0.153846153,0.153846153,0.153846153,0.1357748141655555,,-18.62736333645487,-0.015410247258841991,-1.9259086893612953,-0.20579256734345108,-0.16867190758103193,"Taylor Kohlwey",19212,670128
"Jared Young","CHC",16,47,2,8,8,2,0.063829787,0.276595744,0.279069768,0.214285714,0.186046511,0.255319148,0.465116279,0.301619402905728,,88.2984054886039,0.38931717444211245,-0.2920188631764904,-3.003973349928856,-0.16996712726665344,"Jared Young",20404,676724
"Zach DeLoach","CHW",9,25,0,1,1,0,0.12,0.36,0.045454545,0.23076923,0.136363636,0.24,0.181818181,0.20419951438903808,,26.86879350306059,-0.043779837258625776,-2.179380571869116,-0.3274129559285939,-0.17538789032649796,"Zach DeLoach",27471,676113
"Kole Calhoun","CLE",43,174,6,18,25,0,0.074712643,0.212643678,0.159235669,0.24137931,0.216560509,0.281609195,0.375796178,0.2859938072747198,,81.38310709886049,-1.0354070791509002,-4.916812668574177,-2.857143592555076,-0.1800585154093972,"Kole Calhoun",11200,594777
"Josh Lester","BAL",11,23,0,0,4,0,0.04347826,0.304347826,0,0.266666666,0.181818181,0.217391304,0.181818181,0.1837412196656932,,10.701674337692037,-0.07835937547497451,-2.5393147031945045,-0.07447940297424793,-0.1819729576733992,"Josh Lester",17737,623507
"Livan Soto","- - -",5,15,0,2,0,0,0.2,0.2,0,0.222222222,0.166666666,0.333333333,0.166666666,0.25685208241144813,,61.33188608358435,-0.39420148683711886,-1.1301766782846778,-1.24660300090909,-0.18866914397364254,"Livan Soto",22471,670869
