Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Patrick Wisdom","CHC",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13602
"Total","Carl Edwards Jr.","WSN",30,70,2.025,21,6,1,4,3,0,9,1,1,6,0.35,0.442857142,0.483333333,0.4011619738910509,13607
"Total","Jakob Junis","2 Tms",46,168,3.57024793,36,10,1,17,16,6,13,1,2,37,0.238410596,0.303571428,0.437086092,0.31558491048698656,13619
"Total","Carson Kelly","2 Tms",3,8,9,4,0,0,1,1,0,1,0,0,0,0.571428571,0.625,0.571428571,0.528256006538868,13620
"Total","Clay Holmes","NYY",97,198,3.02097902,43,3,1,22,16,3,16,0,2,40,0.241573033,0.308080808,0.320224719,0.2817310699910829,13649
"Total","Tayler Scott","4 Tms",54,125,3.26373626,16,2,0,15,11,2,18,2,2,22,0.156862745,0.29032258,0.235294117,0.2432403242001768,13652
"Total","Jake Faria","BOS",1,5,13.49999993,1,0,0,1,1,0,2,0,0,2,0.333333333,0.6,0.333333333,0.45486841201782224,13699
"Total","Joey Krehbiel","BAL",3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13707
"Total","Kyle Barraclough","BOS",3,12,21.59999996,6,0,0,4,4,2,2,0,0,1,0.6,0.666666666,1.2,0.7441785832246145,13713
"Total","Jacob Stallings","MIA",7,15,4.5,3,0,0,2,2,0,0,0,1,0,0.23076923,0.266666666,0.23076923,0.22490759293238322,13723
"Total","Max Fried","ATL",26,143,4.15384615,38,2,0,17,14,4,14,0,3,35,0.301587301,0.384615384,0.412698412,0.3554445350920404,13743
"Total","Tyler Duffey","2 Tms",10,22,5.78571428,4,3,0,3,3,0,3,0,1,7,0.235294117,0.363636363,0.411764705,0.3385788825425235,13758
"Total","Chris Stratton","3 Tms",88,173,2.97457627,27,5,2,13,13,0,30,0,0,52,0.190140845,0.329479768,0.253521126,0.2762955179104226,13761
"Total","Dominic Leone","4 Tms",58,121,5.83783784,27,2,1,18,16,8,19,3,1,22,0.267326732,0.388429752,0.544554455,0.39129017520759063,13763
"Total","JT Chargois","MIA",51,91,5.0625,19,4,0,12,12,5,9,2,0,20,0.234567901,0.307692307,0.469135802,0.3241535880592432,13767
"Total","Zach Eflin","TBR",50,547,3.02142857,115,26,3,49,47,13,21,0,1,126,0.220729366,0.251376146,0.357005758,0.26279980775413164,13774
"Total","Alex Wood","2 Tms",35,172,2.91891892,42,10,1,14,12,2,15,0,5,30,0.281879194,0.360465116,0.402684563,0.33588263496410015,13781
"Total","Matt Strahm","PHI",81,144,2.75,31,3,1,12,11,3,2,0,4,44,0.229629629,0.256944444,0.333333333,0.2559526264667511,13799
"Total","Austin Adams","2 Tms",54,92,5.03389831,16,6,0,12,11,3,12,2,8,26,0.228571428,0.395604395,0.442857142,0.3663510840930296,13801
"Total","Alec Mills","CIN",1,4,13.49999993,1,0,1,1,1,0,0,0,1,0,0.333333333,0.5,1,0.5737176984548569,13834
"Total","Matt Duffy","KCR",2,5,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.3530145168304443,13836
"Total","Paul Sewald","2 Tms",81,161,3.49137931,28,2,0,16,15,7,19,1,0,50,0.19858156,0.29375,0.361702127,0.2885475994655921,13892
"Total","Chris Flexen","3 Tms",48,400,4.85611511,99,19,3,53,50,19,32,0,3,76,0.275766016,0.337531486,0.504178272,0.35981240816020243,13896
"Total","Brent Suter","2 Tms",86,194,3.77205882,46,8,2,24,19,6,13,0,3,31,0.259887005,0.319587628,0.429378531,0.325219628122664,13942
"Total","Michael Wacha","2 Tms",42,467,4.19104478,103,26,2,53,52,13,38,1,1,108,0.244655581,0.306034482,0.408551068,0.3094282935556531,14078
"Total","Kevin Gausman","TOR",50,598,4.12864078,141,40,2,71,63,18,49,0,0,158,0.25729927,0.317725752,0.436131386,0.32632501577852563,14107
"Total","Jose Berrios","TOR",53,686,4.15384615,149,22,4,79,76,30,58,2,10,151,0.242276422,0.317251461,0.437398373,0.3266388578149231,14168
"Total","Josh Hader","2 Tms",59,77,1.42105263,12,1,1,4,3,0,8,0,0,32,0.181818181,0.266666666,0.227272727,0.22962058067321778,14212
"Total","Wandy Peralta","2 Tms",93,147,2.25,23,1,0,9,9,4,14,0,8,30,0.186991869,0.308219178,0.292682926,0.27937582584276593,14295
"Total","Frankie Montas","2 Tms",20,229,6.24489796,55,12,0,38,34,11,27,0,4,38,0.280612244,0.375545851,0.510204081,0.38220303235616226,14309
"Total","Joel Payamps","MIL",103,192,4.13868613,43,12,0,25,21,9,10,2,2,48,0.241573033,0.287958115,0.460674157,0.3160936583286871,14332
"Total","Ty Blach","COL",35,148,4.17272727,35,7,1,17,17,7,5,0,2,18,0.253623188,0.285714285,0.471014492,0.32048249609616336,14361
"Total","Tyler Glasnow","2 Tms",40,476,4.2795389,96,17,3,59,55,17,38,0,0,158,0.221198156,0.282700421,0.391705069,0.293057682770717,14374
"Total","Amir Garrett","2 Tms",27,49,2.79310345,9,1,0,5,3,3,13,0,0,11,0.25,0.448979591,0.527777777,0.42376171204508567,14375
"Total","Yunior Marte","PHI",52,108,6,25,9,1,19,16,5,11,0,0,25,0.257731958,0.333333333,0.525773195,0.3647053826738287,14416
"Total","Jackson Stephens","ATL",8,34,4.69565217,11,0,0,4,4,2,2,0,0,6,0.354838709,0.393939393,0.548387096,0.40583745457909326,14420
"Total","Hyun Jin Ryu","TOR",11,46,5.58620689,11,2,0,6,6,2,6,0,0,7,0.275,0.369565217,0.475,0.36628017736517865,14444
"Total","Dereck Rodriguez","2 Tms",3,16,9,3,0,0,3,3,0,4,0,0,1,0.272727272,0.4375,0.272727272,0.33945127576589584,14509
"Total","Thyago Vieira","3 Tms",27,79,3.375,12,3,0,7,7,3,12,1,1,17,0.181818181,0.316455696,0.363636363,0.3020484615594913,14510
"Total","Jose Leclerc","TEX",85,147,4.83157895,27,6,0,19,17,2,26,2,2,35,0.228813559,0.374149659,0.330508474,0.3199239780162943,14524
"Total","Jorge Lopez","5 Tms",81,148,6.67741935,36,5,0,23,23,9,15,4,5,37,0.283464566,0.378378378,0.53543307,0.3828679824040996,14527
"Total","Carlos Estevez","LAA",90,195,3.45112782,40,8,0,20,17,5,23,7,1,46,0.233918128,0.328205128,0.368421052,0.2964720022171102,14542
"Total","Jose Ruiz","3 Tms",58,136,6.91463415,40,7,1,22,21,9,13,1,2,25,0.336134453,0.404411764,0.638655462,0.43458583884769014,14552
"Total","David Bote","CHC",1,3,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.666666666,0.41934653123219806,14593
"Total","Chi Chi Gonzalez","MIA",3,8,10.79999998,3,0,0,2,2,0,0,0,0,1,0.375,0.375,0.375,0.33095110952854156,14663
"Total","Duane Underwood Jr.","PIT",19,47,8.4375,12,5,1,10,10,2,6,0,0,6,0.292682926,0.382978723,0.609756097,0.41492408894478006,14677
"Total","Andres Machado","WSN",40,90,4.79032258,22,4,0,11,11,3,10,2,0,16,0.282051282,0.359550561,0.448717948,0.34244373612020207,14681
"Total","Harold Castro","COL",1,3,54.00000054,1,1,0,2,2,0,1,0,0,0,0.5,0.666666666,1,0.6465550859769186,14691
"Total","Anthony Banda","2 Tms",34,65,3,15,3,0,5,5,1,4,0,3,19,0.267857142,0.349206349,0.375,0.32423864565198385,14706
"Total","Edwin Diaz","NYM",29,65,6.075,15,2,0,11,9,3,9,0,1,23,0.277777777,0.384615384,0.481481481,0.3762424358954796,14710
"Total","Brett Phillips","LAA",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8825362920761108,14735
"Total","Paul Blackburn","OAK",29,320,3.25446429,73,17,2,28,27,6,26,1,4,72,0.2543554,0.321875,0.390243902,0.3107358011706122,14739
"Total","Wes Parsons","2 Tms",5,26,9,8,1,0,6,6,1,1,0,0,4,0.32,0.346153846,0.48,0.35522788992294896,14764
"Total","Julio Urias","LAD",20,99,3.19736842,17,4,0,9,9,6,6,0,1,27,0.188888888,0.244897959,0.433333333,0.28651838825673476,14765
"Total","Emilio Pagan","2 Tms",74,153,5.10810811,27,9,0,23,21,6,16,2,0,46,0.2,0.281045751,0.4,0.28974473594829736,14771
"Total","Buck Farmer","CIN",97,198,2.84210526,42,10,1,15,14,5,26,3,0,42,0.244186046,0.343434343,0.40116279,0.3234565912148891,14814
"Total","Dylan Covey","2 Tms",27,88,6,25,4,1,16,14,3,4,0,1,10,0.304878048,0.34090909,0.487804878,0.3530561009591276,14825
"Total","Michael Lorenzen","3 Tms",46,543,3.76119403,91,19,1,60,56,16,61,0,3,112,0.191983122,0.286506469,0.337552742,0.2782830572833416,14843
"Total","Matt Dermody","BOS",1,8,0,1,0,0,0,0,0,1,0,1,1,0.166666666,0.375,0.166666666,0.28805552423000336,14844
"Total","Joe Mantiply","ARI",69,137,3,27,7,2,12,12,0,4,0,0,30,0.203007518,0.226277372,0.285714285,0.22350172448332292,14857
"Total","Sam Moll","2 Tms",94,161,1.88372093,24,6,0,11,9,1,9,0,1,56,0.161073825,0.2125,0.22147651,0.19658006504178047,14874
"Total","Jon Gray","TEX",49,529,4.27868852,121,13,4,62,58,20,55,1,3,104,0.259656652,0.338374291,0.433476394,0.33490513253844145,14916
"Total","Ben Lively","2 Tms",36,375,4.63432836,86,15,2,46,46,19,29,0,1,76,0.25,0.309333333,0.470930232,0.3340186649958293,14932
"Total","Reyes Moronta","LAA",2,4,0,2,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4412681460380554,14966
"Total","Chad Kuhl","2 Tms",24,158,6.46875,39,12,1,26,23,4,20,2,4,21,0.3046875,0.403846153,0.5078125,0.38613928989930585,14975
"Total","Giovanny Gallegos","STL",68,127,5.4,35,10,0,18,17,7,8,0,0,25,0.296610169,0.341269841,0.559322033,0.38196676685696557,14986
"Total","Scott Barlow","3 Tms",102,216,4.40816327,43,10,1,27,24,4,26,2,5,61,0.23756906,0.342592592,0.370165745,0.3135652216238396,14993
"Total","Yacksel Rios","OAK",2,6,36,2,0,0,4,4,1,1,0,0,1,0.4,0.5,1,0.5970892012119293,15007
"Total","Kyle Finnegan","WSN",101,203,2.7,35,3,0,19,15,7,21,2,0,56,0.195530726,0.278606965,0.329608938,0.2672517880722506,15009
"Total","Chase De Jong","PIT",6,18,40.49999995,8,1,0,12,12,5,0,0,1,2,0.5,0.5,1.5,0.7641844517654843,15036
"Total","German Marquez","COL",4,41,5.58620689,10,2,1,6,6,3,4,0,0,9,0.27027027,0.341463414,0.621621621,0.3993059062376255,15038
"Total","Tim Mayza","TOR",95,171,1.265625,39,6,0,7,6,1,11,1,0,31,0.246835443,0.29239766,0.303797468,0.2629704072194941,15042
"Total","Trevor Gott","2 Tms",56,99,6.3,29,7,1,16,14,2,10,1,1,18,0.333333333,0.408163265,0.505747126,0.39217231937290464,15046
"Total","Austin Voth","2 Tms",62,145,4.00990099,30,5,1,17,15,4,12,1,3,24,0.23076923,0.310344827,0.376923076,0.3019186163114177,15047
"Total","Silvino Bracho","CIN",4,14,0,0,0,0,0,0,0,3,0,0,3,0,0.214285714,0,0.1491220465728215,15051
"Total","Yency Almonte","2 Tms",56,96,7.28571429,21,2,1,18,17,2,13,2,2,21,0.2625,0.375,0.3875,0.33319451770883923,15068
"Total","Rob Zastryzny","2 Tms",27,54,2.18918919,10,1,0,4,3,0,7,0,1,10,0.217391304,0.333333333,0.239130434,0.273595020726875,15094
"Total","Ben Heller","2 Tms",19,42,10.125,12,2,1,10,9,1,7,0,2,4,0.363636363,0.5,0.575757575,0.46320300868579317,15100
"Total","Justin Topa","SEA",65,101,3.19736842,19,2,2,11,9,2,10,4,2,23,0.21590909,0.306930693,0.352272727,0.2756066752463272,15145
"Total","Jimmy Yacabonis","NYM",7,27,4.2631579,4,3,0,3,3,0,4,0,0,5,0.181818181,0.296296296,0.318181818,0.27397907221758805,15157
"Total","Jake Bauers","MIL",3,6,0,0,0,0,0,0,0,2,0,0,0,0,0.333333333,0,0.22999258836110434,15194
"Total","Alan Busenitz","CIN",4,8,5.39999999,3,0,0,1,1,0,0,0,0,1,0.375,0.375,0.375,0.33095110952854156,15239
"Total","Cole Sulser","2 Tms",6,15,2.45454545,2,1,0,1,1,1,2,0,0,7,0.153846153,0.266666666,0.461538461,0.312899112701416,15256
"Total","Keynan Middleton","2 Tms",44,87,2.77941176,17,1,0,7,7,4,4,0,0,25,0.204819277,0.24137931,0.361445783,0.26016314413355685,15264
"Total","Adam Cimber","2 Tms",40,73,11.85365854,18,3,0,18,18,3,13,2,4,16,0.321428571,0.479452054,0.535714285,0.4350423057314376,15288
"Total","Austin Pruitt","2 Tms",36,72,6.31914893,20,4,0,12,11,5,5,2,1,10,0.303030303,0.361111111,0.59090909,0.39487112760543824,15290
"Total","Kevin Herget","2 Tms",18,58,4.15384615,15,3,1,6,6,3,4,1,1,7,0.283018867,0.344827586,0.547169811,0.37279959101425975,15369
"Total","Andrew Heaney","TEX",48,213,3.53076923,54,13,1,21,17,2,31,0,1,46,0.298342541,0.403755868,0.41436464,0.36465450295819923,15423
"Total","Matthew Boyd","DET",14,63,5.51020408,10,2,0,11,10,1,6,0,0,14,0.175438596,0.253968253,0.263157894,0.23563162107316274,15440
"Total","Zack Weiss","2 Tms",8,18,7.36363638,3,0,0,3,3,2,3,0,0,2,0.2,0.333333333,0.6,0.3876909448040856,15444
"Total","Mike Mayers","KCR",6,60,6.17142857,19,3,0,8,8,1,6,0,0,8,0.351851851,0.416666666,0.462962962,0.3858140806357066,15451
"Total","Nick Pivetta","BOS",52,396,4.36082474,77,19,1,51,47,21,30,2,2,125,0.213296398,0.275949367,0.445983379,0.3061394985698865,15454
"Total","Jose De Leon","MIN",11,28,9.45,7,1,0,7,7,2,3,0,0,7,0.28,0.357142857,0.56,0.38820743773664745,15463
"Total","Marco Gonzales","2 Tms",14,75,3.43636364,16,5,0,7,7,1,7,0,0,15,0.23880597,0.306666666,0.358208955,0.2928718876838684,15467
"Total","Lucas Giolito","3 Tms",33,323,4.75770925,63,12,2,43,40,17,38,1,2,86,0.225806451,0.318885448,0.46594982,0.3340810268932248,15474
"Total","Antonio Senzatela","COL",2,15,4.9090909,5,1,0,2,2,2,1,0,0,3,0.357142857,0.4,0.857142857,0.5141953269640605,15488
"Total","Hunter Harvey","2 Tms",92,204,4.01351351,48,10,0,23,22,5,11,3,3,48,0.256684491,0.305418719,0.390374331,0.29736123740673065,15507
"Total","Kendall Graveman","2 Tms",58,106,2.28169014,17,5,0,8,6,1,20,0,0,20,0.2,0.352380952,0.294117647,0.3033225218454997,15514
"Total","Tyler Rogers","SFG",110,230,3.12804878,51,15,0,20,19,4,10,3,7,44,0.247572815,0.302222222,0.378640776,0.29333756528459154,15541
"Total","Mark Leiter Jr.","CHC",106,278,2.37073171,48,9,2,21,18,4,26,0,0,88,0.192,0.267148014,0.292,0.25135909757889563,15551
"Total","Chad Green","TOR",38,73,2.54716981,14,3,1,6,5,4,7,2,1,20,0.21875,0.301369863,0.484375,0.3244702614529032,15552
"Total","Mike Ford","SEA",2,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.3156878352165222,15585
"Total","Nick Wittgren","KCR",25,68,6.6122449,15,4,0,13,12,1,7,0,0,10,0.245901639,0.323529411,0.360655737,0.3040563034660676,15594
"Total","Dominic Smith","BOS",1,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2944977879524231,15653
"Total","Rowdy Tellez","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15679
"Total","Miguel Castro","ARI",68,121,4,24,6,0,12,12,3,16,2,2,23,0.235294117,0.35,0.382352941,0.3215168032605769,15684
"Total","Luis Castillo","SEA",54,668,4.26923077,150,32,3,81,74,30,57,2,3,159,0.249169435,0.314842578,0.461794019,0.3319627299344629,15689
"Total","Jimmy Cordero","NYY",28,51,6.35294118,12,4,0,8,8,2,3,0,1,13,0.255319148,0.31372549,0.468085106,0.3351406466727163,15690
"Total","Brad Keller","3 Tms",24,175,3.15,35,9,0,15,14,3,28,0,1,27,0.24137931,0.365714285,0.365517241,0.33046261412756783,15734
"Total","Joe Jimenez","ATL",90,174,3.64285714,33,4,0,18,17,6,12,1,2,45,0.208860759,0.270114942,0.348101265,0.2684242301593626,15761
"Total","Devin Williams","MIL",58,118,0.96428571,15,4,0,3,3,0,18,0,1,26,0.151515151,0.288135593,0.191919191,0.23673903083397171,15816
"Total","Zack Littell","2 Tms",47,431,3.57096774,107,27,2,42,41,14,21,1,1,89,0.263546798,0.3,0.443349753,0.318301858046116,15823
"Total","Kent Emanuel","MIA",4,16,2.25,2,0,1,2,1,0,0,0,2,3,0.153846153,0.25,0.307692307,0.24506278708577156,15849
"Total","Wander Suero","LAD",5,16,0,2,0,0,0,0,0,4,0,0,5,0.166666666,0.375,0.166666666,0.2842927575111389,15855
"Total","Sean Manaea","2 Tms",54,267,3.42857143,54,10,1,26,24,6,24,0,3,74,0.225941422,0.303370786,0.351464435,0.2912882450368074,15873
"Total","Luis Severino","2 Tms",39,455,5.4717608,116,20,3,64,61,18,37,1,6,81,0.283618581,0.350993377,0.479217603,0.3576099070827518,15890
"Total","Ryne Stanek","2 Tms",93,179,3.95121951,36,5,1,18,18,5,18,1,1,41,0.227848101,0.307262569,0.367088607,0.2954835982135173,15947
"Total","Cam Booser","BOS",26,54,1.38461538,13,1,0,2,2,1,2,0,0,13,0.25,0.277777777,0.326923076,0.26693223471994754,16061
"Total","Nick Burdi","2 Tms",10,14,2.7,4,0,1,1,1,0,1,0,0,6,0.307692307,0.357142857,0.461538461,0.35059761149542673,16074
"Total","Jordan Romano","TOR",70,139,3.9375,29,5,1,15,14,7,14,3,0,41,0.237704918,0.31617647,0.467213114,0.3288596088724925,16122
"Total","John Curtiss","2 Tms",13,25,2.84210526,3,0,0,2,2,1,3,0,0,6,0.142857142,0.24,0.285714285,0.23642799139022827,16128
"Total","Carlos Rodon","NYY",29,125,6.44318182,24,6,0,22,21,6,12,0,2,36,0.218181818,0.304,0.436363636,0.3206831207275391,16137
"Total","Aaron Nola","PHI",52,626,3.92407809,134,30,3,75,67,27,40,0,0,146,0.229845626,0.277955271,0.430531732,0.3036403072337373,16149
"Total","Brandon Woodruff","MIL",11,133,1.83495146,22,4,0,7,7,5,11,0,1,41,0.181818181,0.255639097,0.338842975,0.2620258510560918,16162
"Total","Justin Anderson","CHW",23,50,6.17142857,10,1,0,9,8,1,3,0,1,9,0.227272727,0.285714285,0.318181818,0.26887812906382036,16201
"Total","Spencer Turnbull","2 Tms",24,181,4.67716535,38,11,0,24,22,7,16,0,4,37,0.236024844,0.320441988,0.434782608,0.3289887957810038,16207
"Total","Jake Reed","LAD",1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,2,0.9698326289653778,16209
"Total","Tejay Antone","CIN",8,18,2.25,2,2,0,1,1,0,4,0,0,8,0.142857142,0.333333333,0.285714285,0.2929757369889153,16233
"Total","Kyle Freeland","COL",34,163,4.46086957,42,7,1,21,19,3,8,0,0,34,0.278145695,0.310559006,0.397350993,0.3059176495356589,16256
"Total","Aaron Bummer","2 Tms",79,148,5.0625,35,10,0,18,18,1,15,0,4,44,0.271317829,0.364864864,0.372093023,0.3313500647609298,16258
"Total","John Means","BAL",8,38,3.27272727,4,1,0,4,4,2,2,0,0,6,0.114285714,0.157894736,0.314285714,0.1979045099333713,16269
"Total","Jesus Tinoco","2 Tms",10,27,9,8,1,0,5,5,1,3,0,1,4,0.347826086,0.444444444,0.52173913,0.4225200591263948,16300
"Total","Gerardo Reyes","LAA",8,15,13.49999998,5,2,0,4,4,2,2,0,0,2,0.384615384,0.466666666,1,0.5846705913543702,16306
"Total","Ricardo Pinto","PHI",6,26,6,7,2,0,4,4,0,1,0,0,3,0.291666666,0.307692307,0.375,0.29321245276010954,16318
"Total","Ryan Borucki","PIT",39,79,2.65573771,12,1,0,6,6,2,4,0,3,18,0.171428571,0.246753246,0.271428571,0.2358223610110097,16350
"Total","Pablo Reyes","BOS",3,7,0,2,0,0,0,0,0,1,0,0,0,0.333333333,0.428571428,0.333333333,0.35170464856284006,16357
"Total","Tyler Mahle","MIN",5,40,2.31428571,5,1,0,3,3,2,1,0,0,11,0.128205128,0.15,0.307692307,0.19282324761152267,16358
"Total","Reynaldo Lopez","4 Tms",81,350,3.09836066,65,6,3,28,28,7,51,2,0,85,0.221088435,0.333333333,0.333333333,0.2999913850960704,16400
"Total","Yonny Chirinos","3 Tms",26,251,4.92352941,67,15,1,33,31,12,20,0,2,32,0.293859649,0.354581673,0.526315789,0.37583044705637897,16401
"Total","Victor Gonzalez","2 Tms",53,95,3.91304348,19,3,0,11,10,1,6,0,3,19,0.220930232,0.294736842,0.290697674,0.26635034460770457,16408
"Total","Jordan Luplow","MIN",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16424
"Total","Luis Guillorme","3 Tms",4,6,0,2,1,0,0,0,0,1,0,0,0,0.4,0.5,0.6,0.47175894180933636,16451
"Total","Brent Honeywell","4 Tms",45,126,4.60227273,26,1,0,16,15,6,13,0,0,27,0.232142857,0.312,0.401785714,0.3127329416275024,16466
"Total","Ryan Yarbrough","2 Tms",56,205,4.21875,40,5,0,25,25,7,12,0,1,38,0.211640211,0.262376237,0.349206349,0.2681438382899407,16502
"Total","Dan Altavilla","KCR",5,10,11.57142859,1,0,0,3,3,0,1,0,0,1,0.125,0.222222222,0.125,0.1748301254378425,16507
"Total","Jordan Montgomery","3 Tms",41,155,2.34782609,38,5,1,15,10,1,5,0,1,33,0.258503401,0.283870967,0.326530612,0.2670172514454011,16511
"Total","Isiah Kiner-Falefa","2 Tms",5,9,3.85714286,2,2,0,1,1,0,0,0,0,0,0.222222222,0.222222222,0.444444444,0.2763916386498345,16512
"Total","Austin Gomber","COL",43,218,4.90909091,61,8,4,30,28,13,12,0,0,32,0.303482587,0.339534883,0.577114427,0.38506859208262245,16561
"Total","Erik Swanson","TOR",80,151,4,32,8,0,16,16,6,15,0,0,36,0.235294117,0.311258278,0.426470588,0.32112702589161346,16587
"Total","Bryan Abreu","HOU",114,251,2.36842105,47,9,0,16,15,7,37,0,6,77,0.229268292,0.36,0.375609756,0.3314209380149841,16609
"Total","J.P. Feyereisen","LAD",9,21,9,6,2,0,4,4,1,3,0,0,4,0.333333333,0.428571428,0.611111111,0.4425910058475676,16610
"Total","Jeff Brigham","NYM",29,68,6.1875,9,1,0,11,11,5,9,0,2,19,0.157894736,0.294117647,0.438596491,0.31804393231868744,16631
"Total","Ryan Thompson","2 Tms",62,122,2.29787234,22,4,2,9,8,1,4,0,3,16,0.196428571,0.241666666,0.294642857,0.23678914109865826,16647
"Total","Jason Vosler","CIN",2,6,6.75000002,2,0,0,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2941787640253703,16686
"Total","Julian Merryweather","CHC",67,142,3.6185567,27,3,0,13,13,4,18,0,1,47,0.219512195,0.323943661,0.341463414,0.30046400217942787,16703
"Total","Jose Trevino","NYY",2,4,0,1,1,0,0,0,0,2,0,0,0,0.5,0.75,1,0.659498780965805,16725
"Total","Brock Stewart","MIN",39,67,0,12,4,0,0,0,0,6,0,0,23,0.196721311,0.268656716,0.262295081,0.24204496127455982,16727
"Total","Vinny Nittoli","3 Tms",10,21,1.5,5,1,0,1,1,0,0,0,0,5,0.238095238,0.238095238,0.285714285,0.22809994788396926,16754
"Total","Tim Hill","3 Tms",84,166,4.33018868,45,7,1,20,17,2,9,0,5,18,0.3,0.357575757,0.4,0.3340934157371521,16814
"Total","Brennan Bernardino","BOS",81,155,2.17741935,27,5,2,10,10,1,6,0,5,41,0.190140845,0.246753246,0.274647887,0.23404684624114594,16835
"Total","Reed Garrett","2 Tms",46,114,4.5,22,4,0,16,14,5,12,1,0,40,0.217821782,0.298245614,0.405940594,0.3034149661528326,16866
"Total","Luke Weaver","3 Tms",65,376,5.04961832,82,19,3,51,49,15,34,0,3,83,0.244047619,0.316489361,0.452380952,0.3299835419401209,16918
"Total","Touki Toussaint","2 Tms",20,202,5.6,33,5,1,28,28,5,32,0,5,35,0.207547169,0.348258706,0.345911949,0.31404414728506286,16929
"Total","Elieser Hernandez","2 Tms",7,22,4.5,2,0,0,3,3,2,4,0,0,3,0.111111111,0.272727272,0.444444444,0.3125340071591464,16933
"Total","Lane Thomas","WSN",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16939
"Total","Luis F. Ortiz","PHI",13,39,7.71428571,16,4,1,6,6,1,3,0,0,6,0.444444444,0.487179487,0.694444444,0.49902666532076323,16942
"Total","Sean Newcomb","OAK",10,29,1.125,1,0,0,1,1,0,4,0,1,9,0.041666666,0.206896551,0.041666666,0.1510831960316362,16943
"Total","Grant Holmes","ATL",10,39,4,11,2,0,4,4,0,2,0,1,5,0.305555555,0.358974358,0.361111111,0.32227346071830165,16944
"Total","Trevor Williams","WSN",41,473,4.36024845,122,24,3,58,52,15,39,1,3,70,0.287058823,0.346723044,0.463529411,0.3473191252451832,16977
"Total","Tyler Beede","CLE",13,33,7.875,6,2,0,8,7,1,4,0,0,11,0.214285714,0.303030303,0.392857142,0.3025572390267343,16981
"Total","Tanner Banks","CHW",67,173,2.21641791,31,9,1,13,11,2,11,0,2,49,0.197452229,0.25433526,0.305732484,0.24695173302137782,16990
"Total","Sean Reid-Foley","NYM",27,55,3.46153846,7,1,0,11,5,0,9,0,0,21,0.155555555,0.29090909,0.177777777,0.2324309782548384,17034
"Total","Jose Herrera","ARI",2,4,54.00000054,3,0,0,2,2,0,0,0,0,0,0.75,0.75,0.75,0.6619022190570831,17040
"Total","Pablo Lopez","MIN",51,622,4.47926267,154,27,1,74,72,23,34,1,6,162,0.267361111,0.313408723,0.4375,0.3238437521033303,17085
"Total","Domingo Acevedo","OAK",8,19,12.27272726,7,1,2,5,5,1,1,1,0,2,0.411764705,0.421052631,0.882352941,0.5018443796369765,17092
"Total","Austin Davis","SDP",6,10,3.85714286,1,0,0,1,1,0,2,0,1,1,0.166666666,0.444444444,0.166666666,0.3316265410847134,17117
"Total","Raisel Iglesias","ATL",89,197,1.88811189,38,8,1,17,10,4,16,3,0,50,0.21590909,0.276923076,0.34090909,0.2639755867421627,17130
"Total","Domingo German","NYY",20,238,3.74566474,42,10,2,28,24,9,21,0,0,58,0.195348837,0.264705882,0.386046511,0.2805018582764794,17149
"Total","Jose Castillo","SDP",1,1,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7260050177574158,17169
"Total","Gabe Speier","SEA",84,144,2.91891892,26,1,0,13,12,3,7,1,3,47,0.196969696,0.251748251,0.272727272,0.2327291151167641,17170
"Total","Dinelson Lamet","3 Tms",18,80,13.49999999,24,5,1,25,23,6,10,1,1,16,0.358208955,0.4375,0.731343283,0.473920477342002,17186
"Total","Jalen Beeks","2 Tms",67,125,4.17857143,24,3,0,13,13,2,15,0,1,35,0.224299065,0.322580645,0.308411214,0.2879645771557285,17192
"Total","Sam Coonrod","NYM",9,15,9.81818181,2,0,0,4,4,0,3,0,0,2,0.166666666,0.333333333,0.166666666,0.25685208241144813,17264
"Total","Ranger Suarez","PHI",36,178,2.93478261,38,10,3,16,15,4,5,0,2,41,0.226190476,0.257142857,0.392857142,0.2791958924702236,17277
"Total","Thomas Pannone","MIL",1,5,27.00000027,3,0,0,1,1,0,1,0,0,0,0.75,0.8,0.75,0.6687023520469666,17281
"Total","Michael Kopech","CHW",70,388,4.82142857,68,11,2,45,45,15,65,2,6,108,0.218649517,0.358247422,0.411575562,0.33802741055661534,17282
