Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Austin Pruitt","TEX",4,9,18,5,1,0,2,2,2,1,1,0,0,0.625,0.666666666,1.5,0.8926079273223877,15290
"Total","Kevin Herget","MIL",5,13,6,3,1,0,2,2,1,1,0,0,2,0.25,0.307692307,0.583333333,0.3761099439400893,15369
"Total","Andrew Heaney","TEX",17,85,4.23529412,25,5,0,9,8,1,9,0,0,20,0.328947368,0.4,0.434210526,0.3687563566600575,15423
"Total","Nick Pivetta","BOS",15,143,3.56603774,27,5,1,14,14,4,12,1,0,42,0.20610687,0.272727272,0.351145038,0.272719338326387,15454
"Total","Marco Gonzales","PIT",4,27,2.7,5,0,0,2,2,1,2,0,0,7,0.2,0.259259259,0.32,0.25821657533998843,15467
"Total","Hunter Harvey","2 Tms",38,95,4.09090909,23,6,0,11,10,1,5,2,3,22,0.26744186,0.329787234,0.372093023,0.3040820995102758,15507
"Total","Tyler Rogers","SFG",47,94,4.640625,27,7,0,11,11,3,1,1,4,13,0.310344827,0.344086021,0.494252873,0.357436737936476,15541
"Total","Mark Leiter Jr.","CHC",35,90,3.375,18,1,1,10,8,1,7,0,0,29,0.216867469,0.277777777,0.289156626,0.2554814914862315,15551
"Total","Chad Green","TOR",27,55,3.46153846,11,2,0,5,5,4,5,1,1,13,0.229166666,0.309090909,0.520833333,0.34530224513124536,15552
"Total","Dominic Smith","BOS",1,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2944977879524231,15653
"Total","Miguel Castro","ARI",7,17,4.5,5,2,0,2,2,0,0,0,0,4,0.294117647,0.294117647,0.411764705,0.30391525170382333,15684
"Total","Luis Castillo","SEA",21,237,3.80981595,56,12,0,24,23,9,21,2,1,42,0.261682242,0.330508474,0.443925233,0.33491785174761063,15689
"Total","Brad Keller","2 Tms",13,66,2.87234043,13,2,0,6,5,2,5,0,0,11,0.213114754,0.272727272,0.344262295,0.2732309906771689,15734
"Total","Joe Jimenez","ATL",35,77,3.375,12,1,0,7,7,1,6,1,2,18,0.176470588,0.259740259,0.235294117,0.22425211260193273,15761
"Total","Zack Littell","TBR",19,239,3.78947368,65,16,1,25,24,8,12,0,0,43,0.287610619,0.323529411,0.473451327,0.34372512983674763,15823
"Total","Kent Emanuel","MIA",4,16,2.25,2,0,1,2,1,0,0,0,2,3,0.153846153,0.25,0.307692307,0.24506278708577156,15849
"Total","Sean Manaea","NYM",17,95,3.796875,23,3,0,10,9,4,10,0,1,25,0.273809523,0.357894736,0.452380952,0.35539636235488087,15873
"Total","Luis Severino","NYM",19,238,3.55688623,51,6,1,23,22,7,20,0,5,42,0.241706161,0.320675105,0.379146919,0.3107323136007735,15890
"Total","Ryne Stanek","SEA",42,79,5.19230769,17,1,1,10,10,3,7,1,1,20,0.242857142,0.316455696,0.414285714,0.31397312115400267,15947
"Total","Cam Booser","BOS",26,54,1.38461538,13,1,0,2,2,1,2,0,0,13,0.25,0.277777777,0.326923076,0.26693223471994754,16061
"Total","Nick Burdi","NYY",7,8,0,2,0,0,0,0,0,1,0,0,2,0.285714285,0.375,0.285714285,0.30712056159973145,16074
"Total","Jordan Romano","TOR",14,32,5.86956521,7,3,0,5,5,2,2,1,0,9,0.24137931,0.29032258,0.551724137,0.34489734570185343,16122
"Total","John Curtiss","COL",1,1,9,1,0,0,1,1,1,0,0,0,0,1,1,4,2.0579185485839844,16128
"Total","Carlos Rodon","NYY",14,69,6.06122449,15,5,0,11,11,3,6,0,0,20,0.238095238,0.304347826,0.46031746,0.33026483698167663,16137
"Total","Aaron Nola","PHI",20,262,3.04411765,49,13,1,24,23,10,15,0,0,59,0.2,0.244274809,0.383673469,0.27086195440692756,16149
"Total","Justin Anderson","CHW",23,50,6.17142857,10,1,0,9,8,1,3,0,1,9,0.227272727,0.285714285,0.318181818,0.26887812906382036,16201
"Total","Spencer Turnbull","PHI",17,102,3.28378378,15,4,0,10,9,3,10,0,4,25,0.170454545,0.284313725,0.318181818,0.2750823380900364,16207
"Total","Tejay Antone","CIN",2,4,0,0,0,0,0,0,0,1,0,0,2,0,0.25,0,0.17249444127082825,16233
"Total","Kyle Freeland","COL",6,18,2.25,6,0,1,1,1,0,0,0,0,7,0.333333333,0.333333333,0.444444444,0.33403322762913173,16256
"Total","Aaron Bummer","ATL",28,53,1.63636364,16,3,0,2,2,1,5,0,1,15,0.340425531,0.415094339,0.468085106,0.38877427353049226,16258
"Total","John Means","BAL",4,15,1.92857143,0,0,0,1,1,0,1,0,0,3,0,0.066666666,0,0.045998517672220865,16269
"Total","Jesus Tinoco","2 Tms",10,27,9,8,1,0,5,5,1,3,0,1,4,0.347826086,0.444444444,0.52173913,0.4225200591263948,16300
"Total","Ricardo Pinto","PHI",6,26,6,7,2,0,4,4,0,1,0,0,3,0.291666666,0.307692307,0.375,0.29321245276010954,16318
"Total","Ryan Borucki","PIT",1,1,9,1,0,0,1,1,0,0,0,0,0,1,1,1,0.8834933638572693,16350
"Total","Pablo Reyes","BOS",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44174668192863464,16357
"Total","Reynaldo Lopez","ATL",18,228,3.07594937,48,5,2,18,18,5,29,0,0,50,0.246153846,0.339207048,0.369230769,0.31535316984033795,16400
"Total","Yonny Chirinos","MIA",6,67,6.27906977,21,6,0,10,10,4,7,0,0,8,0.355932203,0.417910447,0.661016949,0.45265944947057696,16401
"Total","Victor Gonzalez","NYY",21,31,2.16,3,0,0,3,2,0,2,0,2,4,0.111111111,0.225806451,0.111111111,0.1765424378456608,16408
"Total","Luis Guillorme","2 Tms",3,4,0,1,1,0,0,0,0,1,0,0,0,0.333333333,0.5,0.666666666,0.4870043396949768,16451
"Total","Brent Honeywell","2 Tms",6,18,0,1,1,0,0,0,0,1,0,0,7,0.058823529,0.111111111,0.117647058,0.10822318659888373,16466
"Total","Ryan Yarbrough","LAD",29,93,2.39240506,11,0,0,7,7,3,6,0,1,16,0.13253012,0.2,0.240963855,0.20114176803165013,16502
"Total","Dan Altavilla","KCR",5,10,11.57142859,1,0,0,3,3,0,1,0,0,1,0.125,0.222222222,0.125,0.1748301254378425,16507
"Total","Jordan Montgomery","ARI",12,49,2.76923077,10,3,0,4,4,0,3,0,0,11,0.217391304,0.265306122,0.282608695,0.2454797065987879,16511
"Total","Isiah Kiner-Falefa","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16512
"Total","Austin Gomber","COL",15,86,3.97058823,17,3,1,11,10,6,2,0,0,16,0.204819277,0.220930232,0.48192771,0.2939670979976654,16561
"Total","Erik Swanson","TOR",18,35,10.28571429,11,3,0,8,8,3,3,0,0,5,0.34375,0.4,0.71875,0.4695792726108006,16587
"Total","Bryan Abreu","HOU",47,107,1.92857143,22,4,0,5,5,2,15,0,4,31,0.25,0.38317757,0.363636363,0.34129266983994816,16609
"Total","J.P. Feyereisen","LAD",8,20,9,5,2,0,4,4,1,3,0,0,4,0.294117647,0.4,0.588235294,0.42054588794708253,16610
"Total","Ryan Thompson","ARI",36,73,1.37288136,13,0,2,3,3,1,3,0,0,9,0.19117647,0.222222222,0.294117647,0.22434788942337036,16647
"Total","Julian Merryweather","CHC",3,7,5.39999999,2,1,0,1,1,0,0,0,0,3,0.285714285,0.285714285,0.428571428,0.30593327965055195,16703
"Total","Jose Trevino","NYY",2,4,0,1,1,0,0,0,0,2,0,0,0,0.5,0.75,1,0.659498780965805,16725
"Total","Brock Stewart","MIN",12,22,0,3,1,0,0,0,0,2,0,0,6,0.15,0.227272727,0.2,0.20022644779898904,16727
"Total","Vinny Nittoli","2 Tms",7,16,0,3,1,0,0,0,0,0,0,0,4,0.1875,0.1875,0.25,0.1890641450881958,16754
"Total","Tim Hill","2 Tms",36,75,3,23,5,0,6,5,0,4,0,1,7,0.328571428,0.373333333,0.4,0.3423223940531413,16814
"Total","Brennan Bernardino","BOS",33,71,3.85714286,14,3,1,8,8,1,3,0,1,18,0.215384615,0.257142857,0.338461538,0.2595676021916526,16835
"Total","Reed Garrett","NYM",35,87,3.85714286,18,3,0,11,9,3,10,1,0,34,0.233766233,0.32183908,0.389610389,0.3111580776613812,16866
"Total","Luke Weaver","NYY",37,106,1.33333333,14,3,1,4,4,2,9,0,2,34,0.14893617,0.235849056,0.265957446,0.22835107456963016,16918
"Total","Elieser Hernandez","2 Tms",7,22,4.5,2,0,0,3,3,2,4,0,0,3,0.111111111,0.272727272,0.444444444,0.3125340071591464,16933
"Total","Sean Newcomb","OAK",4,9,3.85714286,0,0,0,1,1,0,1,0,1,3,0,0.222222222,0,0.15679641564687094,16943
"Total","Grant Holmes","ATL",10,39,4,11,2,0,4,4,0,2,0,1,5,0.305555555,0.358974358,0.361111111,0.32227346071830165,16944
"Total","Trevor Williams","WSN",11,120,0.91011236,27,7,1,4,3,0,9,0,0,24,0.247706422,0.3,0.330275229,0.27831318527460097,16977
"Total","Tyler Beede","CLE",12,29,9.45,6,2,0,8,7,1,4,0,0,9,0.25,0.344827586,0.458333333,0.34428927199593906,16981
"Total","Tanner Banks","CHW",35,78,2.61290323,14,3,0,7,6,1,5,0,0,25,0.197183098,0.243589743,0.28169014,0.23226743325209007,16990
"Total","Sean Reid-Foley","NYM",19,37,3,4,1,0,9,3,0,6,0,0,11,0.133333333,0.27027027,0.166666666,0.2175239533991427,17034
"Total","Pablo Lopez","MIN",19,214,5.0516129,52,10,0,29,29,10,9,0,1,60,0.26,0.29245283,0.46,0.32246395720625826,17085
"Total","Austin Davis","SDP",6,10,3.85714286,1,0,0,1,1,0,2,0,1,1,0.166666666,0.444444444,0.166666666,0.3316265410847134,17117
"Total","Raisel Iglesias","ATL",35,72,0.93103448,9,1,1,5,2,0,5,1,0,18,0.140625,0.2,0.1875,0.17097877505896747,17130
"Total","Gabe Speier","SEA",21,37,5,4,0,0,5,5,1,5,0,1,12,0.137931034,0.277777777,0.24137931,0.2466521511475245,17170
"Total","Dinelson Lamet","LAD",3,7,9,1,0,0,1,1,1,2,1,0,0,0.2,0.428571428,0.8,0.45798271894454956,17186
"Total","Jalen Beeks","COL",38,60,2.51162791,10,1,0,4,4,1,5,0,1,15,0.188679245,0.27118644,0.264150943,0.2466946415982004,17192
"Total","Ranger Suarez","PHI",18,81,2.74576271,19,4,1,7,6,3,2,0,2,19,0.246753246,0.283950617,0.441558441,0.31286182447716043,17277
"Total","Michael Kopech","CHW",38,91,4.86885246,14,1,0,11,11,3,15,2,1,33,0.194444444,0.329670329,0.333333333,0.29165876179598693,17282
"Total","Framber Valdez","HOU",13,50,4.62857143,14,4,0,6,6,1,1,0,1,10,0.291666666,0.32,0.4375,0.3290536987781525,17295
"Total","Emmanuel Ramirez","MIA",5,11,0,1,0,0,0,0,0,1,0,0,2,0.1,0.181818181,0.1,0.1430428299036893,17304
"Total","Justin Steele","CHC",14,65,3.17647059,8,0,0,6,6,1,5,0,3,18,0.142857142,0.246153846,0.196428571,0.21316662843410786,17312
"Total","Cole Tucker","LAA",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3449888825416565,17326
"Total","Willi Castro","MIN",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17338
"Total","Erick Fedde","CHW",19,247,3.06818182,50,12,0,20,20,7,20,0,0,50,0.222222222,0.284552845,0.368888888,0.2873567257954822,17425
"Total","Jeff Hoffman","PHI",38,71,1.01886792,13,5,1,2,2,1,3,1,1,28,0.19402985,0.239436619,0.343283582,0.24779076405933925,17432
"Total","Jonathan Hernandez","TEX",24,72,6.75,17,4,1,11,11,3,12,0,0,15,0.283333333,0.402777777,0.533333333,0.40322526047627133,17464
"Total","Jack Flaherty","DET",17,206,3,38,3,3,19,18,7,12,0,1,64,0.196891191,0.247572815,0.352331606,0.2623941733420474,17479
"Total","Daniel Duarte","MIN",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17480
"Total","Genesis Cabrera","TOR",38,73,3.05660377,13,4,0,10,6,3,5,0,2,13,0.203125,0.277777777,0.40625,0.29721031917466056,17490
"Total","Diego Castillo","MIN",5,10,4.5,1,0,0,1,1,0,3,0,0,0,0.166666666,0.4,0.166666666,0.29534266591072084,17496
"Total","Ryan Burr","TOR",7,15,6.74999999,4,2,0,3,2,0,3,0,0,2,0.333333333,0.466666666,0.5,0.42353328069051105,17536
"Total","Jimmy Herget","ATL",5,14,2.07692308,2,0,0,1,1,1,0,0,0,3,0.142857142,0.142857142,0.357142857,0.21010085088866098,17556
"Total","Tanner Scott","MIA",34,46,0,3,2,0,2,0,0,8,0,0,18,0.078947368,0.239130434,0.131578947,0.19389988417210785,17586
"Total","Mitch Keller","PIT",19,237,3.94736842,55,11,4,28,25,9,10,0,4,63,0.247747747,0.29113924,0.454954954,0.3203082675672282,17594
"Total","Cristian Javier","HOU",6,62,4.84615385,15,5,0,8,7,3,10,0,0,9,0.294117647,0.409836065,0.56862745,0.4188227018371957,17606
"Total","Tanner Rainey","WSN",21,59,4.62857143,10,3,1,6,6,1,13,1,2,11,0.227272727,0.423728813,0.409090909,0.37184049240474043,17610
"Total","Justin Lawrence","COL",31,70,7.36363636,19,3,0,16,12,2,10,1,2,7,0.327586206,0.442857142,0.48275862,0.4045078668041506,17639
"Total","Jose Cuas","2 Tms",11,27,11.57142856,9,1,0,6,6,3,4,1,0,5,0.409090909,0.481481481,0.863636363,0.5353536674609551,17701
"Total","Trevor Megill","MIL",30,55,4.15384615,12,2,0,7,6,1,4,2,1,17,0.24,0.309090909,0.34,0.2759732738980707,17722
"Total","Nabil Crismatt","LAD",3,8,0,1,1,0,0,0,0,0,0,0,1,0.125,0.125,0.25,0.15725494921207428,17732
"Total","Evan Phillips","LAD",29,54,9.81818182,16,4,0,14,12,4,6,0,0,10,0.333333333,0.407407407,0.666666666,0.45317863093482125,17734
"Total","Tyler Alexander","TBR",11,57,5.53846154,14,2,0,8,8,3,2,0,2,12,0.269230769,0.315789473,0.48076923,0.34146685244744285,17735
"Total","Drew Smith","NYM",17,27,9,8,2,0,5,5,2,4,0,0,6,0.347826086,0.444444444,0.695652173,0.47873336297494395,17755
"Total","Jose Alvarado","PHI",34,46,1.31707317,2,0,0,3,2,0,4,0,0,11,0.047619047,0.130434782,0.047619047,0.09841082147929979,17780
"Total","Trey Wingenter","BOS",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17793
"Total","Dillon Tate","BAL",23,41,5.78571429,9,1,0,7,6,1,3,0,0,4,0.243243243,0.292682926,0.351351351,0.282203536208083,17796
"Total","Adbert Alzolay","CHC",15,33,2.34782609,9,1,0,5,2,2,3,0,0,5,0.3,0.363636363,0.533333333,0.38620515664418537,17859
"Total","Nestor Cortes","NYY",17,82,3.48387097,17,4,0,8,8,1,3,0,0,22,0.217948717,0.243902439,0.307692307,0.2409991534744821,17874
"Total","Dennis Santana","2 Tms",28,53,5.4,8,2,1,8,8,1,8,0,0,14,0.177777777,0.301886792,0.333333333,0.2872249922662411,17878
"Total","Tayler Saucedo","SEA",28,47,0.72972973,5,1,1,1,1,0,5,0,1,18,0.121951219,0.234042553,0.195121951,0.20584531413747909,17888
"Total","Garrett Cleavinger","TBR",37,59,2.63414634,11,1,1,4,4,1,6,0,2,21,0.215686274,0.322033898,0.333333333,0.2976488622568421,17897
"Total","Trent Thornton","SEA",39,70,2.64705882,13,3,0,5,5,1,3,1,1,25,0.203125,0.246376811,0.296875,0.23359739868079915,17948
"Total","Tyler Jay","NYM",2,7,9,2,1,0,2,1,0,2,0,0,1,0.4,0.571428571,0.6,0.50306978396007,17952
"Total","Brock Burke","TEX",9,22,10.38461539,7,2,0,5,5,2,1,0,1,6,0.35,0.409090909,0.75,0.4860710962252183,17968
"Total","Peter Lambert","COL",17,82,9.91836735,25,4,3,18,18,3,9,2,1,14,0.367647058,0.432098765,0.647058823,0.44043978030168557,17969
"Total","Logan Webb","SFG",21,275,3.18461538,65,16,2,23,23,2,25,1,0,63,0.262096774,0.327272727,0.366935483,0.30566204703637284,17995
"Total","Pete Fairbanks","TBR",32,69,5.17021276,14,2,0,11,9,0,8,1,0,14,0.233333333,0.318840579,0.266666666,0.26393888101858254,17998
"Total","Triston McKenzie","CLE",16,166,4.88793103,33,6,0,21,21,9,19,0,0,30,0.227586206,0.315151515,0.455172413,0.3338300762754498,18000
"Total","Phil Maton","2 Tms",40,77,6.5,13,2,1,14,13,4,9,1,4,15,0.203125,0.337662337,0.453125,0.34274245877014964,18064
"Total","Garrett Stubbs","PHI",1,4,27.00000027,3,1,0,1,1,0,0,0,0,0,0.75,0.75,1,0.7562565803527832,18067
"Total","Ryan Helsley","STL",39,78,2.36842105,13,0,0,6,5,1,10,2,0,22,0.196969696,0.294871794,0.242424242,0.23920606625707527,18138
"Total","Anthony Misiewicz","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18152
"Total","Tyler Kinley","COL",40,80,8.61702127,22,3,2,15,15,5,10,2,1,16,0.323529411,0.4125,0.647058823,0.43713982747151303,18297
"Total","Carson Fulmer","LAA",24,108,3.85714286,20,8,0,13,11,3,11,1,2,18,0.212765957,0.305555555,0.393617021,0.30403430161075057,18311
"Total","Jacob Waguespack","TBR",3,17,4.9090909,4,0,0,2,2,0,3,0,0,2,0.285714285,0.411764705,0.285714285,0.32964157356935386,18318
"Total","Josh Sborz","TEX",9,16,6,6,1,0,2,2,1,1,0,0,4,0.4,0.4375,0.666666666,0.47124433517456055,18323
"Total","Alex Young","2 Tms",4,10,0,4,1,0,0,0,0,0,0,0,3,0.4,0.4,0.5,0.39085196852684023,18333
"Total","Josh Staumont","MIN",17,31,3.11538461,6,1,0,4,3,0,2,0,0,9,0.206896551,0.258064516,0.24137931,0.22759554655321182,18335
"Total","Nick Anderson","KCR",35,74,2.28813559,11,4,0,6,5,1,8,0,0,15,0.171875,0.256756756,0.28125,0.24203863820514163,18337
"Total","Michael Soroka","CHW",20,145,5.34375,27,2,2,21,19,6,22,1,1,36,0.226890756,0.347222222,0.428571428,0.3376500927484952,18383
"Total","Enyel De Los Santos","SDP",31,45,10.8,9,2,0,13,12,5,7,1,0,10,0.236842105,0.355555555,0.684210526,0.42528466473926196,18403
"Total","Danny Young","NYM",16,28,0,7,1,0,0,0,0,3,0,0,8,0.28,0.357142857,0.32,0.30817618114607676,18439
"Total","Kenta Maeda","DET",16,144,6.81818182,37,9,0,26,25,5,12,0,1,29,0.286821705,0.349650349,0.472868217,0.3561763609205926,18498
"Total","Josh Rogers","COL",5,21,5.0625,5,1,0,3,3,0,1,0,0,2,0.277777777,0.285714285,0.333333333,0.26104718162899926,18510
"Total","Phil Bickford","NYY",4,8,5.39999999,2,0,0,1,1,0,0,0,0,2,0.25,0.25,0.25,0.22087334096431732,18519
"Total","Dylan Cease","SDP",21,247,3.28571429,42,12,0,25,23,9,20,0,1,69,0.188340807,0.25609756,0.363228699,0.2711050730895221,18525
"Total","Sam Hentges","CLE",21,30,2.57142857,7,3,0,2,2,1,1,0,0,11,0.25,0.275862068,0.464285714,0.31629293745961684,18548
"Total","Logan Allen","ARI",11,47,8.1,14,3,0,9,9,1,2,0,1,7,0.333333333,0.361702127,0.476190476,0.35676843562024707,18555
"Total","A.J. Minter","ATL",22,34,4,8,0,0,4,4,3,1,0,0,8,0.242424242,0.264705882,0.515151515,0.3318000067682827,18655
"Total","Jake Woodford","CHW",2,19,9,4,1,0,4,4,2,3,0,0,3,0.25,0.368421052,0.6875,0.4382791236827248,18674
"Total","Freddy Peralta","MIL",19,224,3.375,47,8,1,20,20,6,19,0,1,67,0.231527093,0.30044843,0.369458128,0.2964552218603981,18679
"Total","Cody Poteet","NYY",4,37,0.9,6,0,0,2,1,1,3,0,0,3,0.176470588,0.243243243,0.264705882,0.23095455846270999,18769
"Total","Miguel Diaz","HOU",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18815
"Total","Pedro Avila","2 Tms",27,79,3.70588235,13,2,0,8,7,1,13,0,0,15,0.206349206,0.329113924,0.285714285,0.28327395342573336,18864
"Total","Danny Mendick","CHW",1,3,0,2,0,0,0,0,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5889955759048462,18889
"Total","Kirby Snead","SEA",11,20,5.78571428,6,1,1,3,3,0,2,0,0,4,0.333333333,0.4,0.5,0.3883549928665161,19179
"Total","Jose Quijada","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200
"Total","Dakota Hudson","COL",17,188,7.2605042,49,7,0,32,32,8,27,0,1,22,0.3081761,0.409574468,0.503144654,0.3971222848334211,19206
"Total","Mitch White","3 Tms",11,42,15.12000001,12,2,0,16,14,4,6,1,1,2,0.375,0.463414634,0.8125,0.5054948091506958,19225
"Total","Cole Irvin","BAL",16,86,3.17647059,18,3,0,10,8,1,2,0,1,14,0.216867469,0.244186046,0.289156626,0.23607081313465916,19244
"Total","Seranthony Dominguez","PHI",31,51,5.55882353,10,1,1,7,7,3,4,0,2,10,0.222222222,0.31372549,0.488888888,0.346013418599671,19249
"Total","Ian Hamilton","NYY",21,50,2.45454545,11,3,0,3,3,0,7,0,1,9,0.268292682,0.38,0.341463414,0.32786200046539304,19261
"Total","Jacob Webb","BAL",42,69,2.20408163,7,1,0,6,4,0,10,1,0,21,0.118644067,0.246376811,0.13559322,0.1877764656263239,19274
"Total","Nick Hernandez","HOU",3,15,8.10000001,5,0,0,3,3,2,0,0,0,5,0.333333333,0.333333333,0.733333333,0.4510878125826518,19281
"Total","Zac Gallen","ARI",15,148,2.89285714,31,5,3,12,12,5,9,0,0,32,0.223021582,0.27027027,0.410071942,0.2937693579776867,19291
"Total","Trevor Richards","TOR",38,87,2.90769231,14,3,0,8,7,1,7,0,0,19,0.179487179,0.244186046,0.256410256,0.22670715492825175,19309
"Total","Cal Quantrill","COL",20,217,3.1863354,40,10,2,20,19,7,28,0,1,41,0.215053763,0.319444444,0.403225806,0.31837970542686955,19312
"Total","Matt Krook","BAL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19315
"Total","Joey Lucchesi","NYM",1,8,21.59999996,3,1,0,4,4,1,1,0,0,0,0.428571428,0.5,1,0.6111786589026451,19320
"Total","Matt Festa","NYM",1,3,36,2,1,0,4,4,0,1,1,0,0,1,1,1.5,1.0707664787769318,19330
"Total","Richard Lovelady","2 Tms",15,27,3,7,1,0,2,2,0,2,0,0,5,0.291666666,0.333333333,0.333333333,0.2940353817409939,19337
"Total","A.J. Puk","MIA",26,59,2.4,10,1,1,5,4,1,4,0,0,18,0.185185185,0.24137931,0.296296296,0.23888713840780587,19343
"Total","Daulton Jefferies","2 Tms",5,25,14.4,7,2,1,8,8,2,3,0,0,6,0.318181818,0.4,0.772727272,0.48255870342254636,19345
"Total","Caleb Ferguson","NYY",35,51,6.75,8,1,0,10,8,1,8,0,2,12,0.2,0.352941176,0.3,0.3054729489719166,19349
"Total","Dean Kremer","BAL",13,151,5.97115385,29,4,0,26,23,10,19,0,0,32,0.221374045,0.317880794,0.48091603,0.34419418447065037,19350
"Total","Lucas Erceg","OAK",33,59,4.26315789,9,2,0,7,6,2,9,2,3,14,0.191489361,0.355932203,0.361702127,0.3165403050288819,19360
"Total","Corbin Burnes","BAL",20,225,1.40462428,39,4,0,11,9,4,16,0,0,43,0.18660287,0.244444444,0.263157894,0.22974120484458074,19361
"Total","Keegan Akin","BAL",41,94,2.73913043,17,4,1,7,7,2,7,0,1,27,0.2,0.268817204,0.34117647,0.27020531956867505,19362
"Total","Walker Buehler","LAD",8,84,5.60377358,27,4,1,13,11,4,3,0,2,18,0.346153846,0.38095238,0.576923076,0.4080256862299783,19374
"Total","Zach McKinstry","DET",3,3,26.99999987,1,0,0,2,2,1,0,0,0,0,0.333333333,0.333333333,1.333333333,0.6859728495279948,19392
"Total","Colin Poche","TBR",21,35,3.375,7,1,0,3,3,2,4,0,0,10,0.225806451,0.314285714,0.451612903,0.3333646059036255,19403
"Total","Ronel Blanco","HOU",19,230,2.91477273,34,6,2,22,19,10,22,0,0,50,0.166666666,0.245614035,0.362745098,0.2659346063931783,19407
"Total","Dane Dunning","TEX",15,135,4.76470588,28,7,1,17,15,8,19,1,3,32,0.24778761,0.37037037,0.539823008,0.38843169319095894,19409
"Total","Shane Bieber","CLE",1,12,0,2,0,0,0,0,0,0,0,0,7,0.166666666,0.166666666,0.166666666,0.14724889397621155,19427
"Total","Yohan Ramirez","3 Tms",32,66,4.29545454,13,1,2,8,7,0,6,1,3,19,0.232142857,0.338461538,0.321428571,0.2952608522027731,19444
"Total","Patrick Sandoval","LAA",10,52,3,8,1,0,4,4,1,8,1,3,15,0.2,0.372549019,0.3,0.31220665216445925,19447
"Total","Shaun Anderson","2 Tms",4,27,7.71428571,11,2,1,7,4,0,1,0,0,3,0.44,0.444444444,0.6,0.4395975978286178,19453
"Total","Jorge Alcala","MIN",29,64,1.14893617,10,3,0,3,2,0,9,1,0,18,0.185185185,0.301587301,0.24074074,0.24965152336705115,19459
"Total","Aaron Civale","2 Tms",19,204,6.13636364,49,11,0,31,30,9,19,0,3,56,0.269230769,0.348039215,0.478021978,0.35908900727243986,19479
"Total","Tyler Ferguson","OAK",17,36,11.57142857,10,4,1,10,9,2,4,1,1,7,0.322580645,0.416666666,0.709677419,0.46242086035864693,19481
"Total","Andrew Knizner","TEX",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.22999258836110434,19514
"Total","Jason Foley","DET",33,60,4.6097561,13,1,1,7,7,2,7,1,0,9,0.25,0.33898305,0.423076923,0.32862611782961876,19531
"Total","Geoff Hartlieb","COL",5,21,12.46153847,6,1,0,6,6,0,2,1,0,3,0.333333333,0.38095238,0.388888888,0.3182742089033127,19558
"Total","David Bednar","PIT",34,65,6.6122449,11,4,0,12,12,4,4,0,0,16,0.183333333,0.23076923,0.45,0.2872957495542673,19569
"Total","JoJo Romero","STL",32,48,0,9,1,0,0,0,0,3,0,1,14,0.204545454,0.270833333,0.227272727,0.23160645365715027,19574
"Total","Forrest Whitley","HOU",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19586
"Total","Guillermo Zuniga","LAA",3,11,3.375,2,0,0,1,1,0,2,0,0,1,0.222222222,0.363636363,0.222222222,0.2860856598073786,19588
"Total","Cionel Perez","BAL",31,62,1.25581395,12,3,1,3,2,0,6,0,2,12,0.222222222,0.322580645,0.314814814,0.2906361856768208,19614
"Total","Jordan Hicks","SFG",19,194,4.275,43,6,0,21,19,4,28,0,6,34,0.270440251,0.396907216,0.383647798,0.3535139692812851,19618
"Total","Gregory Soto","PHI",34,55,2.7,9,1,0,5,4,1,5,0,3,15,0.191489361,0.309090909,0.276595744,0.2747976443984292,19677
"Total","Sixto Sanchez","MIA",12,76,4.59574468,17,3,0,9,8,1,11,0,2,6,0.274193548,0.394736842,0.370967741,0.3467050845685758,19680
"Total","Josh Rojas","SEA",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19734
"Total","Caleb Boushley","MIN",1,6,26.99999987,3,2,0,2,2,0,1,0,0,1,0.6,0.666666666,1,0.6815917193889618,19736
"Total","Anthony Bender","MIA",36,56,5.83783784,12,3,0,8,8,1,7,1,1,9,0.25,0.357142857,0.375,0.32292801466855137,19742
"Total","Jonathan Loaisiga","NYY",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19753
"Total","Will Vest","DET",34,62,4.5,14,1,0,8,7,0,8,2,0,10,0.28,0.354838709,0.3,0.28138866523901623,19769
"Total","Keegan Thompson","CHC",12,30,9,8,3,1,10,7,2,1,0,0,9,0.275862068,0.3,0.655172413,0.3980683883031209,19795
