Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Garrett Stubbs","PHI",36,88,78,14,11,2,0,1,9,5,9,0,24,1,0,0,0,4,0,0.179487179,18067
"Total","LaMonte Wade Jr.","SFG",63,194,156,44,34,7,0,3,26,16,35,3,42,1,2,0,2,0,1,0.282051282,18126
"Total","Seth Brown","OAK",68,206,190,41,25,8,0,8,18,17,15,0,66,1,0,0,1,4,0,0.215789473,18171
"Total","Brett Sullivan","SDP",6,13,12,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.083333333,18217
"Total","Brian Anderson","ATL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18289
"Total","Dansby Swanson","CHC",83,285,262,56,40,9,1,6,26,22,22,1,77,1,0,0,3,6,1,0.213740458,18314
"Total","Edwin Rios","CIN",3,9,8,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0.125,18316
"Total","Kyle Tucker","HOU",53,157,125,37,18,5,0,14,31,26,31,1,23,0,0,0,3,7,0,0.296,18345
"Total","Daz Cameron","OAK",22,60,56,8,7,0,0,1,6,2,3,0,13,1,0,0,2,1,0,0.142857142,18353
"Total","Austin Riley","ATL",80,258,235,67,40,15,2,10,35,32,19,0,68,2,2,0,2,0,0,0.285106382,18360
"Total","Victor Robles","2 Tms",25,56,45,13,9,3,0,1,3,4,6,0,12,2,1,2,1,6,1,0.288888888,18363
"Total","Ryan Mountcastle","BAL",83,263,247,63,41,13,1,8,29,32,13,0,62,1,2,0,6,1,0,0.255060728,18373
"Total","Juan Yepez","WSN",15,48,44,15,8,5,0,2,7,8,4,0,9,0,0,0,4,1,0,0.34090909,18400
"Total","Ronald Acuna Jr.","ATL",44,159,137,34,25,6,1,2,27,9,19,0,40,3,0,0,4,12,2,0.248175182,18401
"Total","Ali Sanchez","MIA",12,28,24,6,6,0,0,0,0,1,1,0,7,1,0,2,0,0,0,0.25,18551
"Total","Trent Grisham","NYY",46,122,101,18,9,3,0,6,14,16,16,1,31,2,2,0,5,0,1,0.178217821,18564
"Total","Luis Arraez","2 Tms",80,266,252,83,66,14,1,2,31,17,11,1,6,1,1,1,8,3,2,0.329365079,18568
"Total","Ke'Bryan Hayes","PIT",71,223,211,43,38,5,0,0,19,9,9,0,46,2,1,0,8,5,1,0.203791469,18577
"Total","Jared Walsh","TEX",14,48,41,7,7,0,0,0,4,5,7,0,18,0,0,0,2,0,0,0.170731707,18607
"Total","Ramon Urias","BAL",48,117,107,28,19,4,1,4,12,11,9,0,19,1,0,0,0,0,0,0.261682242,18795
"Total","Andy Ibanez","DET",32,62,59,9,7,2,0,0,4,3,3,0,22,0,0,0,1,0,1,0.152542372,18819
"Total","Jose Azocar","SDP",24,31,29,7,6,1,0,0,4,2,2,0,8,0,0,0,1,3,0,0.24137931,18821
"Total","Josh Naylor","CLE",88,273,239,58,33,8,0,17,39,52,27,5,42,3,3,0,10,4,0,0.242677824,18839
"Total","Jahmai Jones","NYY",17,21,18,3,3,0,0,0,3,2,0,0,6,2,0,1,0,1,1,0.166666666,18872
"Total","Brandon Lowe","TBR",51,162,138,32,15,6,2,9,23,21,19,1,38,4,1,0,6,1,0,0.231884057,18882
"Total","Seby Zavala","SEA",10,23,21,3,2,1,0,0,2,1,2,0,9,0,0,0,1,0,0,0.142857142,18887
"Total","Danny Mendick","CHW",32,88,85,14,9,4,0,1,9,3,1,0,25,2,0,0,3,2,0,0.164705882,18889
"Total","Leody Taveras","TEX",91,258,237,57,39,9,3,6,26,22,19,0,50,0,1,1,3,11,3,0.240506329,18900
"Total","Estevan Florial","CLE",32,89,79,12,5,3,1,3,10,8,8,0,33,1,0,1,1,1,1,0.151898734,19151
"Total","Will Smith","LAD",77,243,215,51,31,10,1,9,35,39,20,0,48,3,5,0,2,0,1,0.237209302,19197
"Total","Lourdes Gurriel Jr.","ARI",85,268,253,56,40,8,1,7,24,34,9,0,55,3,3,0,10,3,1,0.221343873,19238
"Total","Pete Alonso","NYM",94,317,279,66,37,16,0,13,41,36,33,3,64,3,2,0,12,1,0,0.236559139,19251
"Total","Cavan Biggio","2 Tms",55,151,127,24,18,4,0,2,17,9,13,0,47,8,0,1,0,2,0,0.188976377,19252
"Total","Jake Fraley","CIN",64,191,173,46,34,9,2,1,19,14,14,0,43,2,2,0,4,10,2,0.265895953,19260
"Total","Garrett Hampson","KCR",39,70,66,18,14,4,0,0,6,5,3,0,21,0,0,1,1,3,0,0.272727272,19262
"Total","Adolis Garcia","TEX",92,283,260,51,31,9,0,11,33,27,19,0,73,3,1,0,6,7,2,0.196153846,19287
"Total","Randy Arozarena","TBR",91,292,249,49,29,12,0,8,27,22,31,0,80,9,3,0,2,11,5,0.196787148,19290
"Total","Armando Alvarez","OAK",6,16,14,4,4,0,0,0,5,1,2,0,2,0,0,0,1,1,0,0.285714285,19292
"Total","Nick Senzel","2 Tms",56,178,157,31,20,7,0,4,19,11,19,0,47,1,0,0,1,0,0,0.197452229,19293
"Total","Alex Call","WSN",4,10,8,2,2,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0.25,19296
"Total","Matt Thaiss","LAA",29,78,67,17,11,5,0,1,8,6,11,0,28,0,0,0,0,0,0,0.253731343,19318
"Total","Bryan Reynolds","PIT",93,306,271,79,49,14,3,13,38,38,29,1,65,5,1,0,2,3,0,0.291512915,19326
"Total","Nicky Lopez","CHW",82,260,232,55,44,10,1,0,19,14,22,0,41,2,0,4,2,4,4,0.237068965,19339
"Total","Eli White","ATL",4,10,10,2,1,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0.2,19346
"Total","Sean Murphy","ATL",33,93,84,20,15,1,0,4,5,9,8,0,20,1,0,0,4,0,0,0.238095238,19352
"Total","Luke Raley","SEA",84,232,213,52,31,9,2,10,30,27,8,0,69,10,0,1,2,7,2,0.244131455,19354
"Total","Weston Wilson","PHI",8,13,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.153846153,19358
"Total","Austin Hays","BAL",46,95,87,18,11,5,0,2,8,6,2,0,18,4,2,0,0,0,1,0.206896551,19363
"Total","Trenton Brooks","SFG",12,29,25,3,3,0,0,0,3,1,4,0,6,0,0,0,1,1,0,0.12,19384
"Total","Zach McKinstry","DET",64,173,160,30,19,5,3,3,15,12,11,0,42,1,1,0,2,8,0,0.1875,19392
"Total","Brian Serven","TOR",5,9,7,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0.142857142,19422
"Total","Jake Rogers","DET",52,147,138,31,18,7,1,5,21,18,5,0,45,2,2,0,1,1,0,0.224637681,19452
"Total","Andruw Monasterio","MIL",23,47,41,9,7,2,0,0,3,5,5,0,15,1,0,0,0,4,0,0.219512195,19455
"Total","Cooper Hummel","HOU",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,19458
"Total","Andrew Knizner","TEX",25,61,59,11,10,0,0,1,2,7,1,0,14,1,0,0,0,0,0,0.186440677,19514
"Total","TJ Friedl","CIN",23,76,69,14,9,1,0,4,10,13,5,0,12,2,0,0,0,2,0,0.20289855,19522
"Total","Yordan Alvarez","HOU",88,263,226,64,35,14,0,15,43,37,31,8,38,5,1,0,8,5,0,0.28318584,19556
"Total","Zack Short","3 Tms",28,61,48,7,4,3,0,0,9,4,10,0,15,1,0,2,0,2,1,0.145833333,19562
"Total","Nathaniel Lowe","TEX",79,237,204,53,38,9,0,6,28,25,30,0,46,1,2,0,5,2,0,0.259803921,19566
"Total","Chas McCormick","HOU",43,114,103,22,15,4,0,3,16,14,8,0,34,1,2,0,2,4,2,0.213592233,19599
"Total","Bryan De La Cruz","MIA",92,280,258,58,37,8,0,13,28,27,19,1,72,1,1,0,4,2,1,0.224806201,19600
"Total","Otto Lopez","MIA",53,145,133,35,28,4,0,3,16,17,8,0,23,1,2,1,4,8,1,0.263157894,19608
"Total","Keibert Ruiz","WSN",67,197,187,41,28,8,0,5,18,25,6,0,24,2,2,0,1,1,1,0.219251336,19610
"Total","Vladimir Guerrero Jr.","TOR",94,351,318,95,63,18,0,14,43,42,29,1,58,2,2,0,7,1,1,0.298742138,19611
"Total","Bo Bichette","TOR",73,256,235,57,39,13,1,4,24,26,16,1,51,3,2,0,10,5,1,0.242553191,19612
"Total","Brent Rooker","OAK",85,287,251,76,43,15,2,16,36,51,32,1,84,3,1,0,2,5,0,0.302788844,19627
"Total","Edward Olivares","PIT",40,102,91,21,19,1,0,1,10,8,8,0,14,1,2,0,1,1,0,0.23076923,19698
"Total","Fernando Tatis Jr.","SDP",66,214,199,59,37,9,1,12,34,30,11,0,42,3,1,0,5,5,2,0.296482412,19709
"Total","Carlos Narvaez","NYY",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19722
"Total","Josh Rojas","SEA",87,276,246,60,39,15,2,4,32,15,27,1,52,1,0,0,3,6,4,0.243902439,19734
"Total","Shohei Ohtani","LAD",86,288,240,78,31,19,4,24,59,53,42,7,66,3,1,0,3,17,3,0.325,19755
"Total","Dairon Blanco","KCR",37,52,46,10,10,0,0,0,13,2,3,0,15,1,0,1,0,14,3,0.217391304,19779
"Total","Zach Remillard","CHW",11,16,13,3,2,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0.23076923,19788
"Total","Jhonny Pereda","MIA",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19802
"Total","Jason Delay","PIT",4,11,9,2,0,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0.222222222,19806
"Total","Joshua Palacios","PIT",16,44,37,8,5,1,0,2,5,5,7,0,5,0,0,0,1,0,0,0.216216216,19818
"Total","Chuckie Robinson","CHW",2,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,19824
"Total","Abraham Toro","OAK",66,232,219,54,39,10,0,5,24,21,9,0,45,4,0,0,2,2,1,0.246575342,19844
"Total","Luis Rengifo","LAA",65,221,206,60,47,7,1,5,23,27,11,0,28,3,0,1,4,16,7,0.291262135,19858
"Total","Rene Pinto","TBR",12,20,14,4,2,1,0,1,3,3,3,0,3,1,1,1,0,0,0,0.285714285,19859
"Total","Riley Adams","WSN",26,64,57,15,10,3,0,2,4,7,4,0,20,1,2,0,3,1,0,0.263157894,19864
"Total","Tristan Gray","MIA",5,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19877
"Total","Emmanuel Rivera","MIA",42,95,80,16,14,2,0,0,5,5,10,0,23,2,2,1,1,1,0,0.2,19890
"Total","Pavin Smith","ARI",25,56,51,13,7,4,0,2,7,8,4,0,9,0,1,0,2,0,0,0.25490196,19892
"Total","Connor Wong","BOS",66,181,166,47,37,4,1,5,20,21,6,0,38,7,2,0,0,3,3,0.28313253,19896
"Total","Gavin Sheets","CHW",89,291,257,59,35,18,0,6,24,22,32,1,55,2,0,0,3,1,1,0.229571984,19901
"Total","Diego A. Castillo","MIN",2,4,3,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0.333333333,19906
"Total","Jesus Sanchez","MIA",89,256,237,65,40,13,1,11,25,33,15,1,64,3,1,0,5,6,1,0.274261603,19913
"Total","Daulton Varsho","TOR",85,270,242,47,19,12,6,10,34,35,26,1,82,1,0,1,2,5,2,0.194214876,19918
"Total","Blake Perkins","MIL",69,204,182,45,34,5,2,4,33,20,18,0,61,3,1,0,1,11,1,0.247252747,19921
"Total","Ryan McKenna","2 Tms",4,3,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0.5,19928
"Total","Luke Williams","ATL",6,5,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,19931
"Total","Cristian Pache","PHI",26,37,34,5,5,0,0,0,3,4,2,0,14,0,1,0,1,0,0,0.147058823,19948
"Total","Andres Gimenez","CLE",85,268,242,58,46,8,0,4,26,30,14,0,41,6,4,2,5,12,2,0.239669421,19950
"Total","Josh Lowe","TBR",47,162,147,34,22,7,0,5,15,17,14,1,46,0,1,0,1,9,1,0.231292517,19953
"Total","Gavin Lux","LAD",78,257,238,57,38,12,2,5,29,28,19,0,53,0,0,0,5,4,1,0.239495798,19955
"Total","Mickey Moniak","LAA",81,255,238,53,34,11,2,6,28,30,15,0,66,1,1,0,2,6,3,0.222689075,19956
"Total","Taylor Trammell","2 Tms",5,7,7,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0.142857142,19960
"Total","Eguy Rosario","SDP",13,19,15,2,2,0,0,0,1,1,2,0,4,1,0,1,1,0,0,0.133333333,19964
"Total","Bobby Dalbec","BOS",23,52,45,7,4,2,0,1,5,4,5,0,21,1,0,1,0,3,0,0.155555555,19966
"Total","Conner Capel","CIN",4,8,8,2,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0.25,19983
"Total","Santiago Espinal","CIN",56,123,117,24,20,2,0,2,5,11,4,0,18,0,1,1,2,3,0,0.205128205,19997
"Total","Bryce Johnson","SDP",15,27,25,5,4,1,0,0,2,0,1,0,5,0,0,1,1,0,0,0.2,20002
"Total","Keston Hiura","LAA",7,20,20,3,3,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0.15,20003
"Total","Miles Mastrobuoni","CHC",36,79,71,16,13,3,0,0,8,3,7,0,12,0,1,0,1,2,0,0.225352112,20017
"Total","Isaac Paredes","TBR",93,305,259,63,39,13,0,11,28,38,36,2,49,8,2,0,11,0,1,0.243243243,20036
"Total","Luis Robert Jr.","CHW",45,161,150,31,14,8,0,9,16,17,11,1,58,0,0,0,4,12,0,0.206666666,20043
"Total","Bligh Madris","DET",3,10,10,3,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0.3,20054
"Total","Alan Trejo","COL",21,45,41,7,7,0,0,0,4,1,2,0,10,1,0,1,0,0,0,0.170731707,20056
"Total","Juan Soto","NYY",90,306,247,74,38,14,3,19,61,45,56,0,54,1,2,0,6,3,1,0.299595141,20123
"Total","Dylan Carlson","STL",35,58,52,10,9,1,0,0,5,6,4,0,19,1,1,0,2,0,0,0.192307692,20126
"Total","Matthew Batten","SDP",1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20157
"Total","Miguel Vargas","LAD",20,40,34,6,3,2,0,1,6,5,5,0,10,0,1,0,1,1,0,0.176470588,20178
"Total","Brandon Marsh","PHI",76,222,194,54,35,9,2,8,30,32,26,0,64,0,2,0,1,10,3,0.278350515,20202
"Total","Jo Adell","LAA",81,240,214,39,26,5,0,8,28,31,18,0,77,4,3,0,2,10,6,0.18224299,20220
"Total","Kevin Smith","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20242
"Total","Ben Rortvedt","TBR",63,184,160,43,31,9,0,3,18,22,22,0,48,2,0,0,4,1,0,0.26875,20287
"Total","Jake Meyers","HOU",80,221,201,46,28,9,1,8,24,35,14,0,52,4,1,1,5,4,3,0.228855721,20308
"Total","Corey Julks","CHW",25,72,66,13,7,4,0,2,7,5,6,0,17,0,0,0,4,1,0,0.196969696,20311
"Total","Stuart Fairchild","CIN",47,91,83,12,6,4,0,2,8,5,3,0,24,4,0,1,0,5,0,0.144578313,20321
"Total","Alex Kirilloff","MIN",53,160,143,28,13,7,3,5,18,19,15,0,46,0,2,0,5,0,0,0.195804195,20325
"Total","Ernie Clement","TOR",52,138,133,33,21,8,0,4,14,18,3,0,12,0,2,0,0,1,1,0.2481203,20352
"Total","Luis Garcia Jr.","WSN",83,259,249,71,48,12,0,11,30,39,10,0,39,0,0,0,4,10,2,0.285140562,20391
"Total","Royce Lewis","MIN",22,70,65,16,5,3,0,8,12,12,5,0,15,0,0,0,2,0,0,0.246153846,20437
"Total","Jazz Chisholm Jr.","MIA",89,267,243,60,39,7,3,11,29,32,22,4,65,1,1,0,4,16,6,0.24691358,20454
"Total","William Contreras","MIL",91,329,297,79,52,17,1,9,49,41,30,1,63,2,0,0,12,4,1,0.265993265,20503
"Total","Drew Waters","KCR",7,18,15,3,2,1,0,0,2,1,2,0,5,1,0,0,0,0,0,0.2,20505
"Total","Nick Madrigal","CHC",24,59,54,11,11,0,0,0,3,5,3,0,6,2,0,0,1,0,0,0.203703703,20521
"Total","Nolan Jones","COL",39,119,97,20,14,4,0,2,14,10,20,2,35,0,1,1,4,1,3,0.206185567,20529
"Total","Vidal Brujan","MIA",61,150,135,31,20,9,1,1,20,5,12,1,30,2,0,1,3,2,3,0.229629629,20536
"Total","Jose Miranda","MIN",66,194,177,63,38,17,1,7,28,29,12,1,24,3,2,0,5,2,1,0.355932203,20538
"Total","Elehuris Montero","COL",55,174,159,35,21,10,0,4,17,22,13,0,41,0,2,0,4,0,0,0.220125786,20543
"Total","CJ Alexander","KCR",4,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,20557
"Total","Kody Clemens","PHI",24,57,55,14,6,4,1,3,7,7,2,0,13,0,0,0,2,0,0,0.254545454,20572
"Total","Ivan Herrera","STL",45,126,114,34,26,5,1,2,15,12,10,0,28,1,0,0,2,1,0,0.298245614,20599
"Total","Leo Rivas","SEA",3,5,5,1,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0.2,21009
"Total","Trey Cabbage","HOU",29,72,70,17,8,8,0,1,10,8,2,0,22,0,0,0,1,0,1,0.242857142,21078
"Total","Sean Bouchard","COL",26,73,61,11,4,7,0,0,8,5,8,0,21,2,1,1,0,2,0,0.180327868,21270
"Total","Lars Nootbaar","STL",48,152,130,31,19,4,1,7,17,17,21,1,29,0,0,1,4,3,0,0.238461538,21454
"Total","Nico Hoerner","CHC",88,320,285,73,51,17,1,4,37,26,25,0,31,7,3,0,4,13,2,0.25614035,21479
"Total","Trevor Larnach","MIN",65,226,201,49,30,9,0,10,25,31,22,0,44,1,2,0,11,2,0,0.243781094,21501
"Total","Jonathan India","CIN",86,250,214,53,34,13,0,6,30,28,28,0,54,5,3,0,5,7,0,0.247663551,21523
"Total","Joey Bart","PIT",30,85,74,13,5,2,0,6,11,20,8,0,23,2,1,0,3,0,0,0.175675675,21524
"Total","Cal Raleigh","SEA",93,276,242,55,36,8,0,11,27,41,30,2,94,2,2,0,1,3,0,0.227272727,21534
"Total","Nick Fortes","MIA",54,141,132,27,22,3,0,2,8,13,4,0,19,1,0,4,3,0,1,0.204545454,21538
"Total","Matt Vierling","DET",82,264,247,61,32,13,5,11,39,30,13,0,62,2,2,0,4,0,1,0.246963562,21558
"Total","Romy Gonzalez","BOS",20,38,37,9,7,1,1,0,3,7,1,0,7,0,0,0,1,3,0,0.243243243,21562
"Total","Cesar Salazar","HOU",9,23,17,5,3,2,0,0,4,6,2,0,2,1,2,1,0,0,0,0.294117647,21587
"Total","Kyle Isbel","KCR",76,221,199,46,32,4,4,6,33,22,16,0,40,0,1,5,3,5,1,0.231155778,21614
"Total","Alec Bohm","PHI",96,296,262,81,47,26,1,7,32,50,23,1,48,5,6,0,7,3,0,0.309160305,21618
"Total","Jake McCarthy","ARI",67,192,162,39,27,7,2,3,25,17,19,1,30,6,2,3,0,7,1,0.24074074,21622
"Total","Jeremy Pena","HOU",93,291,267,72,56,10,0,6,36,35,15,0,55,6,3,0,7,8,3,0.269662921,21636
"Total","Rafael Marchan","PHI",13,32,29,9,5,3,0,1,4,4,2,0,5,1,0,0,0,0,0,0.310344827,21646
"Total","Miguel Amaya","CHC",58,160,142,34,28,3,0,3,12,12,13,0,33,3,1,1,2,0,0,0.239436619,21693
"Total","Oswaldo Cabrera","NYY",63,172,157,38,32,3,0,3,24,18,10,0,31,1,3,1,4,3,2,0.242038216,21707
"Total","Oneil Cruz","PIT",84,266,241,66,37,18,1,10,32,35,22,2,81,1,2,0,2,9,1,0.273858921,21711
"Total","Enmanuel Valdez","BOS",48,137,123,32,17,10,0,5,17,23,11,0,32,0,3,0,3,1,1,0.260162601,21716
"Total","Jair Camargo","MIN",2,4,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,21730
"Total","Jose Fermin","STL",13,14,11,2,1,0,1,0,2,0,2,0,3,1,0,0,1,1,1,0.181818181,21746
"Total","Esteury Ruiz","OAK",15,25,22,1,1,0,0,0,3,0,0,0,9,1,0,2,1,3,1,0.045454545,21780
"Total","Jonathan Aranda","TBR",17,45,40,9,6,2,0,1,8,3,5,0,12,0,0,0,0,0,0,0.225,21837
"Total","Freddy Fermin","KCR",51,138,127,34,27,3,0,4,19,18,9,0,31,0,2,0,4,0,0,0.267716535,21840
"Total","Will Benson","CIN",85,231,207,41,19,11,2,9,25,25,22,0,98,1,1,0,1,10,4,0.198067632,21853
"Total","Bo Naylor","CLE",70,186,168,37,25,6,1,5,23,19,15,1,60,1,2,0,2,3,1,0.220238095,21865
"Total","Christopher Morel","CHC",95,320,277,55,35,7,0,13,30,39,36,0,83,5,2,0,7,6,4,0.198555956,21897
"Total","Grant Koch","PIT",3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22045
"Total","Dane Myers","MIA",22,35,31,8,6,1,0,1,8,6,4,0,13,0,0,0,0,3,1,0.258064516,22054
"Total","Ryan Vilade","DET",7,15,13,3,3,0,0,0,1,2,1,0,3,0,0,1,0,0,0,0.23076923,22165
"Total","Akil Baddoo","DET",23,64,55,6,2,1,1,2,6,4,8,0,22,0,1,0,0,1,0,0.109090909,22168
"Total","Mark Vientos","NYM",53,142,128,31,20,4,0,7,19,17,11,0,36,1,2,0,1,0,0,0.2421875,22184
"Total","Brice Turang","MIL",91,315,281,74,54,13,1,6,36,35,27,0,53,1,2,4,4,19,4,0.263345195,22186
"Total","MJ Melendez","KCR",81,234,213,42,17,12,2,11,23,26,19,1,62,2,0,0,1,2,1,0.197183098,22197
"Total","Sam Huff","TEX",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22209
"Total","Luis Campusano","SDP",53,154,142,37,24,10,0,3,19,25,11,0,21,0,1,0,8,0,0,0.26056338,22217
"Total","Jack Suwinski","PIT",76,225,199,37,22,7,0,8,25,24,24,1,56,1,1,0,3,8,1,0.185929648,22244
"Total","Bubba Thompson","CIN",7,4,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,2,0,0,22261
"Total","Nolan Gorman","STL",82,241,215,44,21,8,0,15,28,34,23,1,88,1,2,0,1,6,0,0.204651162,22263
"Total","Xavier Edwards","MIA",22,69,62,22,18,4,0,0,8,5,6,0,12,0,1,0,0,3,1,0.354838709,22266
"Total","Samad Taylor","SEA",2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,22274
"Total","Jake Burger","MIA",72,214,202,47,31,5,1,10,25,26,11,0,64,1,0,0,4,0,0,0.232673267,22275
"Total","Nick Allen","OAK",16,38,33,4,4,0,0,0,0,1,4,0,9,0,0,1,0,0,0,0.121212121,22277
"Total","Taylor Walls","TBR",30,80,63,9,7,1,1,0,10,4,15,0,18,0,2,0,2,5,0,0.142857142,22458
"Total","Livan Soto","CIN",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22471
"Total","Buddy Kennedy","DET",3,6,4,2,1,0,0,1,2,4,1,0,2,0,1,0,0,1,0,0.5,22505
"Total","Triston Casas","BOS",16,49,42,12,6,2,0,4,6,6,7,2,13,0,0,0,0,0,1,0.285714285,22514
"Total","Heliot Ramos","SFG",65,218,204,52,38,6,0,8,19,34,13,0,62,0,1,0,6,2,0,0.25490196,22515
"Total","Johnathan Rodriguez","CLE",8,15,12,1,1,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0.083333333,22530
"Total","Tyler Freeman","CLE",77,212,185,43,31,6,1,5,27,22,13,0,29,10,2,2,10,7,2,0.232432432,22532
"Total","Lawrence Butler","OAK",61,186,167,45,23,10,2,10,26,32,18,0,48,0,1,0,2,6,0,0.269461077,22542
"Total","Michael Siani","STL",75,153,141,39,31,6,1,1,24,12,6,0,39,1,1,4,2,9,2,0.276595744,22557
"Total","Jarred Kelenic","ATL",81,257,235,54,32,10,2,10,25,24,19,0,76,1,1,1,2,6,0,0.229787234,22558
"Total","Gabriel Arias","CLE",35,90,85,18,10,6,1,1,7,7,3,0,31,1,1,0,2,2,1,0.211764705,22563
"Total","Alejandro Kirk","TOR",45,136,115,27,21,4,0,2,9,17,14,1,16,1,6,0,4,0,0,0.234782608,22581
"Total","Gabriel Moreno","ARI",58,173,150,37,24,8,1,4,19,21,20,0,30,2,1,0,6,0,0,0.246666666,22664
"Total","Maikel Garcia","KCR",94,342,312,74,59,10,2,3,47,32,25,0,59,0,2,3,5,16,1,0.237179487,22715
"Total","Steward Berroa","TOR",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22766
"Total","Geraldo Perdomo","ARI",35,94,79,19,13,6,0,0,18,6,10,0,16,2,3,0,3,1,0,0.240506329,22799
"Total","Alexander Canario","CHC",9,20,17,4,3,0,0,1,2,1,2,0,8,1,0,0,0,1,0,0.235294117,22842
"Total","Wenceel Perez","DET",80,258,237,61,40,11,4,6,36,22,18,0,53,0,1,2,1,7,3,0.257383966,22857
"Total","Lenyn Sosa","CHW",48,137,130,30,22,6,0,2,10,7,4,0,35,2,0,1,3,3,0,0.23076923,22896
"Total","Yainer Diaz","HOU",83,255,244,69,49,12,2,6,29,39,7,0,40,0,4,0,12,1,0,0.282786885,23003
"Total","David Banuelos","BAL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23250
"Total","Jacob Amaya","HOU",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23296
"Total","Ryan Noda","OAK",23,69,61,7,4,3,0,0,6,0,7,0,24,1,0,0,0,0,0,0.114754098,23312
"Total","Nelson Velazquez","KCR",51,154,139,24,13,5,0,6,19,19,11,0,41,2,2,0,4,1,0,0.17266187,23359
"Total","Jose Caballero","TBR",74,224,207,48,36,6,1,5,25,17,14,0,56,3,0,0,5,20,7,0.231884057,23401
"Total","Luis Vazquez","CHC",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23442
"Total","Chris Roller","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23557
"Total","Davis Schneider","TOR",75,230,199,43,23,13,0,7,28,25,26,0,61,4,1,0,1,2,0,0.216080402,23565
"Total","Brayan Rocchio","CLE",78,194,166,38,28,8,0,2,22,13,21,1,31,4,2,1,5,5,6,0.228915662,23690
"Total","Jose Tena","CLE",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23691
"Total","Julio Rodriguez","SEA",94,289,269,68,57,4,0,7,32,23,16,0,80,4,0,0,3,15,4,0.252788104,23697
"Total","Ezequiel Duran","TEX",44,115,110,28,22,4,0,2,10,9,4,0,26,1,0,0,3,0,0,0.254545454,23733
"Total","Wilyer Abreu","BOS",73,218,195,55,25,20,2,8,34,29,19,0,60,1,3,0,3,7,2,0.282051282,23772
"Total","Leo Jimenez","TOR",13,36,33,8,6,2,0,0,4,1,1,0,9,2,0,0,2,0,0,0.242424242,23782
"Total","Blaze Alexander","ARI",39,88,81,17,14,2,0,1,6,12,6,0,20,1,0,0,1,1,1,0.209876543,23789
"Total","Alek Thomas","ARI",14,38,35,9,5,2,0,2,5,8,2,0,9,0,0,1,0,3,0,0.257142857,23792
"Total","Parker Meadows","DET",27,72,62,8,3,2,0,3,8,5,10,0,25,0,0,0,0,4,2,0.129032258,23800
"Total","Ji Hwan Bae","PIT",8,23,21,4,4,0,0,0,5,2,2,0,6,0,0,0,0,2,1,0.19047619,23818
"Total","Jorge Barrosa","ARI",2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23968
