Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Miguel Vargas","LAD",85,234,204,42,24,10,3,5,30,27,22,0,53,3,3,1,1,2,1,0.205882352,20178
"Total","Brandon Marsh","PHI",192,557,478,139,90,28,5,16,72,74,71,2,156,3,5,0,5,18,5,0.290794979,20202
"Total","Jo Adell","LAA",86,248,224,38,22,7,0,9,29,27,16,0,85,4,3,0,2,8,6,0.169642857,20220
"Total","Kevin Smith","2 Tms",40,97,91,15,12,1,0,2,9,5,3,0,35,0,0,3,2,1,0,0.164835164,20242
"Total","Jonathan Arauz","NYM",17,42,39,6,3,0,0,3,3,8,3,0,9,0,0,0,1,0,0,0.153846153,20275
"Total","Ben Rortvedt","2 Tms",84,237,206,49,36,8,0,5,24,25,29,0,58,2,0,0,5,1,0,0.237864077,20287
"Total","Jake Meyers","HOU",162,447,405,93,59,19,2,13,50,55,31,0,113,8,2,1,4,7,4,0.229629629,20308
"Total","Corey Julks","2 Tms",110,311,283,67,50,10,0,7,36,31,26,0,70,1,1,0,8,16,3,0.236749116,20311
"Total","Stuart Fairchild","CIN",110,230,205,39,20,14,0,5,32,23,15,0,59,5,2,3,2,9,1,0.190243902,20321
"Total","Alex Kirilloff","MIN",141,433,386,101,61,22,4,14,51,54,39,1,110,4,4,0,7,1,0,0.261658031,20325
"Total","Ernie Clement","TOR",53,127,125,31,21,6,1,3,13,12,1,0,12,0,1,0,2,1,1,0.248,20352
"Total","Luis Garcia Jr.","WSN",191,594,558,156,113,25,0,18,76,77,34,1,80,0,2,0,9,16,3,0.279569892,20391
"Total","Jared Young","CHC",15,43,39,6,2,0,2,2,6,7,3,0,13,1,0,0,1,1,0,0.153846153,20404
"Total","Royce Lewis","MIN",79,253,231,67,37,8,0,22,40,62,20,0,58,2,0,0,6,3,0,0.29004329,20437
"Total","Jazz Chisholm Jr.","MIA",172,526,477,125,78,18,5,24,72,70,43,5,149,3,3,0,5,31,9,0.262054507,20454
"Total","Irving Lopez","STL",4,12,11,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,20463
"Total","William Contreras","MIL",215,728,653,176,120,39,2,15,104,87,67,1,145,6,2,0,27,9,2,0.269525267,20503
"Total","Drew Waters","KCR",91,259,233,54,35,9,2,8,33,22,20,0,82,4,2,0,4,13,4,0.231759656,20505
"Total","Nick Madrigal","CHC",104,270,247,63,48,14,0,1,28,24,11,0,21,11,0,1,5,8,2,0.255060728,20521
"Total","Nolan Jones","COL",136,418,354,92,49,23,5,15,56,55,58,5,130,3,2,1,5,11,4,0.259887005,20529
"Total","Vidal Brujan","2 Tms",84,195,176,38,26,10,1,1,28,10,15,2,41,3,0,1,4,3,5,0.21590909,20536
"Total","Jose Miranda","MIN",98,296,272,83,53,20,1,9,37,41,18,1,40,4,2,0,10,2,1,0.305147058,20538
"Total","Elehuris Montero","COL",130,375,340,78,47,22,0,9,41,42,26,0,109,5,4,0,9,0,0,0.229411764,20543
"Total","CJ Alexander","KCR",4,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,20557
"Total","Kody Clemens","PHI",71,186,175,43,24,11,1,7,22,20,10,0,48,1,0,0,3,0,0,0.245714285,20572
"Total","Ivan Herrera","STL",58,166,147,43,33,7,1,2,21,17,14,0,38,3,1,0,2,1,0,0.292517006,20599
"Total","Logan Porter","KCR",9,28,24,5,4,0,0,1,3,3,3,0,9,1,0,0,0,0,0,0.208333333,20626
"Total","Carlos Perez","CHW",16,38,37,6,2,4,0,0,3,2,1,0,10,0,0,0,2,0,0,0.162162162,20805
"Total","Oscar Gonzalez","CLE",42,103,98,22,15,5,1,1,9,7,3,0,28,1,1,0,0,0,0,0.224489795,20970
"Total","Leo Rivas","SEA",3,5,5,1,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0.2,21009
"Total","Trey Cabbage","2 Tms",44,106,102,24,14,8,0,2,11,14,3,0,38,0,1,0,2,0,2,0.235294117,21078
"Total","Sean Bouchard","COL",39,100,86,17,8,7,0,2,13,9,9,0,30,2,2,1,0,2,0,0.197674418,21270
"Total","Dalton Guthrie","PHI",11,15,11,1,1,0,0,0,3,0,3,0,3,1,0,0,0,0,0,0.09090909,21293
"Total","Lars Nootbaar","STL",146,486,406,110,68,23,2,17,73,48,74,3,82,1,3,2,10,13,1,0.27093596,21454
"Total","Nico Hoerner","CHC",224,781,690,182,140,27,3,12,95,70,63,0,93,20,7,1,15,41,5,0.263768115,21479
"Total","Luken Baker","STL",21,57,49,11,7,2,0,2,7,7,8,0,16,0,0,0,0,0,0,0.224489795,21497
"Total","Trevor Larnach","MIN",110,377,332,77,45,14,3,15,47,64,41,1,96,0,4,0,12,3,1,0.23192771,21501
"Total","Jonathan India","CIN",197,624,533,138,89,30,0,19,88,77,64,0,120,19,8,0,15,18,2,0.258911819,21523
"Total","Joey Bart","2 Tms",41,103,91,19,9,6,0,4,12,17,9,0,31,2,1,0,2,0,0,0.208791208,21524
"Total","Cal Raleigh","SEA",222,704,625,145,83,26,1,35,88,97,75,2,213,1,3,0,5,2,0,0.232,21534
"Total","Nick Fortes","MIA",137,363,334,59,46,8,0,5,29,27,17,0,64,7,1,4,13,1,2,0.176646706,21538
"Total","Coco Montes","COL",14,22,19,2,1,0,0,1,3,2,2,0,6,1,0,0,0,0,0,0.105263157,21547
"Total","Matt Vierling","DET",193,609,562,141,91,24,8,18,72,60,41,0,147,5,1,0,9,4,7,0.250889679,21558
"Total","Alfonso Rivas III","2 Tms",38,103,90,22,10,8,1,3,7,14,9,0,31,3,1,0,1,1,0,0.244444444,21560
"Total","Romy Gonzalez","2 Tms",42,84,79,18,11,2,3,2,10,17,3,0,24,0,1,1,0,9,0,0.227848101,21562
"Total","Cesar Salazar","HOU",18,36,30,7,5,2,0,0,5,5,3,0,8,0,2,1,1,0,0,0.233333333,21587
"Total","Kyle Isbel","KCR",158,452,422,95,59,21,4,11,63,42,23,0,79,1,3,3,7,11,2,0.225118483,21614
"Total","Alec Bohm","PHI",226,700,630,176,119,42,1,14,79,109,52,1,108,9,9,0,17,6,1,0.279365079,21618
"Total","Jake McCarthy","ARI",149,414,363,92,70,13,5,4,52,29,35,1,79,8,3,5,3,23,5,0.253443526,21622
"Total","Nick Maton","DET",90,278,236,42,26,9,0,7,27,29,37,1,70,3,2,0,4,0,2,0.177966101,21635
"Total","Jeremy Pena","HOU",230,721,653,164,121,29,2,12,87,68,48,1,152,12,4,1,14,13,9,0.251148545,21636
"Total","Rafael Marchan","PHI",11,26,24,6,4,1,0,1,2,3,2,0,5,0,0,0,0,0,0,0.25,21646
"Total","Miguel Amaya","CHC",97,237,205,42,32,4,0,6,21,20,18,0,56,11,2,1,4,0,0,0.204878048,21693
"Total","Oswaldo Cabrera","NYY",154,423,382,87,66,14,0,7,48,41,31,1,78,2,4,4,8,7,2,0.227748691,21707
"Total","Oneil Cruz","PIT",85,275,248,65,38,16,1,10,34,30,25,3,86,1,1,0,2,10,1,0.262096774,21711
"Total","Enmanuel Valdez","BOS",97,282,260,69,39,18,0,12,34,43,18,0,67,0,3,0,7,5,1,0.265384615,21716
"Total","Jair Camargo","MIN",2,4,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,21730
"Total","Jose Fermin","STL",31,56,45,11,9,1,1,0,3,4,6,0,9,3,0,2,2,1,2,0.244444444,21746
"Total","Esteury Ruiz","OAK",128,375,338,80,61,15,2,2,35,33,16,0,81,10,0,6,5,49,6,0.23668639,21780
"Total","Jonathan Aranda","TBR",50,139,121,29,19,6,1,3,20,16,15,1,40,2,1,0,1,0,0,0.239669421,21837
"Total","Freddy Fermin","KCR",105,288,265,74,53,10,1,10,36,39,17,0,60,0,5,1,10,0,0,0.279245283,21840
"Total","Will Benson","CIN",183,500,440,113,59,26,9,19,70,51,56,0,179,2,2,0,4,26,6,0.256818181,21853
"Total","Bo Naylor","CLE",123,347,304,69,39,15,1,14,43,46,39,2,94,1,3,0,4,6,1,0.226973684,21865
"Total","Christopher Morel","CHC",190,615,544,123,73,18,2,30,73,90,59,0,176,7,4,1,13,11,4,0.226102941,21897
"Total","Rodolfo Castro","2 Tms",58,134,120,20,18,2,0,0,5,7,11,0,48,3,0,0,0,0,1,0.166666666,21987
"Total","Grant Koch","PIT",3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22045
"Total","Dane Myers","MIA",41,81,74,18,14,2,0,2,14,11,6,0,26,0,1,0,1,4,1,0.243243243,22054
"Total","Nick Pratto","KCR",84,263,233,56,40,13,0,3,20,29,21,0,108,5,4,0,2,1,0,0.240343347,22117
"Total","Ryan Vilade","DET",2,4,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.333333333,22165
"Total","Akil Baddoo","DET",129,404,351,72,43,14,2,13,45,38,50,2,104,0,2,1,4,14,3,0.205128205,22168
"Total","Cal Mitchell","PIT",2,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22169
"Total","Mark Vientos","NYM",92,244,225,51,34,4,0,13,32,30,15,0,66,2,2,0,2,1,0,0.226666666,22184
"Total","Brice Turang","MIL",206,657,593,150,111,23,4,12,75,64,53,1,126,2,4,5,10,43,8,0.252951096,22186
"Total","MJ Melendez","KCR",217,681,601,136,70,38,6,22,73,61,74,3,182,3,3,0,3,5,4,0.226289517,22197
"Total","Jeter Downs","WSN",4,3,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,22202
"Total","Sam Huff","TEX",14,25,24,5,3,0,0,2,3,2,1,0,9,0,0,0,0,0,0,0.208333333,22209
"Total","Luis Campusano","SDP",101,293,275,78,54,16,0,8,38,49,15,0,36,2,1,0,14,0,0,0.283636363,22217
"Total","Mason McCoy","TOR",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22232
"Total","Jack Suwinski","PIT",203,601,507,108,54,22,1,31,77,82,83,4,167,5,6,0,4,15,2,0.213017751,22244
"Total","Bubba Thompson","2 Tms",28,33,31,6,1,4,1,0,11,4,1,0,11,0,1,0,0,5,1,0.193548387,22261
"Total","Nolan Gorman","STL",188,599,531,118,62,20,0,36,73,94,62,1,203,3,3,0,5,12,2,0.222222222,22263
"Total","Xavier Edwards","MIA",35,95,89,29,23,6,0,0,12,3,4,0,13,0,0,2,1,5,1,0.325842696,22266
"Total","Samad Taylor","2 Tms",25,41,37,8,7,1,0,0,9,1,4,0,13,0,0,0,1,6,0,0.216216216,22274
"Total","Jake Burger","2 Tms",196,594,547,132,73,25,2,32,71,90,33,0,167,9,5,0,8,1,0,0.24131627,22275
"Total","Nick Allen","OAK",105,278,257,50,42,5,1,2,17,16,13,0,48,1,1,6,4,2,1,0.194552529,22277
"Total","Cal Stevenson","SFG",4,11,8,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,22411
"Total","Taylor Walls","TBR",108,308,263,45,30,7,2,6,37,29,42,0,82,1,2,0,2,20,1,0.171102661,22458
"Total","Livan Soto","2 Tms",5,15,12,2,2,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0.166666666,22471
"Total","Buddy Kennedy","2 Tms",8,12,8,2,1,0,0,1,3,4,2,0,3,1,1,0,0,1,0,0.25,22505
"Total","Triston Casas","BOS",144,468,406,109,66,18,1,24,59,59,60,4,113,1,1,0,7,0,1,0.268472906,22514
"Total","Heliot Ramos","SFG",61,186,172,44,33,4,0,7,18,29,13,0,53,0,1,0,4,2,0,0.255813953,22515
"Total","Johnathan Rodriguez","CLE",8,15,12,1,1,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0.083333333,22530
"Total","Tyler Freeman","CLE",120,295,261,62,45,12,0,5,39,30,19,0,46,9,2,4,13,10,3,0.237547892,22532
"Total","Lawrence Butler","OAK",90,255,235,50,33,9,0,8,22,22,17,0,73,1,2,0,4,4,0,0.212765957,22542
"Total","Michael Siani","2 Tms",73,139,129,33,26,5,1,1,20,11,5,0,36,0,1,4,2,6,2,0.255813953,22557
"Total","Jarred Kelenic","2 Tms",168,528,474,123,73,32,2,16,56,57,49,4,165,2,3,0,8,15,5,0.25949367,22558
"Total","Gabriel Arias","CLE",121,322,298,75,45,20,1,9,37,32,21,0,90,1,2,0,10,4,4,0.251677852,22563
"Total","Alejandro Kirk","TOR",152,414,362,87,65,14,0,8,27,45,38,1,44,7,7,0,16,0,0,0.240331491,22581
"Total","Jordan Diaz","OAK",66,176,161,36,25,4,0,7,12,16,12,0,43,2,1,0,9,0,1,0.223602484,22650
"Total","Gabriel Moreno","ARI",147,419,367,92,65,17,2,8,43,56,43,0,70,4,5,0,13,4,2,0.250681198,22664
"Total","Maikel Garcia","KCR",206,719,648,158,124,22,5,7,81,68,57,0,153,2,9,3,11,28,7,0.24382716,22715
"Total","Steward Berroa","TOR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22766
"Total","Geraldo Perdomo","ARI",158,496,410,101,70,21,4,6,75,46,65,1,92,6,3,12,6,15,4,0.246341463,22799
"Total","Oswald Peraza","NYY",49,140,129,28,19,7,0,2,11,9,9,0,36,2,0,0,0,4,1,0.217054263,22823
"Total","Alexander Canario","CHC",13,29,26,6,2,1,1,2,3,7,2,0,14,1,0,0,0,1,0,0.23076923,22842
"Total","Wenceel Perez","DET",66,208,191,48,31,9,4,4,27,16,15,0,40,0,1,1,1,5,2,0.2513089,22857
"Total","Tucupita Marcano","PIT",66,183,167,40,24,11,2,3,13,18,10,0,28,1,2,3,1,5,2,0.239520958,22871
"Total","Lenyn Sosa","CHW",89,240,230,49,33,10,0,6,18,15,5,0,58,1,1,3,4,3,1,0.213043478,22896
"Total","Yainer Diaz","HOU",174,505,476,142,89,26,2,25,66,84,15,0,80,5,9,0,23,1,0,0.298319327,23003
"Total","David Banuelos","BAL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23250
"Total","Canaan Smith-Njigba","PIT",12,30,25,3,1,1,1,0,3,5,4,0,11,0,1,0,0,1,0,0.12,23264
"Total","Jacob Amaya","2 Tms",3,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,23296
"Total","Ryan Noda","OAK",150,480,398,86,51,23,1,11,56,41,72,1,163,8,2,0,4,3,1,0.216080402,23312
"Total","Nelson Velazquez","2 Tms",98,285,258,55,25,10,0,20,46,47,20,0,78,4,3,0,7,1,0,0.213178294,23359
"Total","Jose Barrero","CIN",35,87,78,19,10,8,0,1,10,11,8,0,28,0,1,0,0,1,1,0.243589743,23378
"Total","Jose Caballero","2 Tms",146,368,323,69,49,12,2,6,43,36,28,0,87,12,5,0,5,35,9,0.213622291,23401
"Total","Luis Vazquez","CHC",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23442
"Total","Chandler Seagle","SDP",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23552
"Total","Chris Roller","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23557
"Total","Davis Schneider","TOR",102,294,250,56,25,21,1,9,34,34,36,0,79,7,1,0,0,1,0,0.224,23565
"Total","Wander Franco","TBR",108,395,358,96,61,17,5,13,48,44,33,3,61,1,3,0,14,20,6,0.268156424,23667
"Total","Brayan Rocchio","CLE",93,238,208,53,38,13,0,2,28,15,23,0,42,4,2,1,8,5,6,0.254807692,23690
"Total","Jose Tena","CLE",16,26,25,6,4,2,0,0,2,3,1,0,12,0,0,0,0,0,0,0.24,23691
"Total","Everson Pereira","NYY",25,80,72,11,8,3,0,0,4,6,6,0,31,2,0,0,0,3,0,0.152777777,23695
"Total","Julio Rodriguez","SEA",240,815,750,193,130,30,1,32,103,92,51,3,200,12,2,0,17,46,10,0.257333333,23697
"Total","Ronny Mauricio","NYM",21,60,55,17,14,2,0,1,7,6,5,0,14,0,0,0,0,6,0,0.309090909,23698
"Total","Ezequiel Duran","TEX",156,425,398,108,78,20,0,10,49,37,17,0,114,7,2,1,8,7,3,0.271356783,23733
"Total","Wilyer Abreu","BOS",89,271,243,70,38,22,2,8,37,33,27,0,73,0,1,0,3,10,3,0.288065843,23772
"Total","Leo Jimenez","TOR",1,4,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.666666666,23782
"Total","Jordyn Adams","LAA",11,29,29,5,5,0,0,0,1,0,0,0,10,0,0,0,0,0,2,0.172413793,23788
"Total","Blaze Alexander","ARI",40,91,84,19,16,2,0,1,6,13,6,0,21,1,0,0,1,1,1,0.226190476,23789
"Total","Alek Thomas","ARI",119,341,316,80,50,17,4,9,47,38,18,1,70,3,3,1,7,10,1,0.253164556,23792
"Total","Parker Meadows","DET",66,198,173,32,18,5,3,6,22,16,23,1,57,2,0,0,0,12,3,0.184971098,23800
"Total","Ji Hwan Bae","PIT",101,278,249,51,34,13,2,2,40,26,25,0,67,2,1,1,2,18,9,0.204819277,23818
"Total","Jorge Barrosa","ARI",2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23968
"Total","Osleivis Basabe","TBR",28,63,59,11,8,2,0,1,9,7,4,0,17,0,0,0,2,0,1,0.186440677,23985
"Total","Curtis Mead","TBR",47,118,111,22,19,1,0,2,11,5,4,0,30,2,0,0,4,2,0,0.198198198,23986
"Total","Ezequiel Tovar","COL",231,707,670,175,108,46,5,16,88,79,23,0,184,6,2,6,14,9,3,0.261194029,24064
"Total","Jhonkensy Noel","CLE",7,19,17,5,2,1,0,2,3,2,1,0,7,1,0,0,0,0,0,0.294117647,24257
"Total","Ceddanne Rafaela","BOS",102,301,285,70,46,13,1,10,36,44,8,0,81,3,4,1,4,12,6,0.245614035,24262
"Total","Liover Peguero","PIT",52,143,133,27,20,1,0,6,17,17,7,0,48,0,1,2,4,5,1,0.203007518,24273
"Total","Johan Rojas","PHI",106,263,242,62,49,6,3,4,35,33,11,0,49,4,0,6,3,21,3,0.256198347,24336
"Total","Jose Rodriguez","CHW",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24388
"Total","Terrin Vavra","BAL",22,54,47,11,11,0,0,0,9,4,5,0,12,0,0,2,5,1,0,0.234042553,24400
"Total","J.P. Martinez","2 Tms",21,48,46,10,7,2,0,1,8,1,2,0,18,0,0,0,0,1,0,0.217391304,24451
"Total","Tyler Cropley","KCR",2,5,4,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.25,24485
"Total","Max Schuemann","OAK",60,174,151,37,30,4,0,3,20,10,17,0,50,3,2,1,2,7,0,0.245033112,24488
"Total","Richie Palacios","2 Tms",100,311,268,62,41,13,0,8,40,29,36,2,58,4,2,0,5,12,1,0.231343283,24589
"Total","Jonathan Ornelas","TEX",9,16,13,3,2,1,0,0,3,0,1,0,5,1,0,1,0,0,0,0.23076923,24597
"Total","Addison Barger","TOR",19,58,55,9,7,2,0,0,5,4,2,0,15,0,0,0,0,1,0,0.163636363,24598
"Total","Steven Kwan","CLE",200,678,604,177,124,34,9,10,100,57,64,2,64,5,4,1,7,13,3,0.293046357,24610
"Total","Jarren Duran","BOS",184,600,550,161,82,51,12,16,87,63,43,1,135,4,2,0,2,38,4,0.292727272,24617
"Total","Ryan Jeffers","MIN",147,436,374,98,56,22,2,18,57,64,36,0,108,17,5,4,9,4,2,0.262032085,24618
"Total","Owen Miller","MIL",84,224,208,52,36,11,0,5,23,24,11,1,42,2,3,0,5,11,0,0.25,24655
"Total","Brendan Donovan","STL",167,561,496,140,99,22,1,18,70,65,48,2,83,14,2,1,4,7,4,0.282258064,24679
"Total","Jonah Bride","2 Tms",27,71,60,11,8,3,0,0,7,6,7,0,18,2,2,0,3,0,1,0.183333333,24703
"Total","Logan O'Hoppe","LAA",122,374,344,92,56,15,1,20,47,53,22,0,91,5,2,1,6,1,1,0.26744186,24729
"Total","James Outman","LAD",179,520,449,102,59,16,3,24,78,67,59,1,164,10,2,0,4,14,4,0.227171492,24770
"Total","David Villar","SFG",33,88,77,13,4,3,0,6,13,12,7,0,29,3,1,0,0,0,1,0.168831168,24782
"Total","Andy Pages","LAD",68,224,204,46,30,9,1,6,30,18,13,0,56,5,2,0,5,1,1,0.225490196,24816
"Total","David Fry","CLE",77,188,172,48,31,12,0,5,23,22,9,0,43,5,2,0,9,4,1,0.279069767,24934
"Total","Vinny Capra","2 Tms",6,12,11,2,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0.181818181,25040
"Total","Nate Eaton","KCR",17,39,36,2,2,0,0,0,2,1,2,0,14,1,0,0,0,3,0,0.055555555,25055
"Total","David Hensley","HOU",27,55,51,3,3,0,0,0,7,1,4,0,24,0,0,0,0,0,0,0.058823529,25111
"Total","Levi Jordan","CIN",3,5,5,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.2,25138
"Total","Daniel Schneemann","CLE",23,65,54,13,6,4,1,2,7,11,9,0,16,0,2,0,0,1,0,0.24074074,25180
"Total","Endy Rodriguez","PIT",51,146,133,33,21,7,2,3,18,11,12,0,34,0,1,0,1,0,0,0.2481203,25332
"Total","Michael Stefanic","LAA",29,79,69,19,16,2,1,0,5,9,8,0,9,2,0,0,1,0,1,0.275362318,25353
"Total","Austin Shenton","TBR",17,43,36,7,2,4,0,1,3,3,7,0,12,0,0,0,0,0,0,0.194444444,25425
"Total","Greg Jones","COL",4,6,5,1,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0.2,25448
"Total","Peyton Burdick","MIA",9,28,26,5,3,1,0,1,3,2,1,0,15,1,0,0,0,1,0,0.192307692,25459
"Total","Cam Eden","TOR",2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25476
"Total","Brenton Doyle","COL",198,570,513,121,79,21,5,16,76,64,40,1,170,5,6,6,15,39,7,0.235867446,25479
"Total","TJ Hopkins","CIN",16,21,20,3,3,0,0,0,3,1,1,0,8,0,0,0,1,0,0,0.15,25482
"Total","Joey Ortiz","2 Tms",72,190,164,45,28,11,2,4,23,22,23,0,26,1,2,0,5,3,2,0.274390243,25493
"Total","Cade Marlowe","SEA",29,74,63,14,10,2,0,2,10,5,11,0,24,0,0,0,1,4,2,0.222222222,25505
"Total","Aaron Schunk","COL",7,8,8,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.125,25524
"Total","Korey Lee","CHW",83,219,208,41,26,7,1,7,18,20,11,0,66,0,0,0,2,2,2,0.197115384,25543
"Total","Jake Alu","WSN",48,150,136,31,27,2,1,1,12,14,8,0,34,3,2,1,2,5,1,0.227941176,25569
"Total","Kyle McCann","OAK",33,98,84,25,18,3,0,4,10,11,14,1,29,0,0,0,2,0,0,0.297619047,25575
"Total","Marco Luciano","SFG",20,49,44,10,7,2,1,0,6,1,5,0,19,0,0,0,1,0,0,0.227272727,25616
"Total","Bryan Ramos","CHW",13,37,36,6,4,2,0,0,3,1,1,0,8,0,0,0,2,0,0,0.166666666,25621
"Total","Drew Millas","WSN",19,44,39,11,6,3,0,2,3,5,5,0,7,0,0,0,2,1,0,0.282051282,25643
"Total","Will Brennan","CLE",193,563,523,144,105,26,0,13,59,56,30,4,67,7,3,0,6,14,6,0.275334608,25660
"Total","Bobby Witt Jr.","KCR",244,880,805,234,138,44,18,34,130,132,57,5,148,6,11,1,11,57,18,0.290683229,25764
"Total","CJ Abrams","WSN",218,703,638,174,102,38,8,26,104,76,46,5,124,13,4,2,6,49,9,0.272727272,25768
"Total","Pedro Pages","STL",25,56,49,10,7,1,0,2,8,6,5,0,15,0,1,1,2,1,0,0.204081632,25782
"Total","Blake Sabol","SFG",116,327,293,76,52,11,0,13,37,42,26,1,100,5,2,1,4,3,2,0.259385665,25805
"Total","Jared Triolo","PIT",106,319,278,69,55,8,0,6,31,38,34,0,87,3,4,0,4,7,2,0.248201438,25807
"Total","Grae Kessinger","HOU",25,43,38,5,4,1,0,0,3,0,5,0,10,0,0,0,1,0,1,0.131578947,25813
"Total","Shea Langeliers","OAK",188,556,508,110,55,20,4,31,62,87,35,1,162,8,4,1,12,5,2,0.216535433,25816
"Total","Braden Shewmake","2 Tms",24,62,59,6,3,2,0,1,3,3,1,0,9,0,2,0,0,4,1,0.101694915,25817
"Total","Andre Lipcius","DET",9,27,26,6,4,1,0,1,1,4,1,0,6,0,0,0,1,0,0,0.23076923,25822
"Total","Michael Toglia","COL",77,215,194,38,21,6,2,9,31,25,17,0,63,2,2,0,4,3,1,0.195876288,25845
"Total","Ryan Kreidler","DET",23,39,36,4,3,0,0,1,5,2,3,0,16,0,0,0,0,2,1,0.111111111,25867
"Total","Corbin Carroll","ARI",223,726,636,166,91,37,15,23,134,81,76,1,148,11,3,0,8,55,8,0.261006289,25878
"Total","Michael Harris II","ATL",194,582,540,150,96,31,5,18,81,56,34,2,113,3,4,1,11,23,6,0.277777777,25931
"Total","Kerry Carpenter","DET",163,526,479,140,81,27,6,26,70,78,36,4,133,7,3,0,6,4,1,0.292275574,25961
"Total","Orelvis Martinez","TOR",1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,25967
"Total","Riley Greene","DET",179,610,536,155,96,29,6,24,87,63,69,3,162,2,3,0,7,11,1,0.289179104,25976
"Total","Nasim Nunez","WSN",10,6,5,0,0,0,0,0,3,0,1,0,1,0,0,0,0,3,1,0,25979
"Total","Vaughn Grissom","2 Tms",41,116,107,21,17,3,1,0,5,9,6,0,19,3,0,0,3,0,0,0.196261682,26031
"Total","Francisco Alvarez","NYM",139,371,339,85,45,18,1,21,48,57,25,0,94,6,1,0,13,0,0,0.250737463,26121
"Total","Brett Baty","NYM",146,426,382,88,67,10,0,11,45,39,39,1,111,2,1,1,8,2,0,0.230366492,26123
"Total","Dominic Fletcher","2 Tms",51,145,133,36,26,8,0,2,11,17,10,1,33,0,0,2,1,0,2,0.270676691,26149
"Total","Kyle Stowers","BAL",24,65,62,12,7,4,0,1,3,9,2,0,25,0,1,0,1,0,1,0.193548387,26151
"Total","Andrew Vaughn","CHW",228,743,675,171,110,34,2,25,77,91,49,0,172,15,4,0,23,1,0,0.253333333,26197
"Total","Tyler Fitzgerald","SFG",34,58,53,14,8,4,1,1,6,6,4,0,18,1,0,0,0,5,1,0.264150943,26208
"Total","Darell Hernaiz","OAK",20,43,37,4,4,0,0,0,3,3,6,0,10,0,0,0,1,0,0,0.108108108,26224
"Total","Adley Rutschman","BAL",222,749,657,163,113,27,1,22,87,79,83,7,129,3,6,0,14,1,2,0.248097412,26288
"Total","Gunnar Henderson","BAL",221,729,657,189,94,39,9,47,138,117,63,2,174,6,3,0,7,15,2,0.287671232,26289
"Total","Bryson Stott","PHI",230,713,641,173,117,36,4,16,87,76,53,2,107,6,12,1,10,38,4,0.269890795,26294
"Total","Oliver Dunn","MIL",37,97,89,20,15,2,2,1,11,6,6,0,36,1,0,1,1,3,0,0.224719101,26295
"Total","Josh Jung","TEX",123,407,378,97,60,19,2,16,51,54,22,0,126,5,2,0,5,2,2,0.256613756,26299
"Total","Michael Busch","2 Tms",105,326,278,65,39,14,0,12,42,34,42,1,109,2,4,0,2,2,1,0.233812949,26319
"Total","Spencer Steer","CIN",236,744,653,163,98,39,3,23,79,88,75,0,162,14,2,0,10,21,2,0.249617151,26323
"Total","Jonny DeLuca","2 Tms",46,118,108,19,13,3,0,3,7,14,7,0,27,2,0,1,0,7,1,0.175925925,26365
"Total","JJ Bleday","OAK",164,531,457,104,60,24,3,17,59,45,68,2,106,3,3,0,8,4,2,0.227571115,26368
"Total","Josh Smith","TEX",153,421,362,87,53,23,2,9,53,35,40,0,82,16,1,2,5,1,0,0.240331491,26396
