Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Jonathan Arauz","NYM",12,24,20,2,2,0,0,0,0,1,2,0,9,0,0,2,0,0,0,0.1,20275
"Total","Ben Rortvedt","2 Tms",23,30,25,4,3,1,0,0,4,4,5,0,9,0,0,0,1,0,0,0.16,20287
"Total","Jake Meyers","HOU",84,157,139,35,20,9,1,5,20,14,15,0,34,3,0,0,0,5,1,0.251798561,20308
"Total","Corey Julks","2 Tms",59,120,112,29,17,10,0,2,10,9,7,0,32,0,1,0,1,2,1,0.258928571,20311
"Total","Stuart Fairchild","CIN",117,214,184,49,34,8,2,5,25,28,25,0,55,4,0,1,1,12,2,0.266304347,20321
"Total","Alex Kirilloff","MIN",43,64,54,7,5,0,0,2,4,7,4,0,17,4,2,0,0,0,0,0.129629629,20325
"Total","Ernie Clement","TOR",60,100,93,30,22,5,1,2,13,12,3,0,7,1,1,2,2,3,0,0.322580645,20352
"Total","Luis Garcia Jr.","WSN",109,183,170,42,29,8,4,1,15,17,7,0,27,0,5,1,6,5,4,0.247058823,20391
"Total","Jared Young","CHC",5,4,4,2,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0.5,20404
"Total","Royce Lewis","MIN",50,85,75,26,19,4,0,3,14,8,9,1,15,0,1,0,1,3,1,0.346666666,20437
"Total","Jazz Chisholm Jr.","MIA",111,214,196,46,35,6,1,4,14,20,15,0,57,2,0,1,1,8,2,0.234693877,20454
"Total","William Contreras","MIL",131,271,237,84,52,20,0,12,43,42,30,2,50,1,2,1,8,2,0,0.354430379,20503
"Total","Drew Waters","KCR",51,86,77,16,11,2,3,0,7,10,7,0,27,1,1,0,0,3,1,0.207792207,20505
"Total","Nick Madrigal","CHC",71,118,109,27,20,5,1,1,11,14,3,0,13,1,0,5,0,3,0,0.247706422,20521
"Total","Nolan Jones","COL",93,186,168,46,32,6,0,8,21,21,17,0,58,1,0,0,0,12,1,0.273809523,20529
"Total","Kutter Crawford","BOS",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20531
"Total","Vidal Brujan","2 Tms",41,71,63,12,9,2,1,0,9,6,5,1,14,3,0,0,1,3,0,0.19047619,20536
"Total","Jose Miranda","MIN",58,114,109,27,20,4,0,3,10,15,3,0,19,1,1,0,5,0,0,0.247706422,20538
"Total","Elehuris Montero","COL",84,170,159,33,23,3,2,5,21,23,9,0,53,0,2,0,3,0,0,0.207547169,20543
"Total","Kody Clemens","PHI",20,27,26,4,3,1,0,0,1,3,1,0,7,0,0,0,0,0,0,0.153846153,20572
"Total","Ivan Herrera","STL",41,70,62,16,14,1,0,1,9,6,6,0,14,1,1,0,1,3,0,0.258064516,20599
"Total","Logan Porter","KCR",5,10,7,1,0,1,0,0,1,0,2,0,2,0,0,1,2,0,0,0.142857142,20626
"Total","Carlos Perez","CHW",11,15,12,4,3,0,0,1,2,1,3,0,1,0,0,0,0,0,0,0.333333333,20805
"Total","Oscar Gonzalez","CLE",34,72,70,13,9,2,1,1,5,5,2,0,18,0,0,0,2,0,0,0.185714285,20970
"Total","Leo Rivas","SEA",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21009
"Total","Trey Cabbage","2 Tms",11,11,10,1,1,0,0,0,3,0,1,0,7,0,0,0,0,2,0,0.1,21078
"Total","Alejo Lopez","CIN",1,2,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5,21127
"Total","Sean Bouchard","COL",24,45,37,12,7,2,0,3,12,6,7,0,13,0,1,0,0,2,1,0.324324324,21270
"Total","Dalton Guthrie","PHI",6,13,13,3,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0.23076923,21293
"Total","Lars Nootbaar","STL",85,175,157,33,24,7,0,2,14,17,18,0,50,0,0,0,0,1,0,0.210191082,21454
"Total","Nico Hoerner","CHC",122,249,230,67,50,14,2,1,44,22,16,1,30,3,0,0,3,16,4,0.291304347,21479
"Total","Luken Baker","STL",21,42,37,7,6,1,0,0,2,3,5,0,15,0,0,0,1,0,0,0.189189189,21497
"Total","Trevor Larnach","MIN",22,31,29,4,3,0,0,1,2,4,2,0,15,0,0,0,0,0,0,0.137931034,21501
"Total","Jonathan India","CIN",113,241,206,50,34,11,1,4,31,19,29,0,56,4,2,0,5,4,1,0.242718446,21523
"Total","Joey Bart","2 Tms",34,76,68,17,15,2,0,0,5,1,4,0,17,3,1,0,1,0,0,0.25,21524
"Total","Cal Raleigh","SEA",106,188,170,31,17,4,0,10,22,27,14,1,54,2,2,0,5,2,0,0.182352941,21534
"Total","Connor Kaiser","COL",2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21535
"Total","Nick Fortes","MIA",69,133,125,30,19,8,0,3,15,13,4,0,18,2,1,1,3,3,1,0.24,21538
"Total","Coco Montes","COL",10,19,19,5,3,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0.263157894,21547
"Total","Matt Vierling","DET",114,226,204,55,42,8,2,3,30,19,18,1,35,1,2,1,3,2,0,0.269607843,21558
"Total","Alfonso Rivas III","2 Tms",15,20,19,3,1,2,0,0,1,1,0,0,5,0,0,1,0,0,0,0.157894736,21560
"Total","Romy Gonzalez","2 Tms",49,82,75,17,10,5,0,2,7,7,5,0,25,1,1,0,0,3,2,0.226666666,21562
"Total","Cesar Salazar","HOU",6,9,8,2,2,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0.25,21587
"Total","Kyle Isbel","KCR",59,93,85,23,16,5,2,0,13,14,6,0,25,1,0,1,1,1,1,0.270588235,21614
"Total","Alec Bohm","PHI",141,283,265,75,41,18,0,16,33,55,14,1,37,1,3,0,16,2,1,0.283018867,21618
"Total","Jake McCarthy","ARI",69,126,107,31,26,2,2,1,16,7,14,0,20,3,0,2,1,16,1,0.289719626,21622
"Total","Nick Maton","DET",14,14,12,1,0,0,0,1,2,3,1,0,3,0,0,1,0,1,0,0.083333333,21635
"Total","Jeremy Pena","HOU",125,273,255,80,54,19,2,5,39,24,12,0,31,3,1,2,5,9,3,0.31372549,21636
"Total","Rafael Marchan","PHI",11,22,21,6,3,1,0,2,4,2,0,0,3,0,0,1,1,0,0,0.285714285,21646
"Total","Miguel Amaya","CHC",60,112,101,20,13,5,1,1,8,14,6,0,26,3,1,1,1,0,0,0.198019801,21693
"Total","Oswaldo Cabrera","NYY",86,128,119,25,18,4,0,3,14,15,7,0,33,1,1,0,2,3,0,0.210084033,21707
"Total","Oneil Cruz","PIT",56,87,83,15,11,1,0,3,9,11,4,0,29,0,0,0,2,0,0,0.180722891,21711
"Total","Enmanuel Valdez","BOS",31,49,43,5,4,1,0,0,3,2,4,0,13,1,0,1,0,1,1,0.116279069,21716
"Total","Jair Camargo","MIN",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21730
"Total","Jose Fermin","STL",33,56,52,7,7,0,0,0,2,0,4,0,5,0,0,0,1,0,0,0.134615384,21746
"Total","Esteury Ruiz","OAK",90,184,163,44,28,11,0,5,21,22,8,1,37,8,3,0,3,23,11,0.26993865,21780
"Total","Jonathan Aranda","TBR",13,16,13,1,1,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0.076923076,21837
"Total","Freddy Fermin","KCR",64,124,113,36,24,9,0,3,15,14,9,1,22,2,0,0,6,0,0,0.31858407,21840
"Total","Will Benson","CIN",63,102,87,12,8,2,1,1,7,8,12,0,31,1,1,1,2,4,3,0.137931034,21853
"Total","Bo Naylor","CLE",67,98,89,18,9,7,0,2,13,9,8,0,29,1,0,0,0,1,0,0.202247191,21865
"Total","Christopher Morel","CHC",93,179,156,35,17,5,2,11,27,26,18,2,43,3,2,0,4,2,2,0.224358974,21897
"Total","Rodolfo Castro","2 Tms",60,122,107,28,17,5,0,6,16,17,12,1,26,2,1,0,4,1,3,0.261682242,21987
"Total","Grant Koch","PIT",1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,22045
"Total","Dane Myers","MIA",37,74,67,20,12,6,1,1,10,12,2,0,21,3,2,0,0,0,1,0.298507462,22054
"Total","Nick Pratto","KCR",45,82,73,15,8,3,0,4,13,6,8,0,30,1,0,0,1,0,1,0.205479452,22117
"Total","Ryan Vilade","DET",2,6,6,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0.166666666,22165
"Total","Akil Baddoo","DET",16,15,14,3,2,0,1,0,2,0,0,0,4,0,0,1,0,1,0,0.214285714,22168
"Total","Mark Vientos","NYM",74,159,149,40,23,9,1,7,14,21,8,0,48,1,1,0,4,0,0,0.268456375,22184
"Total","Brice Turang","MIL",89,140,124,28,25,2,1,0,14,8,15,0,26,0,0,1,4,12,1,0.225806451,22186
"Total","MJ Melendez","KCR",108,187,177,36,28,4,1,3,14,20,8,0,59,1,1,0,1,3,1,0.20338983,22197
"Total","Jeter Downs","WSN",3,6,4,2,2,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0.5,22202
"Total","Sam Huff","TEX",13,24,22,6,3,2,0,1,2,4,2,0,10,0,0,0,1,0,0,0.272727272,22209
"Total","Luis Campusano","SDP",63,105,97,22,14,4,0,4,14,12,6,0,14,1,1,0,3,0,0,0.226804123,22217
"Total","Mason McCoy","TOR",2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22232
"Total","Jack Suwinski","PIT",98,167,148,31,21,6,1,3,12,16,15,0,73,2,1,1,0,3,1,0.209459459,22244
"Total","Bubba Thompson","2 Tms",24,43,38,5,4,1,0,0,4,0,3,0,16,1,0,1,1,4,1,0.131578947,22261
"Total","Nolan Gorman","STL",107,179,158,36,20,8,0,8,21,27,19,0,59,1,1,0,2,1,1,0.227848101,22263
"Total","Xavier Edwards","MIA",17,25,21,4,4,0,0,0,4,1,3,0,8,1,0,0,0,0,0,0.19047619,22266
"Total","Samad Taylor","2 Tms",18,33,28,6,4,1,1,0,4,3,3,0,10,0,1,1,0,2,0,0.214285714,22274
"Total","Jake Burger","2 Tms",108,227,209,48,26,11,0,11,27,21,14,0,56,3,1,0,2,0,2,0.229665071,22275
"Total","Nick Allen","OAK",69,128,116,29,24,1,1,3,16,7,9,0,23,0,1,2,4,3,0,0.25,22277
"Total","Cal Stevenson","SFG",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22411
"Total","Taylor Walls","TBR",63,114,101,26,17,6,1,2,20,11,12,0,35,0,0,1,0,5,0,0.257425742,22458
"Total","Buddy Kennedy","2 Tms",15,30,26,4,3,1,0,0,0,1,4,0,7,0,0,0,0,0,0,0.153846153,22505
"Total","Triston Casas","BOS",75,120,99,23,10,6,1,6,19,14,21,0,38,0,0,0,2,0,0,0.232323232,22514
"Total","Heliot Ramos","SFG",48,112,95,29,13,10,0,6,13,14,15,2,30,1,1,0,1,0,0,0.305263157,22515
"Total","Johnathan Rodriguez","CLE",11,25,19,3,2,1,0,0,3,2,6,0,6,0,0,0,1,0,0,0.157894736,22530
"Total","Tyler Freeman","CLE",83,171,148,30,17,7,0,6,23,19,15,1,28,6,1,1,2,3,3,0.202702702,22532
"Total","Lawrence Butler","OAK",32,44,41,5,4,1,0,0,3,0,3,0,15,0,0,0,3,0,0,0.121951219,22542
"Total","Michael Siani","2 Tms",45,71,61,9,7,0,1,1,6,2,4,0,19,1,0,5,0,4,2,0.147540983,22557
"Total","Jarred Kelenic","2 Tms",81,146,137,36,25,5,1,5,19,21,8,0,42,0,1,0,0,1,2,0.262773722,22558
"Total","Gabriel Arias","CLE",96,184,170,25,17,4,0,4,14,9,13,0,76,1,0,0,3,4,2,0.147058823,22563
"Total","Alejandro Kirk","TOR",97,176,153,37,25,10,0,2,15,18,22,1,26,0,1,0,11,0,0,0.241830065,22581
"Total","Jordan Diaz","OAK",59,117,111,24,16,5,0,3,8,11,5,0,26,1,0,0,1,0,0,0.216216216,22650
"Total","Gabriel Moreno","ARI",99,195,181,58,39,16,0,3,16,24,11,1,39,0,3,0,11,3,1,0.320441988,22664
"Total","Maikel Garcia","KCR",85,195,182,52,32,13,4,3,31,25,9,0,25,0,3,1,3,16,1,0.285714285,22715
"Total","Geraldo Perdomo","ARI",76,103,92,25,21,3,1,0,9,9,4,0,10,2,1,4,0,2,0,0.27173913,22799
"Total","Oswald Peraza","NYY",26,51,44,5,4,1,0,0,4,5,4,0,14,3,0,0,1,0,2,0.113636363,22823
"Total","Alexander Canario","CHC",6,13,13,5,4,1,0,0,2,1,0,0,5,0,0,0,0,0,0,0.384615384,22842
"Total","Wenceel Perez","DET",39,62,57,16,12,2,1,1,7,5,5,0,13,0,0,0,2,1,0,0.280701754,22857
"Total","Tucupita Marcano","PIT",29,37,35,7,6,1,0,0,3,0,0,0,7,2,0,0,1,0,0,0.2,22871
"Total","Lenyn Sosa","CHW",53,96,89,24,16,4,0,4,6,14,6,2,17,0,0,1,2,0,0,0.269662921,22896
"Total","Yainer Diaz","HOU",92,190,178,44,28,11,0,5,23,21,9,0,37,1,2,0,2,0,0,0.247191011,23003
"Total","Canaan Smith-Njigba","PIT",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23264
"Total","Jacob Amaya","MIA",2,5,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.2,23296
"Total","Ryan Noda","OAK",69,115,94,18,10,2,0,6,14,15,17,0,39,3,0,1,0,0,0,0.191489361,23312
"Total","Nelson Velazquez","2 Tms",67,124,109,24,14,4,1,5,20,14,13,0,34,1,1,0,2,1,0,0.220183486,23359
"Total","Jose Barrero","CIN",29,58,51,10,9,0,0,1,5,6,7,0,14,0,0,0,1,2,1,0.196078431,23378
"Total","Jose Caballero","2 Tms",100,186,157,42,29,9,0,4,32,14,16,0,53,11,0,2,0,15,3,0.267515923,23401
"Total","Luis Vazquez","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23442
"Total","Davis Schneider","TOR",64,133,112,28,13,6,0,9,22,21,17,0,42,1,3,0,2,3,0,0.25,23565
"Total","Wander Franco","TBR",46,92,80,26,16,6,1,3,16,13,9,0,8,2,1,0,4,10,4,0.325,23667
"Total","Brayan Rocchio","CLE",61,111,99,17,10,6,0,1,15,9,9,0,35,1,1,1,1,2,0,0.171717171,23690
"Total","Jose Tena","CLE",8,12,10,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.1,23691
"Total","Everson Pereira","NYY",12,23,21,3,2,1,0,0,2,4,2,0,9,0,0,0,1,1,0,0.142857142,23695
"Total","Julio Rodriguez","SEA",130,267,247,72,51,12,1,8,38,40,18,3,73,2,0,0,0,9,4,0.291497975,23697
"Total","Ronny Mauricio","NYM",20,48,46,8,5,2,0,1,4,3,2,0,17,0,0,0,2,1,0,0.173913043,23698
"Total","Ezequiel Duran","TEX",98,201,184,49,33,8,2,6,20,22,15,1,49,1,1,0,3,2,2,0.266304347,23733
"Total","Wilyer Abreu","BOS",34,43,40,7,6,1,0,0,4,3,3,0,16,0,0,0,0,0,0,0.175,23772
"Total","Leo Jimenez","TOR",1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23782
"Total","Jordyn Adams","LAA",7,11,10,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,23788
"Total","Blaze Alexander","ARI",37,84,74,22,15,5,0,2,13,8,7,0,24,2,0,1,0,2,0,0.297297297,23789
"Total","Alek Thomas","ARI",54,90,86,12,7,2,1,2,8,10,2,0,23,1,0,1,2,0,0,0.139534883,23792
"Total","Parker Meadows","DET",29,44,36,8,7,1,0,0,8,2,6,0,14,1,1,0,0,0,1,0.222222222,23800
"Total","Ji Hwan Bae","PIT",63,115,106,29,26,3,0,0,17,8,6,0,32,0,1,2,2,6,1,0.273584905,23818
"Total","Jorge Barrosa","ARI",3,7,7,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.285714285,23968
"Total","Osleivis Basabe","TBR",17,31,28,8,5,3,0,0,6,5,2,0,8,1,0,0,0,0,0,0.285714285,23985
"Total","Curtis Mead","TBR",30,68,59,18,13,4,1,0,8,5,7,0,14,2,0,0,1,0,0,0.305084745,23986
"Total","Ezequiel Tovar","COL",142,286,267,67,40,15,1,11,32,31,15,0,89,0,3,0,3,6,5,0.250936329,24064
"Total","Jhonkensy Noel","CLE",6,9,7,1,0,0,0,1,1,3,1,0,4,0,1,0,0,0,0,0.142857142,24257
"Total","Ceddanne Rafaela","BOS",63,113,105,25,13,7,2,3,18,11,7,1,34,0,0,1,1,2,1,0.238095238,24262
"Total","Liover Peguero","PIT",34,70,65,20,15,3,1,1,4,9,4,0,19,1,0,0,2,1,1,0.307692307,24273
"Total","Johan Rojas","PHI",70,126,118,31,24,7,0,0,15,10,2,0,33,2,0,4,2,9,1,0.262711864,24336
"Total","Terrin Vavra","BAL",2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,24400
"Total","J.P. Martinez","TEX",4,6,4,1,1,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0.25,24451
"Total","Tyler Cropley","KCR",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24485
"Total","Max Schuemann","OAK",32,56,45,9,4,3,0,2,9,10,8,0,11,0,1,2,1,0,0,0.2,24488
"Total","Richie Palacios","2 Tms",37,43,41,15,12,1,0,2,6,6,1,0,8,0,0,1,0,3,0,0.365853658,24589
"Total","Jonathan Ornelas","TEX",5,7,7,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0.142857142,24597
"Total","Addison Barger","TOR",5,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24598
"Total","Steven Kwan","CLE",138,308,279,84,66,14,0,4,45,19,26,0,32,1,1,1,5,12,4,0.301075268,24610
"Total","Jarren Duran","BOS",99,175,156,40,31,7,0,2,18,17,14,0,47,2,2,1,1,7,1,0.256410256,24617
"Total","Ryan Jeffers","MIN",88,176,151,38,19,9,0,10,24,25,18,1,43,5,1,1,3,1,0,0.251655629,24618
"Total","Owen Miller","MIL",57,117,110,29,22,7,0,0,8,6,6,0,27,0,1,0,2,2,2,0.263636363,24655
"Total","Brendan Donovan","STL",101,172,153,37,29,7,1,0,16,10,12,0,20,5,2,0,1,0,0,0.241830065,24679
"Total","Jonah Bride","2 Tms",31,54,45,6,5,1,0,0,3,4,5,0,9,2,1,1,1,0,0,0.133333333,24703
"Total","Logan O'Hoppe","LAA",64,111,100,23,13,4,0,6,14,15,10,0,28,1,0,0,4,0,1,0.23,24729
"Total","James Outman","LAD",97,168,142,35,30,4,0,1,15,11,20,0,55,4,2,0,0,4,0,0.246478873,24770
"Total","David Villar","SFG",33,69,63,10,5,5,0,0,4,4,4,0,21,1,1,0,1,1,0,0.158730158,24782
"Total","Andy Pages","LAD",36,67,62,21,15,4,0,2,11,6,4,0,16,0,1,0,1,0,1,0.338709677,24816
"Total","David Fry","CLE",73,151,116,33,18,8,0,7,18,26,28,4,33,6,1,0,2,2,0,0.284482758,24934
"Total","Vinny Capra","2 Tms",6,14,12,2,0,2,0,0,2,1,1,0,3,0,0,1,1,0,0,0.166666666,25040
"Total","Nate Eaton","KCR",10,17,17,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.117647058,25055
"Total","David Hensley","HOU",15,35,30,5,3,1,0,1,5,1,5,0,10,0,0,0,0,0,0,0.166666666,25111
"Total","Levi Jordan","CIN",4,6,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,25138
"Total","Daniel Schneemann","CLE",11,18,15,5,3,0,1,1,2,2,3,0,7,0,0,0,0,0,0,0.333333333,25180
"Total","Endy Rodriguez","PIT",34,58,53,8,8,0,0,0,9,2,5,0,15,0,0,0,2,0,0,0.150943396,25332
"Total","Michael Stefanic","LAA",15,27,24,5,4,1,0,0,1,1,3,0,3,0,0,0,0,0,0,0.208333333,25353
"Total","Austin Shenton","TBR",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25425
"Total","Peyton Burdick","MIA",5,9,7,1,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0.142857142,25459
"Total","Cam Eden","TOR",2,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,25476
"Total","Brenton Doyle","COL",113,210,195,44,27,10,2,5,22,20,11,0,68,2,1,1,3,3,1,0.225641025,25479
"Total","TJ Hopkins","CIN",14,23,21,4,4,0,0,0,4,0,1,0,9,1,0,0,0,1,0,0.19047619,25482
"Total","Joey Ortiz","2 Tms",52,100,85,20,14,3,0,3,13,10,12,0,26,1,1,1,0,2,1,0.235294117,25493
"Total","Cade Marlowe","SEA",18,26,25,7,3,1,2,1,4,6,1,0,9,0,0,0,0,0,0,0.28,25505
"Total","Aaron Schunk","COL",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25524
"Total","Korey Lee","CHW",46,79,74,14,11,1,0,2,9,7,5,0,22,0,0,0,2,3,0,0.189189189,25543
"Total","Jake Alu","WSN",18,25,23,5,4,0,0,1,2,2,2,0,8,0,0,0,0,0,0,0.217391304,25569
"Total","Kyle McCann","OAK",3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25575
"Total","Marco Luciano","SFG",14,23,19,8,5,3,0,0,4,0,4,0,3,0,0,0,0,1,0,0.421052631,25616
"Total","Bryan Ramos","CHW",7,11,10,3,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.3,25621
"Total","Drew Millas","WSN",11,21,19,2,2,0,0,0,0,2,1,0,6,0,0,1,1,1,0,0.105263157,25643
"Total","Will Brennan","CLE",80,115,113,23,17,5,1,0,10,9,2,0,16,0,0,0,4,2,0,0.203539823,25660
"Total","Bobby Witt Jr.","KCR",102,213,201,62,40,9,2,11,39,25,9,0,38,1,2,0,2,14,6,0.308457711,25764
"Total","CJ Abrams","WSN",135,273,247,56,36,11,3,6,35,34,15,0,65,8,1,2,2,12,5,0.226720647,25768
"Total","Pedro Pages","STL",15,34,31,6,4,1,1,0,2,5,2,0,6,0,1,0,1,0,0,0.193548387,25782
"Total","Blake Sabol","SFG",43,53,47,7,6,1,0,0,2,3,3,0,25,2,0,1,0,1,0,0.14893617,25805
"Total","Jared Triolo","PIT",78,145,129,31,24,6,0,1,18,7,14,0,42,1,1,0,0,3,0,0.240310077,25807
"Total","Grae Kessinger","HOU",11,16,16,3,1,1,0,1,1,1,0,0,7,0,0,0,0,0,0,0.1875,25813
"Total","Shea Langeliers","OAK",112,222,206,37,20,7,2,8,21,22,14,3,64,0,2,0,6,2,1,0.17961165,25816
"Total","Braden Shewmake","CHW",7,9,9,2,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0.222222222,25817
"Total","Andre Lipcius","DET",7,11,9,4,4,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0.444444444,25822
"Total","Michael Toglia","COL",60,102,95,13,8,0,0,5,8,10,6,0,40,0,1,0,3,1,0,0.136842105,25845
"Total","Ryan Kreidler","DET",11,20,19,3,3,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0.157894736,25867
"Total","Corbin Carroll","ARI",142,291,255,63,50,7,1,5,36,19,19,0,45,6,3,8,2,14,2,0.247058823,25878
"Total","Michael Harris II","ATL",126,230,221,62,46,11,0,5,23,21,5,0,46,4,0,0,1,5,2,0.280542986,25931
"Total","Kerry Carpenter","DET",59,96,84,17,15,0,0,2,8,15,7,0,20,4,0,0,1,2,0,0.202380952,25961
"Total","Riley Greene","DET",98,179,165,38,24,7,3,4,17,19,12,0,52,1,0,0,1,0,0,0.23030303,25976
"Total","Nasim Nunez","WSN",7,8,8,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0.125,25979
"Total","Vaughn Grissom","2 Tms",26,51,49,12,11,1,0,0,6,3,1,0,15,0,1,0,1,0,1,0.244897959,26031
"Total","Francisco Alvarez","NYM",95,190,166,31,18,5,0,8,19,29,22,0,47,1,1,0,5,3,0,0.186746987,26121
"Total","Brett Baty","NYM",77,134,124,22,15,5,0,2,11,11,6,0,40,1,0,1,3,0,0,0.177419354,26123
"Total","Dominic Fletcher","2 Tms",23,41,35,5,3,1,1,0,3,3,3,0,15,2,0,1,0,0,0,0.142857142,26149
"Total","Kyle Stowers","BAL",4,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26151
"Total","Andrew Vaughn","CHW",107,215,205,51,33,11,0,7,22,30,9,0,33,0,1,0,1,0,0,0.248780487,26197
"Total","Tyler Fitzgerald","SFG",27,58,55,14,10,2,0,2,9,5,3,0,18,0,0,0,1,4,0,0.254545454,26208
"Total","Darell Hernaiz","OAK",16,32,29,8,8,0,0,0,4,3,0,0,6,0,2,1,1,1,0,0.275862068,26224
"Total","Adley Rutschman","BAL",141,312,268,92,63,16,0,13,42,56,41,1,37,0,3,0,6,1,0,0.343283582,26288
"Total","Gunnar Henderson","BAL",145,294,251,57,36,8,5,8,37,26,38,0,77,3,2,0,3,9,2,0.227091633,26289
"Total","Bryson Stott","PHI",138,254,223,58,46,8,0,4,34,25,25,0,42,4,2,0,6,14,1,0.260089686,26294
"Total","Oliver Dunn","MIL",6,7,6,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0.166666666,26295
"Total","Josh Jung","TEX",53,123,114,37,21,7,0,9,28,22,9,0,27,0,0,0,2,0,1,0.324561403,26299
"Total","Michael Busch","2 Tms",42,56,52,15,9,4,1,1,7,5,4,0,15,0,0,0,0,0,0,0.288461538,26319
"Total","Spencer Steer","CIN",135,284,248,72,40,19,1,12,39,54,30,1,52,3,3,0,1,7,2,0.29032258,26323
"Total","Jonny DeLuca","2 Tms",43,83,74,17,12,2,1,2,8,9,9,0,19,0,0,0,0,1,1,0.229729729,26365
"Total","JJ Bleday","OAK",79,137,124,22,9,9,0,4,13,13,12,0,33,0,0,1,2,1,0,0.177419354,26368
"Total","Josh Smith","TEX",73,122,103,28,20,4,0,4,16,14,11,0,31,6,0,2,3,4,0,0.27184466,26396
"Total","Kyren Paris","LAA",20,39,36,3,2,1,0,0,2,1,2,0,10,1,0,0,0,0,0,0.083333333,26420
"Total","Dominic Canzone","2 Tms",33,38,34,5,2,3,0,0,5,1,4,0,12,0,0,0,0,0,0,0.147058823,26438
"Total","Matt Wallner","MIN",28,47,43,5,2,1,0,2,3,3,3,0,16,1,0,0,0,0,0,0.116279069,26466
"Total","Luis Matos","SFG",69,139,121,34,23,8,0,3,18,11,14,1,19,2,1,1,1,1,0,0.280991735,26467
"Total","Davis Wendzel","TEX",18,37,36,4,1,2,0,1,2,2,1,0,7,0,0,0,1,0,0,0.111111111,26469
"Total","Spencer Horwitz","TOR",14,17,16,5,5,0,0,0,1,4,1,0,3,0,0,0,0,0,0,0.3125,26477
"Total","Noelvi Marte","CIN",21,42,39,12,11,0,0,1,6,6,3,0,7,0,0,0,0,1,1,0.307692307,26517
"Total","Angel Martinez","CLE",5,8,5,3,2,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0.6,26540
"Total","Jonatan Clase","SEA",8,15,15,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.066666666,26599
"Total","Elly De La Cruz","CIN",130,256,227,48,34,8,0,6,29,16,20,0,88,6,0,3,2,28,5,0.211453744,26668
"Total","Austin Martin","MIN",23,33,30,8,6,2,0,0,6,2,3,0,5,0,0,0,0,1,1,0.266666666,27462
"Total","Spencer Torkelson","DET",111,207,185,43,17,12,1,13,30,38,19,1,39,0,3,0,4,0,0,0.232432432,27465
"Total","Tyler Soderstrom","OAK",23,32,29,6,3,3,0,0,2,4,2,0,7,1,0,0,0,0,0,0.206896551,27467
