Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Jose Abreu","HOU",97,215,195,42,22,12,0,8,21,26,17,1,41,1,2,0,7,0,0,0.215384615,15676
"Total","Rowdy Tellez","2 Tms",55,77,68,10,8,1,0,1,2,4,9,0,23,0,0,0,2,0,0,0.147058823,15679
"Total","Tyler O'Neill","2 Tms",80,164,134,38,18,11,0,9,24,14,30,4,40,0,0,0,6,4,0,0.283582089,15711
"Total","Tyler Wade","2 Tms",18,21,17,2,2,0,0,0,5,2,3,0,3,0,0,1,0,0,0,0.117647058,15730
"Total","Yonathan Daza","COL",8,19,19,5,3,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0.263157894,15794
"Total","Miguel Andujar","2 Tms",32,59,54,20,12,5,0,3,11,13,5,0,7,0,0,0,1,1,0,0.37037037,15878
"Total","Luis Torrens","3 Tms",23,40,38,12,7,3,0,2,3,4,2,0,11,0,0,0,0,0,1,0.315789473,15905
"Total","Aledmys Diaz","OAK",74,143,130,30,19,9,0,2,14,11,9,2,26,1,3,0,9,0,0,0.23076923,15937
"Total","Austin Nola","SDP",23,47,43,9,6,3,0,0,2,1,4,0,6,0,0,0,2,0,0,0.209302325,15941
"Total","Clint Frazier","CHW",19,45,42,9,7,1,1,0,3,3,3,0,14,0,0,0,0,0,1,0.214285714,15983
"Total","Willy Adames","MIL",131,258,217,48,26,15,1,6,29,32,39,2,66,1,1,0,6,3,3,0.221198156,15986
"Total","Cody Bellinger","CHC",143,281,261,87,59,14,2,12,45,50,15,0,46,2,3,0,2,11,4,0.333333333,15998
"Total","Austin Slater","SFG",111,232,201,50,38,8,0,4,28,20,25,0,62,4,2,0,4,4,2,0.248756218,16153
"Total","J.D. Davis","3 Tms",101,204,184,44,28,8,0,8,19,21,17,0,54,1,2,0,6,1,0,0.239130434,16219
"Total","Trea Turner","PHI",131,293,267,70,42,16,0,12,49,31,21,1,59,4,1,0,6,9,1,0.262172284,16252
"Total","Nick Gordon","2 Tms",26,31,31,7,3,3,0,1,5,3,0,0,5,0,0,0,1,0,0,0.225806451,16337
"Total","Pablo Reyes","BOS",40,79,74,22,16,6,0,0,9,8,4,0,12,0,1,0,1,2,0,0.297297297,16357
"Total","Oscar Mercado","STL",7,11,11,5,4,1,0,0,1,5,0,0,1,0,0,0,0,1,1,0.454545454,16375
"Total","Michael Conforto","SFG",91,160,150,37,27,4,0,6,18,25,7,0,44,3,0,0,5,2,1,0.246666666,16376
"Total","Francisco Mejia","TBR",21,31,30,6,5,1,0,0,4,0,0,0,6,0,0,1,0,0,1,0.2,16403
"Total","Jordan Luplow","2 Tms",31,60,51,12,7,3,0,2,7,4,9,1,19,0,0,0,0,1,0,0.235294117,16424
"Total","Thairo Estrada","SFG",106,233,218,51,37,10,1,3,24,20,11,1,51,3,1,0,4,5,4,0.233944954,16426
"Total","Christian Arroyo","BOS",34,61,60,12,7,3,0,2,8,7,1,0,17,0,0,0,3,0,0,0.2,16434
"Total","Ryan O'Hearn","BAL",43,48,45,10,6,1,1,2,5,5,2,0,10,0,0,1,0,1,0,0.222222222,16442
"Total","Luis Guillorme","3 Tms",29,37,33,6,4,1,1,0,6,1,2,0,13,0,0,2,0,0,0,0.181818181,16451
"Total","Rhys Hoskins","MIL",30,62,51,9,6,0,0,3,5,10,8,1,16,1,2,0,3,0,0,0.176470588,16472
"Total","Kyle Schwarber","PHI",174,401,331,82,52,8,0,22,60,55,64,0,125,4,2,0,3,4,2,0.247734138,16478
"Total","Forrest Wall","ATL",6,7,7,4,3,0,0,1,3,2,0,0,0,0,0,0,0,2,0,0.571428571,16496
"Total","Matt Chapman","2 Tms",99,213,189,60,32,20,0,8,34,30,22,2,44,1,1,0,1,4,1,0.317460317,16505
"Total","Isiah Kiner-Falefa","2 Tms",99,166,144,38,32,3,1,2,23,13,14,0,25,5,2,1,8,4,0,0.263888888,16512
"Total","Mauricio Dubon","HOU",90,188,178,57,40,10,2,5,35,23,8,0,19,1,1,0,3,2,2,0.320224719,16530
"Total","Danny Jansen","TOR",76,130,114,25,13,5,0,7,18,23,14,1,24,1,1,0,1,0,0,0.219298245,16535
"Total","Ozzie Albies","ATL",105,230,223,82,52,20,1,9,39,32,5,0,30,1,1,0,4,6,1,0.367713004,16556
"Total","Connor Joe","PIT",141,305,264,71,40,21,2,8,42,34,34,1,58,6,1,0,4,1,1,0.268939393,16572
"Total","Yandy Diaz","TBR",105,230,205,71,44,15,0,12,32,43,21,0,30,1,3,0,3,0,0,0.346341463,16578
"Total","Kevin Padlo","LAA",2,6,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166666666,16593
"Total","Luis Urias","3 Tms",50,88,71,13,7,2,0,4,12,12,11,0,28,5,0,0,3,0,0,0.183098591,16622
"Total","Greg Allen","NYY",5,5,4,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,16623
"Total","Brian O'Keefe","SEA",4,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16680
"Total","Jason Vosler","CIN",8,9,9,2,1,0,0,1,2,3,0,0,3,0,0,0,0,0,0,0.222222222,16686
"Total","Jose Trevino","NYY",65,118,105,24,16,2,0,6,13,16,10,0,13,1,1,1,7,0,0,0.228571428,16725
"Total","Jonah Heim","TEX",82,172,158,44,31,8,0,5,21,31,12,0,25,0,2,0,3,1,0,0.278481012,16930
"Total","Lane Thomas","WSN",115,270,246,82,49,19,2,12,47,40,20,0,45,2,2,0,5,20,1,0.333333333,16939
"Total","Derek Hill","2 Tms",17,31,29,8,4,1,0,3,7,4,2,0,7,0,0,0,1,1,1,0.275862068,16947
"Total","Chadwick Tromp","ATL",9,16,16,2,1,1,0,0,1,2,0,0,5,0,0,0,1,0,0,0.125,16953
"Total","Gleyber Torres","NYY",115,212,181,44,27,6,0,11,31,21,26,0,41,2,3,0,6,4,3,0.243093922,16997
"Total","Edmundo Sosa","PHI",101,202,185,53,29,12,4,8,30,22,9,0,47,7,0,0,1,1,1,0.286486486,17022
"Total","Alex Verdugo","2 Tms",147,264,230,50,38,8,1,3,24,20,26,0,45,5,3,0,8,4,2,0.217391304,17027
"Total","Jose Herrera","ARI",24,34,26,6,3,3,0,0,7,1,4,0,10,0,0,4,0,1,0,0.23076923,17040
"Total","Ramon Laureano","3 Tms",101,186,172,45,23,15,2,5,25,19,10,0,54,3,1,0,4,8,2,0.261627906,17128
"Total","Chad Wallach","LAA",37,63,58,14,7,3,0,4,11,11,5,0,20,0,0,0,2,0,0,0.24137931,17161
"Total","Yoan Moncada","CHW",43,77,72,19,14,2,0,3,7,11,5,0,25,0,0,0,3,0,0,0.263888888,17232
"Total","Jorge Mateo","BAL",105,218,201,54,33,12,3,6,39,19,14,0,44,2,0,1,3,25,1,0.268656716,17273
"Total","Alex Jackson","TBR",14,31,27,2,2,0,0,0,0,1,3,0,12,0,1,0,1,0,0,0.074074074,17276
"Total","Michael Chavis","WSN",28,70,66,18,13,3,0,2,8,5,4,0,23,0,0,0,2,1,0,0.272727272,17321
"Total","Cole Tucker","2 Tms",14,28,25,5,5,0,0,0,1,2,3,0,9,0,0,0,0,1,0,0.2,17326
"Total","Willi Castro","MIN",112,215,195,56,38,13,1,4,30,16,15,0,48,4,0,1,3,11,4,0.287179487,17338
"Total","Rafael Devers","BOS",161,301,274,72,44,14,2,12,37,42,19,1,77,7,1,0,6,2,1,0.262773722,17350
"Total","Jose Siri","TBR",84,160,144,29,13,8,0,8,24,24,11,0,59,0,4,1,0,2,0,0.201388888,17452
"Total","Eloy Jimenez","CHW",69,139,127,35,25,7,0,3,12,15,10,1,21,1,1,0,4,2,0,0.275590551,17484
"Total","Taylor Ward","LAA",90,185,161,53,34,11,0,8,27,25,18,0,33,1,5,0,1,1,1,0.329192546,17548
"Total","Myles Straw","CLE",76,144,132,32,26,5,1,0,13,6,9,0,25,0,1,2,3,5,1,0.242424242,17620
"Total","Alex Bregman","HOU",144,328,291,62,38,12,2,10,39,45,34,1,30,2,1,0,7,2,0,0.213058419,17678
"Total","Kevin Newman","2 Tms",91,184,166,47,28,14,1,4,28,21,13,1,22,1,2,2,4,4,0,0.28313253,17696
"Total","Matt Beaty","KCR",5,6,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,17710
"Total","Josh Lester","BAL",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17737
"Total","DJ Stewart","NYM",41,62,49,6,3,2,0,1,5,5,7,0,17,5,0,1,2,1,0,0.122448979,17766
"Total","Jakson Reetz","SFG",4,6,6,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0.166666666,17837
"Total","Willie Calhoun","2 Tms",27,37,32,5,5,0,0,0,4,1,4,0,7,1,0,0,0,0,0,0.15625,17838
"Total","Tyler Nevin","2 Tms",46,97,84,20,11,4,0,5,11,13,9,0,19,3,1,0,1,0,1,0.238095238,17893
"Total","Andrew Benintendi","CHW",101,183,168,35,23,7,1,4,17,20,12,0,37,1,1,1,5,1,0,0.208333333,17901
"Total","Brendan Rodgers","COL",61,120,109,32,22,6,0,4,18,13,9,0,17,2,0,0,4,0,0,0.293577981,17907
"Total","Ian Happ","CHC",139,268,239,55,32,13,1,9,39,35,25,0,61,3,1,0,12,3,1,0.230125523,17919
"Total","Isan Diaz","SFG",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17922
"Total","Cedric Mullins","BAL",102,185,167,34,20,9,2,3,19,22,13,0,37,1,1,3,3,3,2,0.203592814,17929
"Total","Andrew Stevenson","MIN",4,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.166666666,17932
"Total","Sam Hilliard","2 Tms",9,11,10,1,0,0,0,1,1,1,1,0,7,0,0,0,0,0,0,0.1,17954
"Total","Ty France","SEA",120,240,216,57,42,9,0,6,32,29,17,0,50,7,0,0,7,1,1,0.263888888,17982
"Total","Tyler Stephenson","CIN",116,214,194,53,34,11,1,7,31,27,19,3,38,0,1,0,3,0,0,0.273195876,17988
"Total","David Fletcher","2 Tms",18,37,34,7,6,0,0,1,2,5,2,1,5,0,1,0,2,0,0,0.205882352,17992
"Total","Paul DeJong","4 Tms",101,195,177,34,21,7,0,6,21,17,12,0,62,3,3,0,3,1,1,0.192090395,18015
"Total","Harrison Bader","3 Tms",95,190,172,45,25,12,2,6,27,28,14,1,31,1,3,0,4,7,1,0.261627906,18030
"Total","Mark Mathias","2 Tms",22,50,42,10,8,2,0,0,5,2,8,0,11,0,0,0,1,2,0,0.238095238,18032
"Total","Jake Cronenworth","SDP",134,269,241,54,38,9,4,3,23,23,19,0,58,7,2,0,9,2,0,0.22406639,18036
"Total","Dylan Moore","SEA",95,183,158,36,14,13,2,7,20,22,19,0,52,3,3,0,0,8,3,0.227848101,18042
"Total","Sam Haggerty","SEA",44,86,74,16,12,2,1,1,10,5,10,0,11,1,0,1,0,5,1,0.216216216,18054
"Total","Kyle Garlick","MIN",11,22,21,3,2,0,0,1,1,2,1,0,10,0,0,0,0,0,0,0.142857142,18063
"Total","Garrett Stubbs","PHI",36,65,59,13,12,1,0,0,5,3,6,0,16,0,0,0,0,2,0,0.220338983,18067
"Total","Nathan Lukes","TOR",5,5,4,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,18123
"Total","LaMonte Wade Jr.","SFG",70,103,82,24,18,5,0,1,9,8,14,0,22,1,2,4,0,1,0,0.292682926,18126
"Total","Seth Brown","OAK",59,77,70,12,9,3,0,0,4,6,6,0,25,1,0,0,1,1,0,0.171428571,18171
"Total","Brett Sullivan","SDP",14,21,19,6,4,0,0,2,4,4,2,0,6,0,0,0,1,0,0,0.315789473,18217
"Total","Brian Anderson","2 Tms",46,90,79,14,10,1,1,2,7,6,10,0,27,1,0,0,1,1,1,0.177215189,18289
"Total","Dansby Swanson","CHC",109,220,194,45,26,9,1,9,35,29,24,0,59,1,1,0,2,6,3,0.231958762,18314
"Total","Edwin Rios","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18316
"Total","Kyle Tucker","HOU",157,330,288,80,41,19,3,17,35,60,35,0,43,2,4,0,6,10,2,0.277777777,18345
"Total","Daz Cameron","OAK",11,22,17,4,0,2,0,2,4,4,5,0,5,0,0,0,0,0,0,0.235294117,18353
"Total","Austin Riley","ATL",114,243,211,53,29,10,0,14,37,34,27,2,55,1,4,0,7,0,0,0.251184834,18360
"Total","Victor Robles","2 Tms",28,63,54,17,13,4,0,0,8,4,4,0,9,2,0,3,1,4,1,0.314814814,18363
"Total","Ryan Mountcastle","BAL",111,261,235,75,43,16,0,16,42,43,22,1,47,1,3,0,10,2,1,0.319148936,18373
"Total","Travis Blankenhorn","WSN",4,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,18395
"Total","Juan Yepez","2 Tms",22,41,38,7,5,0,0,2,5,2,3,0,12,0,0,0,0,0,0,0.184210526,18400
"Total","Ronald Acuna Jr.","ATL",88,197,169,50,31,9,0,10,36,26,26,3,30,1,1,0,4,16,4,0.295857988,18401
"Total","Ali Sanchez","MIA",4,7,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.166666666,18551
"Total","Trent Grisham","2 Tms",99,162,139,35,21,10,0,4,17,19,19,0,44,2,0,2,2,4,2,0.251798561,18564
"Total","Luis Arraez","2 Tms",132,289,275,84,70,11,1,2,30,26,8,0,32,4,1,1,10,0,2,0.305454545,18568
"Total","Ke'Bryan Hayes","PIT",104,240,221,69,41,15,3,10,30,31,14,1,38,1,4,0,6,7,2,0.312217194,18577
"Total","Jared Walsh","2 Tms",18,28,24,4,1,3,0,0,2,1,4,0,7,0,0,0,0,0,0,0.166666666,18607
"Total","Ramon Urias","BAL",94,170,153,36,23,12,1,0,16,20,13,0,35,4,0,0,5,2,1,0.235294117,18795
"Total","Andy Ibanez","DET",95,195,181,56,33,13,2,8,30,30,9,0,40,2,3,0,1,2,0,0.309392265,18819
"Total","Jose Azocar","SDP",54,95,88,17,12,5,0,0,13,2,3,0,22,1,0,3,2,6,2,0.193181818,18821
"Total","Josh Naylor","CLE",132,252,233,63,36,17,0,10,31,41,15,2,39,4,0,0,6,8,3,0.270386266,18839
"Total","Jahmai Jones","2 Tms",16,28,26,8,4,2,1,1,6,4,2,0,9,0,0,0,0,1,0,0.307692307,18872
"Total","Brandon Lowe","TBR",55,88,78,18,13,2,0,3,11,15,8,0,22,1,1,0,2,0,0,0.23076923,18882
"Total","Seby Zavala","3 Tms",38,71,64,13,8,3,0,2,5,6,4,0,28,1,1,1,1,1,0,0.203125,18887
"Total","Danny Mendick","2 Tms",50,91,84,21,13,6,0,2,6,6,6,0,19,0,0,1,0,4,0,0.25,18889
"Total","Leody Taveras","TEX",125,235,211,48,35,10,0,3,27,20,20,0,48,1,1,2,2,7,2,0.227488151,18900
"Total","Estevan Florial","2 Tms",18,24,22,7,3,4,0,0,1,4,1,0,7,1,0,0,1,0,0,0.318181818,19151
"Total","Zack Collins","CLE",2,5,4,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.5,19181
"Total","Will Smith","LAD",116,238,198,55,28,15,0,12,35,35,33,5,34,3,4,0,5,3,0,0.277777777,19197
"Total","Yuli Gurriel","MIA",47,103,90,22,19,1,1,1,8,11,10,2,12,0,3,0,3,1,0,0.244444444,19198
"Total","Taylor Kohlwey","SDP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19212
"Total","Lourdes Gurriel Jr.","ARI",108,257,240,77,53,14,1,9,31,38,15,1,34,2,0,0,10,3,0,0.320833333,19238
"Total","Chris Okey","LAA",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19245
"Total","Pete Alonso","NYM",129,281,243,56,23,15,0,18,43,43,29,4,66,8,1,0,5,2,1,0.230452674,19251
"Total","Cavan Biggio","2 Tms",54,75,67,19,16,3,0,0,13,8,6,0,26,1,1,0,1,0,1,0.283582089,19252
"Total","Jake Fraley","CIN",54,74,66,15,11,3,0,1,11,7,4,0,8,3,1,0,1,5,2,0.227272727,19260
"Total","Garrett Hampson","2 Tms",80,153,137,35,21,13,1,0,10,15,14,0,39,0,0,2,2,5,2,0.255474452,19262
"Total","Stone Garrett","WSN",64,142,122,32,16,9,0,7,21,27,12,0,45,2,3,0,4,2,0,0.262295081,19273
"Total","Adolis Garcia","TEX",125,263,223,54,28,13,0,13,42,42,34,1,66,2,4,0,7,1,1,0.242152466,19287
"Total","Randy Arozarena","TBR",113,225,189,45,28,6,0,11,35,25,32,1,53,4,0,0,2,10,2,0.238095238,19290
"Total","Armando Alvarez","OAK",3,6,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,19292
"Total","Nick Senzel","2 Tms",94,192,176,53,33,8,0,12,30,27,16,1,31,0,0,0,8,4,4,0.301136363,19293
"Total","Alex Call","WSN",79,168,142,37,25,8,0,4,18,14,24,0,30,1,1,0,1,3,3,0.26056338,19296
"Total","Matt Thaiss","LAA",38,49,42,8,7,1,0,0,2,3,5,0,13,2,0,0,0,0,0,0.19047619,19318
"Total","Bryan Reynolds","PIT",153,322,306,87,62,15,0,10,33,48,14,0,66,0,2,0,8,7,1,0.284313725,19326
"Total","Nicky Lopez","3 Tms",68,90,82,20,19,1,0,0,12,4,2,0,12,3,0,3,0,2,1,0.243902439,19339
"Total","Eli White","ATL",5,13,10,1,1,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0.1,19346
"Total","Sean Murphy","ATL",72,134,114,28,15,8,0,5,18,12,14,0,31,6,0,0,5,0,0,0.245614035,19352
"Total","Luke Raley","2 Tms",66,81,77,19,14,2,0,3,10,4,4,0,28,0,0,0,0,0,1,0.246753246,19354
"Total","Weston Wilson","PHI",7,11,6,1,0,0,0,1,3,1,5,0,2,0,0,0,0,1,1,0.166666666,19358
"Total","Austin Hays","BAL",106,226,204,59,33,19,1,6,33,28,19,2,56,1,2,0,7,1,0,0.289215686,19363
"Total","Zach McKinstry","DET",43,56,47,10,9,0,1,0,8,5,6,0,6,1,1,1,0,2,0,0.212765957,19392
"Total","Brian Serven","2 Tms",5,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19422
"Total","Yonny Hernandez","LAD",4,9,8,3,2,1,0,0,3,3,0,0,2,0,0,1,0,0,0,0.375,19432
"Total","Jake Rogers","DET",78,161,146,32,15,7,0,10,26,25,13,0,47,1,1,0,3,1,1,0.219178082,19452
"Total","Andruw Monasterio","MIL",68,132,114,28,21,5,0,2,15,10,16,0,26,1,1,0,4,4,2,0.245614035,19455
"Total","Cooper Hummel","2 Tms",9,14,14,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,19458
"Total","Tommy Edman","STL",73,163,152,38,22,10,0,6,21,17,9,0,29,1,0,1,3,8,1,0.25,19470
"Total","Kyle Lewis","ARI",10,25,24,5,4,1,0,0,1,0,1,0,7,0,0,0,0,0,0,0.208333333,19508
"Total","Andrew Knizner","2 Tms",51,107,101,19,10,4,0,5,15,13,3,0,28,1,1,1,6,0,0,0.188118811,19514
"Total","TJ Friedl","CIN",88,144,123,41,31,4,3,3,16,15,12,0,26,6,0,3,0,11,3,0.333333333,19522
"Total","Yordan Alvarez","HOU",138,297,255,81,50,18,2,11,34,50,29,2,58,7,6,0,2,0,0,0.317647058,19556
"Total","Zack Short","4 Tms",72,126,110,23,17,3,0,3,11,15,15,0,35,0,0,1,1,1,0,0.209090909,19562
"Total","Nathaniel Lowe","TEX",147,305,269,64,47,12,0,5,26,35,33,0,75,1,2,0,7,0,0,0.237918215,19566
"Total","Chas McCormick","HOU",87,188,169,49,30,9,1,9,23,26,17,0,47,2,0,0,0,5,0,0.289940828,19599
"Total","Bryan De La Cruz","MIA",136,286,266,75,52,16,0,7,26,37,16,0,69,1,3,0,8,0,1,0.281954887,19600
"Total","Otto Lopez","MIA",26,50,48,10,7,3,0,0,5,2,0,0,7,0,0,1,1,0,0,0.208333333,19608
"Total","Keibert Ruiz","WSN",111,219,204,53,37,14,0,2,23,19,9,0,17,4,2,0,8,0,1,0.259803921,19610
"Total","Vladimir Guerrero Jr.","TOR",87,195,162,46,36,5,0,5,21,28,30,3,24,2,1,0,10,3,0,0.283950617,19611
"Total","Bo Bichette","TOR",74,166,156,41,27,10,0,4,17,16,10,0,22,0,0,0,9,0,0,0.262820512,19612
"Total","Brent Rooker","OAK",125,241,214,59,32,9,1,17,33,38,21,0,76,3,3,0,5,5,1,0.275700934,19627
"Total","Mike Brosseau","MIL",19,49,46,9,7,0,0,2,2,2,2,0,15,1,0,0,0,0,0,0.195652173,19683
"Total","Edward Olivares","2 Tms",100,214,191,48,24,14,2,8,26,33,16,1,43,4,3,0,4,2,2,0.2513089,19698
"Total","Fernando Tatis Jr.","SDP",114,256,218,60,40,12,0,8,36,25,34,0,54,3,1,0,4,12,3,0.275229357,19709
"Total","Darick Hall","PHI",8,11,10,2,1,0,0,1,1,1,1,0,4,0,0,0,1,0,0,0.2,19717
"Total","Josh Rojas","2 Tms",59,83,75,14,12,2,0,0,5,5,8,0,29,0,0,0,1,1,0,0.186666666,19734
"Total","Shohei Ohtani","2 Tms",142,301,258,69,40,10,1,18,40,41,38,4,71,0,2,0,6,8,2,0.26744186,19755
"Total","Rylan Bannon","HOU",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19768
"Total","Dairon Blanco","KCR",46,82,74,19,11,3,3,2,13,8,6,0,25,1,1,0,0,6,1,0.256756756,19779
"Total","Zach Remillard","CHW",37,68,59,18,14,3,1,0,8,5,5,1,19,0,0,4,2,2,1,0.305084745,19788
"Total","Jhonny Pereda","MIA",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19802
"Total","Jason Delay","PIT",40,78,68,18,12,6,0,0,4,13,7,0,19,1,0,2,2,0,0,0.264705882,19806
"Total","Joshua Palacios","PIT",38,57,53,12,9,0,0,3,7,11,4,0,19,0,0,0,0,2,0,0.226415094,19818
"Total","Cody Thomas","OAK",2,6,6,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333333333,19828
"Total","Caleb Hamilton","BOS",2,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,19842
"Total","Abraham Toro","2 Tms",33,74,70,22,15,5,1,1,8,5,2,1,8,1,0,1,1,2,1,0.314285714,19844
"Total","Luis Rengifo","LAA",94,175,159,55,34,15,1,5,26,20,12,0,30,3,1,0,3,6,0,0.345911949,19858
"Total","Rene Pinto","TBR",23,47,45,10,6,3,0,1,2,7,2,0,22,0,0,0,0,0,0,0.222222222,19859
"Total","Riley Adams","WSN",51,111,100,28,16,9,0,3,5,12,10,1,32,1,0,0,3,0,0,0.28,19864
"Total","Drew Ellis","PHI",7,12,10,1,1,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0.1,19873
"Total","Adam Haseley","CHW",5,6,4,2,1,1,0,0,3,1,2,0,0,0,0,0,1,0,0,0.5,19878
"Total","Emmanuel Rivera","2 Tms",86,174,159,42,32,9,0,1,16,21,12,0,31,1,2,0,6,0,0,0.264150943,19890
"Total","Pavin Smith","ARI",27,47,43,8,5,1,0,2,7,10,4,0,12,0,0,0,1,0,0,0.186046511,19892
"Total","Connor Wong","BOS",105,193,170,40,25,11,1,3,29,18,19,0,56,3,1,0,1,3,2,0.235294117,19896
"Total","Gavin Sheets","CHW",40,59,52,7,4,1,1,1,1,9,3,0,20,1,3,0,1,0,0,0.134615384,19901
"Total","Diego A. Castillo","ARI",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19906
"Total","Jesus Sanchez","MIA",68,97,91,14,10,2,0,2,6,5,4,0,26,0,0,2,3,0,0,0.153846153,19913
"Total","Daulton Varsho","TOR",101,175,158,44,32,10,1,1,23,10,16,0,32,0,0,1,2,7,2,0.278481012,19918
"Total","Blake Perkins","MIL",75,136,123,28,21,3,0,4,17,17,13,0,28,0,0,0,4,4,1,0.227642276,19921
"Total","Ryan McKenna","2 Tms",49,93,84,20,13,4,0,3,12,8,4,0,25,1,2,2,3,2,0,0.238095238,19928
"Total","Luke Williams","2 Tms",7,10,9,1,1,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0.111111111,19931
"Total","Cristian Pache","PHI",66,130,113,29,16,10,1,2,13,13,16,0,40,0,0,1,1,1,2,0.256637168,19948
"Total","Andres Gimenez","CLE",154,300,276,72,54,11,3,4,30,26,8,0,38,13,1,2,6,9,1,0.260869565,19950
"Total","Josh Lowe","TBR",57,80,76,17,7,8,0,2,10,11,4,0,27,0,0,0,1,2,0,0.22368421,19953
"Total","Gavin Lux","LAD",18,22,21,4,4,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0.19047619,19955
"Total","Mickey Moniak","LAA",53,80,78,15,12,2,0,1,6,7,2,0,28,0,0,0,2,0,0,0.192307692,19956
"Total","Blake Rutherford","WSN",4,3,3,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.666666666,19957
"Total","Carter Kieboom","WSN",17,35,33,9,6,1,0,2,4,5,1,0,4,1,0,0,0,0,0,0.272727272,19958
"Total","Taylor Trammell","3 Tms",8,8,5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,19960
"Total","Eguy Rosario","SDP",26,45,45,16,3,7,1,5,7,10,0,0,16,0,0,0,0,0,0,0.355555555,19964
"Total","Bobby Dalbec","BOS",35,61,56,11,9,2,0,0,3,4,5,0,32,0,0,0,1,1,0,0.196428571,19966
"Total","Conner Capel","OAK",7,11,11,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.363636363,19983
"Total","Santiago Espinal","2 Tms",107,203,180,43,31,9,0,3,24,29,16,1,22,0,4,3,5,3,0,0.238888888,19997
"Total","Bryce Johnson","2 Tms",18,37,32,6,5,1,0,0,6,0,4,0,10,0,0,1,0,3,0,0.1875,20002
"Total","Keston Hiura","LAA",2,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,20003
"Total","Miles Mastrobuoni","CHC",20,24,22,3,3,0,0,0,2,1,1,0,4,0,0,1,0,2,0,0.136363636,20017
"Total","Isaac Paredes","TBR",110,220,190,52,34,11,1,6,22,38,24,0,37,6,0,0,2,0,0,0.27368421,20036
"Total","Luis Robert Jr.","CHW",68,150,133,40,21,11,0,8,25,15,12,1,48,4,0,0,3,0,1,0.300751879,20043
"Total","Bligh Madris","HOU",2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20054
"Total","Alan Trejo","COL",66,127,116,21,15,5,0,1,9,15,9,0,32,0,2,0,4,0,1,0.181034482,20056
"Total","Juan Soto","2 Tms",144,319,260,72,47,11,1,13,45,44,54,0,62,2,3,0,5,5,3,0.276923076,20123
"Total","Dylan Carlson","STL",75,156,133,32,23,7,0,2,15,13,18,0,27,2,3,0,3,1,0,0.240601503,20126
"Total","Matthew Batten","SDP",24,47,41,15,12,2,0,1,4,6,6,0,8,0,0,0,0,0,1,0.365853658,20157
"Total","Miguel Vargas","LAD",59,115,96,22,8,8,1,5,15,14,16,1,16,1,2,0,0,2,1,0.229166666,20178
"Total","Brandon Marsh","PHI",106,161,140,28,19,5,1,3,11,17,17,0,67,1,2,1,1,2,0,0.2,20202
"Total","Jo Adell","LAA",55,86,80,19,6,3,2,8,12,16,6,1,20,0,0,0,4,3,1,0.2375,20220
"Total","Kevin Smith","OAK",25,49,44,10,4,3,0,3,6,6,2,0,16,1,0,2,1,0,0,0.227272727,20242
