Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Chad Green","TOR",27,53,0,7,1,0,0,0,0,3,1,0,12,0.14,0.188679245,0.16,0.15267221744243914,15552
"Total","Dominic Smith","BOS",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15653
"Total","Miguel Castro","ARI",9,32,6.75,10,2,1,5,5,3,1,0,1,3,0.344827586,0.387096774,0.793103448,0.49129378411077684,15684
"Total","Luis Castillo","SEA",21,271,2.78873239,52,13,1,23,22,5,14,0,2,79,0.206349206,0.251851851,0.325396825,0.2536910681812852,15689
"Total","Brad Keller","2 Tms",14,83,7.13207547,22,7,0,14,14,4,6,0,1,13,0.289473684,0.34939759,0.539473684,0.3809329508298851,15734
"Total","Joe Jimenez","ATL",37,77,1.37288136,11,2,0,3,3,0,8,0,0,21,0.159420289,0.246753246,0.188405797,0.20762781276331319,15761
"Total","Zack Littell","TBR",19,204,5.93181818,60,8,0,31,29,9,7,0,4,51,0.3125,0.349753694,0.494791666,0.365962574341027,15823
"Total","Kent Emanuel","MIA",5,26,10.12500001,8,3,0,6,6,3,3,0,0,3,0.347826086,0.423076923,0.869565217,0.5301844019156235,15849
"Total","Wander Suero","HOU",1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0.8834933638572693,15855
"Total","Sean Manaea","NYM",20,351,3.72047244,65,14,0,38,35,8,35,0,5,76,0.211038961,0.299145299,0.334415584,0.28439113676038563,15873
"Total","Luis Severino","NYM",19,239,3.45,41,5,0,25,23,4,22,0,4,46,0.195238095,0.283898305,0.276190476,0.2578725870382988,15890
"Total","Luis Torrens","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15905
"Total","Ryne Stanek","SEA",40,89,3.85714286,17,2,1,11,9,2,9,1,1,23,0.215189873,0.303370786,0.341772151,0.2848861366510391,15947
"Total","Cam Booser","BOS",31,83,3.42857143,15,2,1,9,8,2,6,1,0,24,0.197368421,0.253012048,0.328947368,0.2501447564218102,16061
"Total","Nick Burdi","NYY",9,32,2.84210526,3,0,0,2,2,1,7,0,2,8,0.130434782,0.375,0.260869565,0.3155352994799614,16074
"Total","Jordan Romano","TOR",15,30,7.5,9,0,0,5,5,2,2,0,1,4,0.333333333,0.4,0.555555555,0.41338120500246683,16122
"Total","John Curtiss","COL",1,2,27.00000027,2,1,0,1,1,0,0,0,0,0,1,1,1.5,1.0707664787769318,16128
"Total","Carlos Rodon","NYY",20,394,4.24285714,86,17,3,46,44,18,26,0,9,98,0.240896358,0.307106598,0.456582633,0.33008226888433934,16137
"Total","Aaron Nola","PHI",20,236,3.24,48,9,0,22,21,6,15,0,2,64,0.219178082,0.275423728,0.342465753,0.2738016740245334,16149
"Total","Justin Anderson","CHW",29,79,3.70588235,15,4,0,7,7,1,12,0,1,21,0.227272727,0.354430379,0.333333333,0.31551814833773845,16201
"Total","Spencer Turnbull","PHI",17,120,2.12359551,22,5,0,7,7,3,10,0,1,33,0.201834862,0.275,0.330275229,0.27044856945673623,16207
"Total","Tejay Antone","CIN",2,4,0,1,0,0,1,0,0,1,0,0,0,0.333333333,0.5,0.333333333,0.39336778223514557,16233
"Total","Kyle Freeland","COL",8,179,4.104,44,8,2,23,19,5,13,0,1,25,0.26993865,0.325842696,0.435582822,0.3306538231587142,16256
"Total","Aaron Bummer","ATL",31,89,3.2238806,20,6,0,9,8,0,5,1,1,25,0.243902439,0.292134831,0.31707317,0.2658891555937854,16258
"Total","John Means","BAL",4,65,2.8125,16,4,1,5,5,2,1,0,1,13,0.253968253,0.276923076,0.444444444,0.30931899639276356,16269
"Total","Jesus Tinoco","2 Tms",10,29,5.14285714,4,0,0,4,4,1,4,0,1,7,0.166666666,0.310344827,0.291666666,0.28239654055957136,16300
"Total","Ricardo Pinto","PHI",6,33,17.35714284,12,4,0,10,9,2,4,0,2,5,0.444444444,0.545454545,0.814814814,0.565189292936614,16318
"Total","Ryan Borucki","PIT",1,3,27.00000027,2,0,0,1,1,0,0,0,0,1,0.666666666,0.666666666,0.666666666,0.5889955759048462,16350
"Total","Pablo Reyes","BOS",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.22999258836110434,16357
"Total","Reynaldo Lopez","ATL",18,186,1.10204082,37,12,0,8,6,2,7,0,1,50,0.211428571,0.241935483,0.314285714,0.2423854511912151,16400
"Total","Yonny Chirinos","MIA",6,77,6.31914893,22,3,1,11,11,3,6,0,3,17,0.323529411,0.402597402,0.529411764,0.40388107377213317,16401
"Total","Victor Gonzalez","NYY",22,63,4.90909091,9,2,0,9,8,3,10,0,1,7,0.173076923,0.317460317,0.384615384,0.31499644309755354,16408
"Total","Luis Guillorme","2 Tms",3,11,15.42857138,3,0,0,4,4,1,1,0,0,0,0.3,0.363636363,0.6,0.41044391285289417,16451
"Total","Brent Honeywell","2 Tms",6,22,1.58823529,6,0,0,1,1,0,1,0,0,0,0.285714285,0.318181818,0.285714285,0.27231536128304223,16466
"Total","Ryan Yarbrough","LAD",29,163,5.14285714,37,5,0,20,20,6,17,3,6,19,0.268115942,0.37037037,0.434782608,0.34965638544574473,16502
"Total","Dan Altavilla","KCR",5,11,20.25000005,4,1,0,3,3,1,2,0,1,4,0.5,0.636363636,1,0.6530991250818426,16507
"Total","Jordan Montgomery","ARI",14,267,6.86705202,80,21,2,46,44,8,21,0,0,36,0.329218106,0.379699248,0.530864197,0.39042537709824127,16511
"Total","Isiah Kiner-Falefa","TOR",2,8,5.39999999,1,0,0,1,1,0,2,0,0,0,0.2,0.375,0.2,0.2829311117529869,16512
"Total","Austin Gomber","COL",18,333,4.73076923,88,16,1,41,41,11,21,0,0,53,0.282958199,0.327327327,0.446945337,0.3359159270564357,16561
"Total","Erik Swanson","TOR",19,38,6.23076923,9,3,0,6,6,2,2,0,0,6,0.25,0.289473684,0.5,0.3369443385224593,16587
"Total","Bryan Abreu","HOU",44,94,3.04225352,13,1,0,8,8,2,10,0,2,37,0.158536585,0.265957446,0.243902439,0.23990391416752593,16609
"Total","J.P. Feyereisen","LAD",8,21,4.5,3,1,0,3,3,1,1,0,1,4,0.157894736,0.238095238,0.368421052,0.2671723450933184,16610
"Total","Ryan Thompson","ARI",37,85,2.57142857,20,3,1,6,6,3,4,0,0,19,0.24691358,0.282352941,0.419753086,0.3033921234747943,16647
"Total","Julian Merryweather","CHC",3,9,0,3,1,0,0,0,0,1,0,1,3,0.428571428,0.555555555,0.571428571,0.492910451359219,16703
"Total","Jose Trevino","NYY",2,9,16.19999997,4,2,0,3,3,0,0,0,0,0,0.444444444,0.444444444,0.666666666,0.4758962127897475,16725
"Total","Brock Stewart","MIN",12,26,3,4,0,0,2,2,1,5,0,0,9,0.19047619,0.346153846,0.333333333,0.31378028713739836,16727
"Total","Vinny Nittoli","2 Tms",9,30,2.45454546,7,1,0,2,2,1,2,0,0,4,0.25,0.3,0.392857142,0.3037793497244517,16754
"Total","Tim Hill","2 Tms",34,100,5.95588235,31,1,0,21,15,2,5,1,0,11,0.329787234,0.36,0.404255319,0.3320363832242561,16814
"Total","Brennan Bernardino","BOS",34,74,1.17391304,17,4,0,3,2,0,11,4,2,15,0.283333333,0.405405405,0.35,0.3255685201713017,16835
"Total","Reed Garrett","NYM",34,97,3.42857143,20,3,0,10,8,3,12,0,2,29,0.243902439,0.350515463,0.390243902,0.33029788302392077,16866
"Total","Luke Weaver","NYY",36,113,3.72413793,20,5,2,12,12,5,6,0,2,28,0.196078431,0.25,0.431372549,0.28946648857423235,16918
"Total","Elieser Hernandez","2 Tms",9,42,7.44827586,12,3,0,8,8,3,1,0,0,5,0.292682926,0.309523809,0.585365853,0.37949553273973013,16933
"Total","Sean Newcomb","OAK",7,36,7.04347826,9,1,0,6,6,2,7,1,0,4,0.321428571,0.457142857,0.571428571,0.4357265724855311,16943
"Total","Grant Holmes","ATL",10,50,1.88372093,6,1,0,3,3,0,3,1,0,16,0.130434782,0.18,0.152173913,0.14398901924795035,16944
"Total","Trevor Williams","WSN",11,104,3.66666667,18,1,0,12,11,2,7,0,0,23,0.189473684,0.240384615,0.263157894,0.22553962984910378,16977
"Total","Tyler Beede","CLE",12,32,10.12500001,10,1,1,6,6,1,5,1,2,6,0.416666666,0.548387096,0.666666666,0.5099277993043264,16981
"Total","Tanner Banks","CHW",38,119,5.68421053,32,6,0,23,16,4,9,2,2,26,0.304761904,0.364406779,0.476190476,0.3576637074865144,16990
"Total","Sean Reid-Foley","NYM",22,53,0.71052632,9,1,0,1,1,0,8,0,0,14,0.2,0.320754716,0.222222222,0.2612416721739859,17034
"Total","Pablo Lopez","MIN",19,221,5.15923567,48,9,0,31,30,7,15,0,2,61,0.237623762,0.294117647,0.386138613,0.29769963916070863,17085
"Total","Austin Davis","SDP",6,19,13.5,5,2,0,6,6,0,2,0,1,4,0.3125,0.421052631,0.4375,0.3825107781510604,17117
"Total","Raisel Iglesias","ATL",36,67,3.11538462,11,1,0,6,6,2,3,0,2,15,0.177419354,0.23880597,0.29032258,0.23812144549924935,17130
"Total","Gabe Speier","SEA",21,36,7.71428571,9,2,0,6,6,0,6,1,1,7,0.333333333,0.444444444,0.407407407,0.36776032958711896,17170
"Total","Dinelson Lamet","LAD",3,11,0,1,0,0,1,0,0,0,0,0,3,0.1,0.09090909,0.1,0.08031757853247902,17186
"Total","Jalen Beeks","COL",43,141,6.12371134,39,5,0,25,22,5,11,1,0,21,0.307086614,0.357142857,0.464566929,0.3532437116122074,17192
"Total","Ranger Suarez","PHI",19,382,2.75704225,78,18,0,33,29,5,24,1,3,90,0.220963172,0.276315789,0.314447592,0.26268997088585805,17277
"Total","Michael Kopech","CHW",39,89,5.22580645,20,0,0,13,12,5,8,0,3,22,0.259740259,0.352272727,0.454545454,0.3548339232802391,17282
"Total","Framber Valdez","HOU",16,354,3.3878327,78,11,0,36,33,8,29,0,3,73,0.246056782,0.310734463,0.356466876,0.2954825353150987,17295
"Total","Emmanuel Ramirez","MIA",7,24,1.42105263,4,3,0,1,1,0,0,0,1,7,0.173913043,0.208333333,0.304347826,0.22411675502856573,17304
"Total","Justin Steele","CHC",15,311,3.13392857,68,15,0,33,26,7,17,0,1,67,0.234482758,0.279220779,0.358620689,0.28041405995170793,17312
"Total","Cole Tucker","LAA",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.44174668192863464,17326
"Total","Willi Castro","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17338
"Total","Erick Fedde","CHW",19,215,2.81595092,44,10,0,18,17,4,11,0,2,47,0.22,0.265116279,0.33,0.26208840192750443,17425
"Total","Jeff Hoffman","PHI",42,94,1.14084507,14,2,0,6,3,1,8,0,0,28,0.164705882,0.234042553,0.223529411,0.21076858360716638,17432
"Total","Jonathan Hernandez","TEX",23,88,2.38235294,15,2,0,8,6,1,12,0,0,21,0.197368421,0.306818181,0.263157894,0.26654149185527454,17464
"Total","Jack Flaherty","DET",17,186,3.08571429,41,4,2,18,16,7,7,0,1,62,0.230337078,0.26344086,0.393258426,0.2844983832810515,17479
"Total","Daniel Duarte","MIN",1,5,6.75000002,1,0,0,1,1,1,0,0,0,1,0.2,0.2,0.8,0.41158370971679686,17480
"Total","Genesis Cabrera","TOR",42,96,3.375,22,4,0,10,8,2,13,3,0,17,0.271604938,0.364583333,0.395061728,0.32455555854305146,17490
"Total","Diego Castillo","MIN",5,20,1.8,4,0,1,1,1,0,4,0,0,3,0.25,0.4,0.375,0.35027612149715426,17496
"Total","Ryan Burr","TOR",10,26,4.90909091,3,2,0,4,4,1,1,0,0,7,0.12,0.153846153,0.32,0.20246059619463408,17536
"Total","Jimmy Herget","ATL",5,17,6,6,1,0,2,2,0,2,0,0,3,0.4,0.470588235,0.466666666,0.4150271731264451,17556
"Total","Tanner Scott","MIA",40,119,1.72340426,14,0,0,6,6,2,15,2,1,28,0.138613861,0.256410256,0.198019801,0.212249203350233,17586
"Total","Mitch Keller","PIT",19,255,2.45454545,57,9,3,16,16,4,20,0,7,42,0.254464285,0.33201581,0.375,0.31387564198301715,17594
"Total","Cristian Javier","HOU",6,65,4.59574468,11,3,1,8,8,1,8,0,0,12,0.196428571,0.292307692,0.339285714,0.28073770633110634,17606
"Total","Tanner Rainey","WSN",24,71,7.04347826,18,2,0,12,12,4,6,0,1,11,0.28125,0.352112676,0.5,0.369165215693729,17610
"Total","Justin Lawrence","COL",32,95,4.56923077,23,3,1,13,11,2,9,0,1,23,0.2875,0.351063829,0.425,0.3344198319506138,17639
"Total","Jose Cuas","2 Tms",11,46,7.71428572,10,0,1,9,8,1,3,0,5,9,0.263157894,0.391304347,0.394736842,0.35645391111788544,17701
"Total","Trevor Megill","MIL",32,72,1.44642857,13,0,0,3,3,2,3,1,0,20,0.19402985,0.225352112,0.283582089,0.21734599471092225,17722
"Total","Nabil Crismatt","LAD",4,11,6.74999999,5,0,0,3,2,1,0,0,0,2,0.454545454,0.454545454,0.727272727,0.508353818546642,17732
"Total","Evan Phillips","LAD",32,73,0.47368421,12,2,0,2,1,1,5,0,0,22,0.176470588,0.232876712,0.25,0.21884009364533097,17734
"Total","Tyler Alexander","TBR",11,179,5.616,46,8,1,26,26,8,9,0,1,36,0.277108433,0.314606741,0.48192771,0.34087131364961687,17735
"Total","Drew Smith","NYM",17,43,0.87096774,9,2,1,2,1,0,4,0,0,14,0.243243243,0.302325581,0.351351351,0.28307166764902514,17755
"Total","Jose Alvarado","PHI",38,113,4.32,28,4,0,13,12,3,11,1,1,30,0.28,0.3539823,0.41,0.33375216328672,17780
"Total","Trey Wingenter","BOS",1,4,81.00000081,2,0,0,3,3,1,1,0,0,1,0.666666666,0.75,1.666666666,0.9078474193811417,17793
"Total","Dillon Tate","BAL",26,98,4.09090909,28,5,0,10,10,1,4,0,3,18,0.307692307,0.357142857,0.395604395,0.33375970928036436,17796
"Total","Adbert Alzolay","CHC",16,35,7.04347826,9,0,0,7,6,3,2,0,1,6,0.28125,0.342857142,0.5625,0.3878817524228777,17859
"Total","Nestor Cortes","NYY",20,386,3.92553191,93,23,0,42,41,17,19,0,3,84,0.256906077,0.298701298,0.461325966,0.3273190174783979,17874
"Total","Dennis Santana","2 Tms",34,123,5.85542169,35,13,1,19,18,2,7,0,2,22,0.309734513,0.360655737,0.495575221,0.36986951896401704,17878
"Total","Tayler Saucedo","SEA",29,57,2.76923077,14,0,0,4,4,1,6,2,0,12,0.274509803,0.350877192,0.333333333,0.29642260616475885,17888
"Total","Garrett Cleavinger","TBR",38,105,4.18309859,21,2,0,12,11,2,11,0,4,28,0.235955056,0.342857142,0.325842696,0.30596017894290745,17897
"Total","Trent Thornton","SEA",43,104,4.66666667,18,2,0,15,14,4,10,0,3,24,0.202247191,0.300970873,0.359550561,0.29527205170936954,17948
"Total","Tyler Jay","NYM",3,17,7.36363636,5,2,0,3,3,0,1,0,0,2,0.3125,0.352941176,0.4375,0.34450217906166525,17952
"Total","Brock Burke","TEX",8,23,6.23076924,6,2,0,3,3,0,4,0,0,4,0.333333333,0.434782608,0.444444444,0.3830419001371964,17968
"Total","Peter Lambert","COL",19,116,3.85714286,23,5,1,12,12,1,11,0,1,22,0.225490196,0.304347826,0.323529411,0.2816529305084892,17969
"Total","Logan Webb","SFG",21,264,4.33678756,73,9,0,34,31,5,8,1,2,47,0.289682539,0.314393939,0.384920634,0.30422160403356807,17995
"Total","Pete Fairbanks","TBR",35,75,1.89473684,14,2,0,4,4,2,8,1,0,17,0.212121212,0.297297297,0.333333333,0.2780369079276307,17998
"Total","Triston McKenzie","CLE",16,174,5.35135135,36,4,1,25,22,10,30,1,1,44,0.251748251,0.385057471,0.503496503,0.38433746209723413,18000
"Total","Phil Maton","2 Tms",44,91,2.45454545,18,3,1,6,6,3,9,0,1,22,0.225,0.311111111,0.4,0.31324913965331186,18064
"Total","Garrett Stubbs","PHI",1,4,53.99999973,1,0,0,4,4,1,1,0,0,0,0.333333333,0.5,1.333333333,0.6869740784168243,18067
"Total","Ryan Helsley","STL",39,96,1.5,16,1,0,6,4,0,8,0,0,29,0.186046511,0.25,0.197674418,0.2086485642939806,18138
"Total","Anthony Misiewicz","NYY",1,5,0,2,0,0,0,0,0,1,0,0,1,0.5,0.6,0.5,0.4913928985595703,18152
"Total","Tyler Kinley","COL",43,112,6.84,26,5,0,19,19,4,11,0,0,27,0.26,0.330357142,0.43,0.3315269175384726,18297
"Total","Carson Fulmer","LAA",25,113,3.46153846,19,6,0,10,10,3,14,1,2,34,0.195876288,0.309734513,0.350515463,0.29436622985771727,18311
"Total","Jacob Waguespack","TBR",3,26,3.375,8,2,0,3,2,1,3,0,0,7,0.347826086,0.423076923,0.565217391,0.42543837886590224,18318
"Total","Josh Sborz","TEX",10,25,2.57142857,2,0,0,3,2,0,2,0,0,5,0.086956521,0.16,0.086956521,0.1258776903152466,18323
"Total","Alex Young","2 Tms",5,9,0,1,0,0,0,0,0,0,0,0,1,0.111111111,0.111111111,0.111111111,0.09816592931747437,18333
"Total","Josh Staumont","MIN",21,54,0.675,7,0,0,2,1,0,7,0,0,8,0.155555555,0.259259259,0.155555555,0.20396847967748288,18335
"Total","Nick Anderson","KCR",32,75,6.6,23,7,0,11,11,5,7,1,1,14,0.343283582,0.413333333,0.671641791,0.455072344154925,18337
"Total","Michael Soroka","CHW",21,152,4.83962264,30,5,1,24,19,6,17,0,2,35,0.23076923,0.324503311,0.423076923,0.3265412122208551,18383
"Total","Enyel De Los Santos","SDP",40,104,2.84210526,25,7,0,8,8,6,5,0,1,32,0.25510204,0.298076923,0.510204081,0.3454498809117537,18403
"Total","Danny Young","NYM",17,43,6.51724138,7,3,0,8,7,2,5,1,1,13,0.194444444,0.309523809,0.444444444,0.3204400888303431,18439
"Total","Kenta Maeda","DET",16,151,6.42857143,41,9,0,26,25,8,10,0,0,25,0.290780141,0.337748344,0.524822695,0.37012796765131667,18498
"Total","Josh Rogers","COL",4,21,9,7,2,0,4,4,0,1,1,2,0,0.388888888,0.476190476,0.5,0.4187962979078293,18510
"Total","Phil Bickford","NYY",5,19,18.90000002,6,1,0,8,7,1,1,0,1,2,0.375,0.444444444,0.625,0.4589499632517497,18519
"Total","Dylan Cease","SDP",21,251,3.69473684,45,9,1,26,26,6,18,0,1,93,0.197368421,0.258064516,0.324561403,0.2581737750480252,18525
"Total","Sam Hentges","CLE",25,61,3.24,11,3,0,6,6,2,4,0,0,16,0.192982456,0.245901639,0.350877192,0.26148896920876424,18548
"Total","Logan Allen","ARI",12,81,4,18,3,0,8,8,2,8,0,1,14,0.25,0.333333333,0.375,0.31625162598527506,18555
"Total","A.J. Minter","ATL",28,62,2.87234042,10,0,0,5,5,3,6,1,0,17,0.181818181,0.262295081,0.345454545,0.26346830030282337,18655
"Total","Jake Woodford","CHW",2,27,12.46153847,11,4,0,6,6,0,2,0,1,4,0.458333333,0.518518518,0.625,0.493250275099719,18674
"Total","Freddy Peralta","MIL",19,211,4.7114094,41,4,0,27,26,7,18,0,7,63,0.224043715,0.314285714,0.360655737,0.3019538987250555,18679
"Total","Cody Poteet","NYY",4,45,3.27272727,9,2,0,4,4,1,4,0,1,10,0.225,0.311111111,0.35,0.29680131011539035,18769
"Total","Miguel Diaz","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18815
"Total","Pedro Avila","2 Tms",27,132,3.58163265,29,6,1,15,13,4,9,0,1,37,0.241666666,0.297709923,0.408333333,0.3069382705761276,18864
"Total","Danny Mendick","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18889
"Total","Kirby Snead","SEA",10,28,3.17647059,6,3,0,2,2,0,5,0,0,3,0.260869565,0.392857142,0.391304347,0.3526602749313627,19179
"Total","Jose Quijada","LAA",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3449888825416565,19200
"Total","Dakota Hudson","COL",17,203,4.62857143,47,12,0,29,24,2,19,0,4,26,0.264044943,0.346534653,0.365168539,0.3186234191502675,19206
"Total","Mitch White","3 Tms",12,57,3.64864865,14,2,2,5,5,0,6,1,0,11,0.28,0.357142857,0.4,0.3271120764992454,19225
"Total","Cole Irvin","BAL",19,304,5.10447761,85,23,3,44,38,11,18,0,3,47,0.304659498,0.349834983,0.52688172,0.3740866656350617,19244
"Total","Seranthony Dominguez","PHI",36,96,3.52173913,17,4,0,12,9,2,8,0,0,26,0.193181818,0.260416666,0.306818181,0.254023381198446,19249
"Total","Ian Hamilton","NYY",24,77,6.89361702,21,6,0,13,12,1,7,0,2,18,0.323076923,0.389610389,0.461538461,0.3668478897639683,19261
"Total","Jacob Webb","BAL",46,111,3.0375,22,9,0,11,9,2,11,0,0,24,0.22,0.297297297,0.37,0.29501239512417765,19274
"Total","Nick Hernandez","HOU",3,12,10.12499999,3,0,0,3,3,2,1,0,0,2,0.272727272,0.333333333,0.818181818,0.47410901884237927,19281
"Total","Zac Gallen","ARI",14,170,4.57627119,41,9,0,22,20,3,16,0,0,45,0.267973856,0.335294117,0.385620915,0.3185709634247948,19291
"Total","Trevor Richards","TOR",40,115,6.75,20,2,0,22,20,6,14,0,0,28,0.2,0.298245614,0.4,0.30811578558202374,19309
"Total","Cal Quantrill","COL",20,243,4.52694611,61,7,2,28,28,6,14,0,7,44,0.276018099,0.337448559,0.407239819,0.3279537624782986,19312
"Total","Matt Krook","BAL",1,5,26.99999987,1,0,0,3,2,1,1,0,0,1,0.25,0.4,1,0.5495792627334595,19315
"Total","Joey Lucchesi","NYM",1,13,3.375,2,0,0,1,1,0,3,0,0,2,0.222222222,0.416666666,0.222222222,0.3197433352470398,19320
"Total","Matt Festa","NYM",1,5,0,2,0,0,1,0,0,0,0,0,1,0.4,0.4,0.4,0.3533973455429077,19330
"Total","Richard Lovelady","2 Tms",15,33,11.57142857,11,3,0,10,9,1,1,1,0,7,0.354838709,0.375,0.548387096,0.38762873795724684,19337
"Total","A.J. Puk","MIA",28,118,4.33333333,23,9,0,18,13,2,13,0,1,26,0.221153846,0.313559322,0.365384615,0.30280520956395035,19343
"Total","Daulton Jefferies","2 Tms",5,32,3.52173913,8,4,0,3,3,0,1,0,1,5,0.266666666,0.3125,0.4,0.3117906115949154,19345
"Total","Caleb Ferguson","NYY",36,85,5.4,25,8,0,14,11,4,4,1,0,24,0.308641975,0.34117647,0.555555555,0.3791825948726563,19349
"Total","Dean Kremer","BAL",13,144,2.88349515,27,4,0,16,11,4,9,0,2,34,0.209302325,0.265734265,0.333333333,0.2636530511862748,19350
"Total","Lucas Erceg","OAK",34,84,3.375,19,4,0,8,8,1,3,0,1,24,0.2375,0.273809523,0.325,0.2648822296233404,19360
"Total","Corbin Burnes","BAL",20,281,3.42439024,67,11,1,29,26,10,14,0,0,67,0.251879699,0.288256227,0.413533834,0.30402007964157973,19361
"Total","Keegan Akin","BAL",40,119,3.94382022,21,5,0,13,13,4,9,1,1,35,0.2,0.262711864,0.361904761,0.26807525320949716,19362
"Total","Walker Buehler","LAD",8,84,6.05172414,19,1,0,14,13,6,7,0,1,13,0.253333333,0.321428571,0.506666666,0.35426792360487436,19374
"Total","Zach McKinstry","DET",3,5,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0.1379955530166626,19392
"Total","Colin Poche","TBR",26,66,2.45454545,9,1,0,5,5,3,4,1,0,13,0.147540983,0.196969696,0.311475409,0.21414146698438205,19403
"Total","Ronel Blanco","HOU",19,222,2.57142857,36,5,1,16,16,7,21,0,1,55,0.182741116,0.261261261,0.324873096,0.2604586914315954,19407
"Total","Dane Dunning","TEX",15,144,4.66363636,25,5,0,21,19,4,12,0,1,40,0.190839694,0.263888888,0.320610687,0.2615186745921771,19409
"Total","Shane Bieber","CLE",1,11,0,4,3,0,0,0,0,0,0,0,2,0.363636363,0.363636363,0.636363636,0.42341928590427746,19427
"Total","Yohan Ramirez","3 Tms",35,116,7.01298701,28,4,0,22,20,4,9,0,7,22,0.288659793,0.382608695,0.453608247,0.3668854744538017,19444
"Total","Patrick Sandoval","LAA",15,287,5.18181818,71,14,0,40,38,7,25,1,0,64,0.272030651,0.334494773,0.406130268,0.32430810736609506,19447
"Total","Shaun Anderson","2 Tms",4,25,15.75,12,4,0,8,7,1,0,0,1,4,0.5,0.52,0.791666666,0.5598288178443909,19453
"Total","Jorge Alcala","MIN",32,84,2.109375,11,1,1,6,5,1,6,0,3,18,0.148648648,0.238095238,0.229729729,0.21764848629633585,19459
"Total","Aaron Civale","2 Tms",19,224,4.78481013,55,7,0,29,28,11,16,0,2,40,0.269607843,0.32735426,0.465686274,0.3435634970664978,19479
"Total","Tyler Ferguson","OAK",19,56,0.57446808,6,2,0,1,1,0,6,0,0,19,0.122448979,0.218181818,0.163265306,0.18527125878767534,19481
"Total","Andrew Knizner","TEX",2,8,0,1,1,0,0,0,0,1,0,0,0,0.166666666,0.25,0.333333333,0.2435021698474884,19514
"Total","Jason Foley","DET",37,88,2.65573771,22,1,0,9,6,2,6,0,1,14,0.275,0.329545454,0.3625,0.3070603087544441,19531
"Total","Geoff Hartlieb","COL",5,23,5.78571428,7,3,1,4,3,1,2,0,0,4,0.333333333,0.391304347,0.714285714,0.45974395067795465,19558
"Total","David Bednar","PIT",34,73,3.375,18,3,0,7,6,1,3,0,2,16,0.268656716,0.319444444,0.358208955,0.3015730232000351,19569
"Total","JoJo Romero","STL",42,109,3.7125,24,5,0,12,11,4,6,0,2,17,0.242424242,0.296296296,0.414141414,0.3088566589134711,19574
"Total","Forrest Whitley","HOU",1,3,0,1,1,0,0,0,0,1,0,1,0,1,1,2,0.8897357781728109,19586
"Total","Guillermo Zuniga","LAA",3,12,3.85714286,3,0,0,1,1,0,1,0,1,1,0.333333333,0.416666666,0.333333333,0.3384706526994705,19588
"Total","Cionel Perez","BAL",32,70,6.06122449,12,4,0,11,11,0,9,0,1,17,0.20338983,0.318840579,0.27118644,0.2758129731468532,19614
"Total","Jordan Hicks","SFG",19,214,4.19254658,50,11,2,27,25,7,12,0,2,50,0.251256281,0.29906542,0.432160804,0.31617309334122135,19618
"Total","Gregory Soto","PHI",38,95,4.33928571,23,4,1,11,9,0,14,2,3,26,0.306666666,0.425531914,0.386666666,0.35840731859207153,19677
"Total","Sixto Sanchez","MIA",12,73,7.41176471,23,5,0,17,14,1,3,0,1,11,0.343283582,0.38028169,0.462686567,0.3684313658257605,19680
"Total","Josh Rojas","SEA",2,5,26.99999987,1,0,0,2,2,1,2,0,0,0,0.333333333,0.6,1.333333333,0.687574815750122,19734
"Total","Caleb Boushley","MIN",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19736
"Total","Anthony Bender","MIA",41,101,3.375,24,5,1,10,9,1,4,0,3,27,0.258064516,0.306930693,0.365591397,0.2959021382992811,19742
"Total","Jonathan Loaisiga","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19753
"Total","Will Vest","DET",43,114,2.54117647,28,6,1,8,8,2,4,0,1,27,0.261682242,0.292035398,0.392523364,0.2966962910331456,19769
"Total","Keegan Thompson","CHC",13,47,0,4,0,0,0,0,0,9,0,0,17,0.108108108,0.282608695,0.108108108,0.21182115959084552,19795
"Total","Bryan Baker","BAL",13,38,0.84375,6,2,0,1,1,1,3,0,0,9,0.171428571,0.236842105,0.314285714,0.24458976638944527,19804
"Total","Gerson Garabito","TEX",4,12,0,1,0,0,0,0,0,1,0,0,2,0.09090909,0.166666666,0.09090909,0.13112259407838187,19835
"Total","Michael King","SDP",19,211,3.05660377,40,9,0,23,18,5,16,0,0,67,0.207253886,0.267942583,0.331606217,0.266135984630676,19853
