Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Brian Anderson","ATL",2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18289
"Total","Dansby Swanson","CHC",32,57,50,9,5,3,0,1,8,4,6,0,16,1,0,0,0,1,2,0.18,18314
"Total","Kyle Tucker","HOU",47,86,72,15,5,5,0,5,9,13,13,0,12,0,1,0,2,2,0,0.208333333,18345
"Total","Daz Cameron","OAK",11,22,17,4,0,2,0,2,4,4,5,0,5,0,0,0,0,0,0,0.235294117,18353
"Total","Austin Riley","ATL",35,93,80,14,7,4,0,3,12,7,12,0,19,1,0,0,1,0,0,0.175,18360
"Total","Victor Robles","2 Tms",12,27,23,6,4,2,0,0,2,1,2,0,6,1,0,1,0,2,0,0.260869565,18363
"Total","Ryan Mountcastle","BAL",39,94,88,25,14,7,0,4,15,8,6,0,17,0,0,0,5,1,0,0.284090909,18373
"Total","Juan Yepez","WSN",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18400
"Total","Ronald Acuna Jr.","ATL",19,49,43,10,6,2,0,2,7,5,6,0,9,0,0,0,0,3,1,0.232558139,18401
"Total","Ali Sanchez","MIA",4,7,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.166666666,18551
"Total","Trent Grisham","NYY",18,21,19,4,3,1,0,0,2,3,1,0,7,1,0,0,0,0,0,0.210526315,18564
"Total","Luis Arraez","2 Tms",63,143,136,41,36,4,1,0,17,8,3,0,15,4,0,0,6,0,1,0.301470588,18568
"Total","Ke'Bryan Hayes","PIT",29,60,51,16,11,2,0,3,6,8,6,0,9,1,2,0,0,3,0,0.31372549,18577
"Total","Jared Walsh","TEX",3,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,18607
"Total","Ramon Urias","BAL",29,43,38,9,6,3,0,0,5,3,3,0,6,2,0,0,0,0,0,0.236842105,18795
"Total","Andy Ibanez","DET",37,73,67,25,18,4,1,2,16,15,3,0,15,2,1,0,0,1,0,0.373134328,18819
"Total","Jose Azocar","SDP",23,40,37,7,6,1,0,0,7,0,2,0,9,0,0,1,0,2,1,0.189189189,18821
"Total","Josh Naylor","CLE",57,104,96,21,9,7,0,5,14,19,7,1,26,1,0,0,3,1,1,0.21875,18839
"Total","Jahmai Jones","NYY",12,20,18,6,3,1,1,1,4,1,2,0,6,0,0,0,0,0,0,0.333333333,18872
"Total","Brandon Lowe","TBR",16,28,27,9,5,2,0,2,4,7,1,0,8,0,0,0,0,0,0,0.333333333,18882
"Total","Seby Zavala","SEA",9,17,15,3,1,1,0,1,2,1,1,0,6,0,0,1,1,0,0,0.2,18887
"Total","Danny Mendick","CHW",29,50,44,12,7,3,0,2,4,5,5,0,9,0,0,1,0,4,0,0.272727272,18889
"Total","Leody Taveras","TEX",45,80,71,14,12,1,0,1,9,4,9,0,15,0,0,0,2,1,1,0.197183098,18900
"Total","Estevan Florial","CLE",11,14,13,4,1,3,0,0,0,3,1,0,5,0,0,0,1,0,0,0.307692307,19151
"Total","Will Smith","LAD",43,85,72,22,9,7,0,6,11,13,11,3,11,1,1,0,3,0,0,0.305555555,19197
"Total","Lourdes Gurriel Jr.","ARI",37,94,92,31,23,5,0,3,14,12,2,0,16,0,0,0,3,1,0,0.336956521,19238
"Total","Pete Alonso","NYM",44,98,88,22,9,7,0,6,14,16,8,1,24,2,0,0,0,1,0,0.25,19251
"Total","Cavan Biggio","2 Tms",14,16,15,4,4,0,0,0,3,0,1,0,5,0,0,0,1,0,0,0.266666666,19252
"Total","Jake Fraley","CIN",22,32,31,9,8,0,0,1,6,2,1,0,3,0,0,0,0,2,2,0.29032258,19260
"Total","Garrett Hampson","KCR",37,70,64,16,9,6,1,0,4,7,5,0,16,0,0,1,1,3,2,0.25,19262
"Total","Adolis Garcia","TEX",53,106,92,22,11,7,0,4,12,16,9,1,27,2,3,0,4,0,1,0.239130434,19287
"Total","Randy Arozarena","TBR",38,85,70,13,6,5,0,2,10,6,13,0,15,2,0,0,1,3,2,0.185714285,19290
"Total","Armando Alvarez","OAK",3,6,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,19292
"Total","Nick Senzel","WSN",30,66,58,12,6,3,0,3,6,7,8,1,8,0,0,0,5,1,3,0.206896551,19293
"Total","Alex Call","WSN",5,11,8,3,2,1,0,0,3,1,2,0,3,1,0,0,0,1,0,0.375,19296
"Total","Matt Thaiss","LAA",7,8,8,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.125,19318
"Total","Bryan Reynolds","PIT",52,107,103,28,20,4,0,4,7,16,3,0,18,0,1,0,1,2,0,0.27184466,19326
"Total","Nicky Lopez","CHW",27,36,33,9,9,0,0,0,5,1,0,0,4,1,0,2,0,1,1,0.272727272,19339
"Total","Eli White","ATL",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19346
"Total","Sean Murphy","ATL",15,34,31,5,2,2,0,1,3,3,2,0,10,1,0,0,0,0,0,0.161290322,19352
"Total","Luke Raley","SEA",31,36,34,7,5,1,0,1,4,1,2,0,12,0,0,0,0,0,0,0.205882352,19354
"Total","Weston Wilson","PHI",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19358
"Total","Austin Hays","BAL",30,54,50,19,11,7,0,1,8,7,3,1,16,1,0,0,1,0,0,0.38,19363
"Total","Zach McKinstry","DET",9,10,10,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0.1,19392
"Total","Brian Serven","TOR",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19422
"Total","Jake Rogers","DET",25,51,46,9,6,2,0,1,8,3,5,0,13,0,0,0,2,0,0,0.195652173,19452
"Total","Andruw Monasterio","MIL",18,37,34,5,4,0,0,1,5,4,3,0,7,0,0,0,1,1,1,0.147058823,19455
"Total","Cooper Hummel","HOU",4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19458
"Total","Andrew Knizner","TEX",11,24,23,4,3,1,0,0,2,2,0,0,5,0,1,0,2,0,0,0.173913043,19514
"Total","TJ Friedl","CIN",22,35,28,7,6,1,0,0,4,3,3,0,7,4,0,0,0,4,0,0.25,19522
"Total","Yordan Alvarez","HOU",58,116,103,38,24,8,1,5,14,15,8,1,19,3,2,0,1,0,0,0.368932038,19556
"Total","Zack Short","3 Tms",14,24,19,1,1,0,0,0,2,1,4,0,9,0,0,1,0,0,0,0.052631578,19562
"Total","Nathaniel Lowe","TEX",43,88,77,22,18,3,0,1,8,13,10,0,23,0,1,0,2,0,0,0.285714285,19566
"Total","Chas McCormick","HOU",22,45,42,8,6,1,1,0,3,3,3,0,11,0,0,0,0,1,0,0.19047619,19599
"Total","Bryan De La Cruz","MIA",56,123,116,33,19,10,0,4,11,19,5,0,34,1,1,0,2,0,0,0.284482758,19600
"Total","Otto Lopez","MIA",26,50,48,10,7,3,0,0,5,2,0,0,7,0,0,1,1,0,0,0.208333333,19608
"Total","Keibert Ruiz","WSN",32,61,56,12,10,1,0,1,5,2,3,0,7,1,1,0,3,0,0,0.214285714,19610
"Total","Vladimir Guerrero Jr.","TOR",32,67,58,17,11,3,0,3,7,19,9,1,8,0,0,0,4,1,0,0.293103448,19611
"Total","Bo Bichette","TOR",28,60,57,9,7,2,0,0,4,2,3,0,9,0,0,0,2,0,0,0.157894736,19612
"Total","Brent Rooker","OAK",35,67,61,16,5,4,0,7,11,16,5,0,20,0,1,0,0,1,1,0.262295081,19627
"Total","Edward Olivares","PIT",37,81,71,14,8,3,0,3,9,12,7,0,19,1,2,0,2,0,0,0.197183098,19698
"Total","Fernando Tatis Jr.","SDP",47,106,86,20,16,4,0,0,11,3,18,0,26,2,0,0,0,3,1,0.232558139,19709
"Total","Josh Rojas","SEA",23,28,25,2,2,0,0,0,0,1,3,0,12,0,0,0,1,0,0,0.08,19734
"Total","Shohei Ohtani","LAD",57,120,109,34,23,4,0,7,14,16,10,0,26,0,1,0,2,4,0,0.311926605,19755
"Total","Dairon Blanco","KCR",19,40,37,10,6,3,0,1,8,3,2,0,8,0,1,0,0,3,0,0.27027027,19779
"Total","Zach Remillard","CHW",11,23,20,5,4,0,1,0,3,1,2,0,5,0,0,1,1,1,0,0.25,19788
"Total","Jhonny Pereda","MIA",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19802
"Total","Jason Delay","PIT",2,3,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.333333333,19806
"Total","Joshua Palacios","PIT",2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,19818
"Total","Abraham Toro","OAK",31,71,67,21,14,5,1,1,8,3,2,1,8,1,0,1,1,2,1,0.313432835,19844
"Total","Luis Rengifo","LAA",29,53,50,19,13,5,0,1,11,2,2,0,8,1,0,0,2,6,0,0.38,19858
"Total","Rene Pinto","TBR",11,22,21,3,1,1,0,1,1,3,1,0,13,0,0,0,0,0,0,0.142857142,19859
"Total","Riley Adams","WSN",16,35,31,5,3,2,0,0,2,0,3,1,11,1,0,0,0,0,0,0.161290322,19864
"Total","Emmanuel Rivera","MIA",36,75,69,16,12,4,0,0,6,6,5,0,15,1,0,0,2,0,0,0.231884057,19890
"Total","Pavin Smith","ARI",2,5,5,2,0,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0.4,19892
"Total","Connor Wong","BOS",42,84,73,24,18,3,0,3,10,11,10,0,15,1,0,0,0,1,1,0.328767123,19896
"Total","Gavin Sheets","CHW",24,38,32,6,3,1,1,1,1,8,3,0,11,1,2,0,0,0,0,0.1875,19901
"Total","Jesus Sanchez","MIA",33,46,43,3,2,0,0,1,4,2,2,0,11,0,0,1,2,0,0,0.069767441,19913
"Total","Daulton Varsho","TOR",32,55,49,13,9,3,0,1,11,4,6,0,8,0,0,0,0,4,0,0.265306122,19918
"Total","Blake Perkins","MIL",43,76,69,17,13,2,0,2,7,8,7,0,14,0,0,0,2,3,1,0.246376811,19921
"Total","Ryan McKenna","2 Tms",6,12,12,2,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0.166666666,19928
"Total","Luke Williams","ATL",5,7,6,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0.166666666,19931
"Total","Cristian Pache","PHI",32,71,61,13,8,4,1,0,5,4,10,0,26,0,0,0,0,0,0,0.213114754,19948
"Total","Andres Gimenez","CLE",54,99,93,23,19,3,0,1,11,11,1,0,12,4,1,0,2,2,0,0.247311827,19950
"Total","Josh Lowe","TBR",9,13,13,2,0,2,0,0,1,1,0,0,7,0,0,0,0,0,0,0.153846153,19953
"Total","Gavin Lux","LAD",14,15,14,3,3,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0.214285714,19955
"Total","Mickey Moniak","LAA",15,14,14,1,1,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0.071428571,19956
"Total","Taylor Trammell","2 Tms",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19960
"Total","Eguy Rosario","SDP",18,29,29,9,2,5,0,2,3,3,0,0,13,0,0,0,0,0,0,0.310344827,19964
"Total","Bobby Dalbec","BOS",20,38,35,4,4,0,0,0,1,4,3,0,20,0,0,0,1,0,0,0.114285714,19966
"Total","Santiago Espinal","CIN",45,85,71,15,12,1,0,2,10,13,8,0,8,0,3,3,2,2,0,0.211267605,19997
"Total","Bryce Johnson","SDP",5,9,6,0,0,0,0,0,1,0,2,0,2,0,0,1,0,1,0,0,20002
"Total","Keston Hiura","LAA",2,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,20003
"Total","Miles Mastrobuoni","CHC",6,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20017
"Total","Isaac Paredes","TBR",38,82,73,22,13,6,1,2,6,12,8,0,13,1,0,0,0,0,0,0.301369863,20036
"Total","Luis Robert Jr.","CHW",15,30,23,6,3,2,0,1,6,2,7,1,7,0,0,0,1,0,0,0.260869565,20043
"Total","Alan Trejo","COL",10,22,22,2,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0.09090909,20056
"Total","Juan Soto","NYY",51,111,87,26,16,4,1,5,19,21,21,0,14,1,2,0,0,1,1,0.298850574,20123
"Total","Dylan Carlson","STL",36,71,62,13,9,4,0,0,7,6,6,0,15,1,2,0,0,0,0,0.209677419,20126
"Total","Matthew Batten","SDP",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20157
"Total","Miguel Vargas","LAD",13,22,20,9,5,2,0,2,4,4,2,0,2,0,0,0,0,0,0,0.45,20178
"Total","Brandon Marsh","PHI",33,50,43,7,6,1,0,0,2,2,5,0,22,0,2,0,1,2,0,0.162790697,20202
"Total","Jo Adell","LAA",43,66,60,14,4,3,0,7,9,14,6,1,13,0,0,0,3,2,1,0.233333333,20220
"Total","Ben Rortvedt","TBR",18,21,17,4,3,1,0,0,4,4,4,0,5,0,0,0,1,0,0,0.235294117,20287
"Total","Jake Meyers","HOU",37,74,66,16,9,5,1,1,7,5,6,0,15,2,0,0,0,3,0,0.242424242,20308
"Total","Corey Julks","CHW",24,44,39,12,8,3,0,1,4,3,5,0,13,0,0,0,0,2,1,0.307692307,20311
"Total","Stuart Fairchild","CIN",57,101,89,26,19,3,0,4,16,19,12,0,21,0,0,0,1,7,1,0.292134831,20321
"Total","Alex Kirilloff","MIN",8,7,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.166666666,20325
"Total","Ernie Clement","TOR",38,64,59,17,10,4,1,2,8,6,2,0,4,1,0,2,2,3,0,0.288135593,20352
"Total","Luis Garcia Jr.","WSN",41,54,51,11,8,3,0,0,3,6,3,0,10,0,0,0,2,3,1,0.215686274,20391
"Total","Royce Lewis","MIN",15,27,22,8,5,2,0,1,5,5,4,1,3,0,1,0,0,0,0,0.363636363,20437
"Total","Jazz Chisholm Jr.","MIA",54,116,105,30,23,5,1,1,8,12,9,0,28,2,0,0,0,4,2,0.285714285,20454
"Total","William Contreras","MIL",49,90,80,29,22,5,0,2,14,12,9,0,15,0,1,0,0,1,0,0.3625,20503
"Total","Nick Madrigal","CHC",17,31,28,7,5,2,0,0,2,5,1,0,4,1,0,1,0,1,0,0.25,20521
"Total","Nolan Jones","COL",24,52,47,9,6,2,0,1,4,2,4,0,22,1,0,0,0,2,0,0.191489361,20529
"Total","Vidal Brujan","MIA",27,46,40,10,7,2,1,0,5,5,4,1,9,2,0,0,1,2,0,0.25,20536
"Total","Jose Miranda","MIN",43,82,78,20,14,4,0,2,7,14,2,0,13,1,1,0,3,0,0,0.256410256,20538
"Total","Elehuris Montero","COL",27,59,54,9,9,0,0,0,4,6,4,0,12,0,1,0,2,0,0,0.166666666,20543
"Total","Kody Clemens","PHI",7,8,7,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0.142857142,20572
"Total","Ivan Herrera","STL",36,62,55,14,12,1,0,1,9,6,5,0,13,1,1,0,0,3,0,0.254545454,20599
"Total","Leo Rivas","SEA",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21009
"Total","Trey Cabbage","HOU",8,7,7,1,1,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0.142857142,21078
"Total","Sean Bouchard","COL",18,31,26,6,5,0,0,1,6,3,4,0,10,0,1,0,0,2,0,0.23076923,21270
"Total","Lars Nootbaar","STL",25,52,49,9,5,4,0,0,1,4,3,0,15,0,0,0,0,0,0,0.183673469,21454
"Total","Nico Hoerner","CHC",39,67,58,15,12,3,0,0,11,4,7,1,9,2,0,0,1,1,0,0.258620689,21479
"Total","Trevor Larnach","MIN",8,8,8,2,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0.25,21501
"Total","Jonathan India","CIN",49,105,88,26,19,5,1,1,14,7,14,0,19,2,1,0,2,1,1,0.295454545,21523
"Total","Joey Bart","PIT",15,26,22,8,7,1,0,0,1,0,4,0,7,0,0,0,1,0,0,0.363636363,21524
"Total","Cal Raleigh","SEA",45,80,69,9,3,0,0,6,9,13,7,1,22,2,2,0,3,2,0,0.130434782,21534
"Total","Nick Fortes","MIA",28,49,48,7,4,3,0,0,4,3,1,0,7,0,0,0,1,0,0,0.145833333,21538
"Total","Matt Vierling","DET",45,79,75,20,15,3,0,2,7,12,3,0,14,0,1,0,1,0,0,0.266666666,21558
"Total","Romy Gonzalez","BOS",29,47,40,12,8,3,0,1,4,3,5,0,10,1,1,0,0,2,2,0.3,21562
"Total","Cesar Salazar","HOU",5,6,5,2,2,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0.4,21587
"Total","Kyle Isbel","KCR",19,32,30,6,4,1,1,0,2,4,1,0,8,1,0,0,0,0,1,0.2,21614
"Total","Alec Bohm","PHI",55,109,103,27,14,9,0,4,10,19,6,0,10,0,0,0,4,1,1,0.262135922,21618
"Total","Jake McCarthy","ARI",22,47,42,17,16,1,0,0,8,3,5,0,9,0,0,0,0,6,1,0.404761904,21622
"Total","Jeremy Pena","HOU",45,94,87,25,16,6,1,2,11,8,3,0,8,1,1,2,1,4,0,0.287356321,21636
"Total","Rafael Marchan","PHI",11,22,21,6,3,1,0,2,4,2,0,0,3,0,0,1,1,0,0,0.285714285,21646
"Total","Miguel Amaya","CHC",27,47,45,6,3,2,1,0,1,6,0,0,10,0,1,1,1,0,0,0.133333333,21693
"Total","Oswaldo Cabrera","NYY",34,53,49,10,7,3,0,0,5,5,4,0,9,0,0,0,1,0,0,0.204081632,21707
"Total","Oneil Cruz","PIT",49,74,72,11,7,1,0,3,7,10,2,0,26,0,0,0,2,0,0,0.152777777,21711
"Total","Enmanuel Valdez","BOS",20,33,29,3,2,1,0,0,1,0,3,0,8,0,0,1,0,0,0,0.103448275,21716
"Total","Jair Camargo","MIN",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21730
"Total","Jose Fermin","STL",24,37,35,4,4,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0.114285714,21746
"Total","Esteury Ruiz","OAK",16,32,26,7,4,1,0,2,5,7,4,0,10,1,1,0,0,1,3,0.269230769,21780
"Total","Jonathan Aranda","TBR",6,7,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.142857142,21837
"Total","Freddy Fermin","KCR",29,57,51,20,14,6,0,0,8,5,5,1,8,1,0,0,2,0,0,0.392156862,21840
"Total","Will Benson","CIN",32,56,45,5,3,1,0,1,3,6,8,0,17,1,1,1,2,3,1,0.111111111,21853
"Total","Bo Naylor","CLE",34,47,43,8,4,3,0,1,6,5,4,0,16,0,0,0,0,0,0,0.186046511,21865
"Total","Christopher Morel","CHC",42,75,61,11,7,0,0,4,8,9,9,2,15,3,2,0,3,1,1,0.180327868,21897
"Total","Grant Koch","PIT",1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,22045
"Total","Dane Myers","MIA",27,54,47,12,6,4,1,1,7,8,2,0,17,3,2,0,0,0,0,0.255319148,22054
"Total","Ryan Vilade","DET",2,6,6,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0.166666666,22165
"Total","Akil Baddoo","DET",5,5,5,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0.2,22168
"Total","Mark Vientos","NYM",32,71,65,22,11,6,0,5,10,16,6,0,18,0,0,0,0,0,0,0.338461538,22184
"Total","Brice Turang","MIL",45,67,60,16,13,2,1,0,7,8,7,0,14,0,0,0,1,8,1,0.266666666,22186
"Total","MJ Melendez","KCR",30,41,40,5,5,0,0,0,2,2,1,0,11,0,0,0,1,0,0,0.125,22197
"Total","Sam Huff","TEX",1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22209
"Total","Luis Campusano","SDP",33,53,50,4,2,1,0,1,3,2,3,0,7,0,0,0,1,0,0,0.08,22217
"Total","Jack Suwinski","PIT",22,29,27,6,4,1,0,1,2,1,1,0,15,0,0,1,0,0,0,0.222222222,22244
"Total","Bubba Thompson","CIN",6,14,14,2,1,1,0,0,1,0,0,0,7,0,0,0,1,1,0,0.142857142,22261
"Total","Nolan Gorman","STL",54,90,82,17,9,4,0,4,11,14,8,0,34,0,0,0,1,0,1,0.207317073,22263
"Total","Xavier Edwards","MIA",4,7,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,22266
"Total","Samad Taylor","SEA",2,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,22274
"Total","Jake Burger","MIA",36,80,74,12,9,3,0,0,3,2,5,0,18,0,1,0,0,0,1,0.162162162,22275
"Total","Nick Allen","OAK",13,26,24,4,3,0,0,1,3,1,1,0,7,0,0,1,0,0,0,0.166666666,22277
"Total","Taylor Walls","TBR",13,23,22,5,4,1,0,0,1,0,1,0,12,0,0,0,0,0,0,0.227272727,22458
"Total","Buddy Kennedy","DET",5,7,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,22505
"Total","Triston Casas","BOS",12,24,21,6,3,1,0,2,5,3,3,0,7,0,0,0,2,0,0,0.285714285,22514
"Total","Heliot Ramos","SFG",27,66,52,21,10,6,0,5,9,12,12,2,14,1,1,0,0,0,0,0.403846153,22515
"Total","Johnathan Rodriguez","CLE",11,25,19,3,2,1,0,0,3,2,6,0,6,0,0,0,1,0,0,0.157894736,22530
"Total","Tyler Freeman","CLE",44,85,70,12,5,5,0,2,14,8,10,1,15,3,1,1,2,0,3,0.171428571,22532
"Total","Lawrence Butler","OAK",15,20,18,1,0,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0.055555555,22542
"Total","Michael Siani","STL",41,68,59,9,7,0,1,1,6,2,3,0,19,1,0,5,0,4,1,0.152542372,22557
"Total","Jarred Kelenic","ATL",26,54,52,14,11,2,0,1,7,6,1,0,15,0,1,0,0,0,1,0.269230769,22558
"Total","Gabriel Arias","CLE",30,62,59,14,9,3,0,2,6,5,3,0,21,0,0,0,2,2,1,0.237288135,22563
"Total","Alejandro Kirk","TOR",26,45,41,8,4,4,0,0,2,3,4,0,10,0,0,0,2,0,0,0.195121951,22581
"Total","Gabriel Moreno","ARI",39,77,70,19,13,6,0,0,5,10,6,1,9,0,1,0,2,1,1,0.271428571,22664
"Total","Maikel Garcia","KCR",33,78,73,18,8,6,3,1,12,11,4,0,4,0,0,1,0,7,0,0.246575342,22715
"Total","Geraldo Perdomo","ARI",18,28,26,9,7,1,1,0,2,4,0,0,4,0,0,2,0,0,0,0.346153846,22799
"Total","Alexander Canario","CHC",3,7,7,3,2,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0.428571428,22842
"Total","Wenceel Perez","DET",39,62,57,16,12,2,1,1,7,5,5,0,13,0,0,0,2,1,0,0.280701754,22857
"Total","Lenyn Sosa","CHW",23,46,43,12,8,2,0,2,3,8,3,1,7,0,0,0,0,0,0,0.279069767,22896
"Total","Yainer Diaz","HOU",41,82,76,21,15,4,0,2,10,11,4,0,11,1,1,0,1,0,0,0.276315789,23003
"Total","Ryan Noda","OAK",10,17,14,2,1,0,0,1,1,1,3,0,4,0,0,0,0,0,0,0.142857142,23312
"Total","Nelson Velazquez","KCR",38,69,60,15,10,3,1,1,10,7,7,0,19,1,1,0,1,1,0,0.25,23359
"Total","Jose Caballero","TBR",31,58,51,13,6,5,0,2,12,6,3,0,23,2,0,2,0,3,2,0.25490196,23401
"Total","Luis Vazquez","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23442
"Total","Davis Schneider","TOR",39,75,65,13,9,2,0,2,7,9,7,0,24,0,3,0,0,2,0,0.2,23565
"Total","Brayan Rocchio","CLE",42,73,64,10,7,2,0,1,10,4,6,0,19,1,1,1,1,2,0,0.15625,23690
"Total","Julio Rodriguez","SEA",49,98,91,25,20,3,0,2,10,9,6,0,25,1,0,0,0,2,0,0.274725274,23697
"Total","Ezequiel Duran","TEX",32,65,59,14,13,1,0,0,4,4,5,0,14,0,1,0,1,0,1,0.237288135,23733
"Total","Wilyer Abreu","BOS",26,33,30,5,4,1,0,0,3,2,3,0,11,0,0,0,0,0,0,0.166666666,23772
"Total","Leo Jimenez","TOR",1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23782
"Total","Blaze Alexander","ARI",35,80,70,22,15,5,0,2,13,8,7,0,22,2,0,1,0,2,0,0.314285714,23789
"Total","Alek Thomas","ARI",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23792
"Total","Parker Meadows","DET",11,13,12,2,2,0,0,0,2,0,0,0,6,1,0,0,0,0,1,0.166666666,23800
"Total","Ji Hwan Bae","PIT",2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,23818
"Total","Jorge Barrosa","ARI",3,7,7,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.285714285,23968
"Total","Curtis Mead","TBR",14,30,26,9,8,1,0,0,3,2,3,0,6,1,0,0,0,0,0,0.346153846,23986
"Total","Ezequiel Tovar","COL",56,108,99,25,17,4,0,4,14,11,7,0,33,0,1,0,2,1,2,0.252525252,24064
"Total","Jhonkensy Noel","CLE",6,9,7,1,0,0,0,1,1,3,1,0,4,0,1,0,0,0,0,0.142857142,24257
"Total","Ceddanne Rafaela","BOS",47,85,78,19,12,4,1,2,12,8,6,1,26,0,0,1,0,1,1,0.243589743,24262
"Total","Johan Rojas","PHI",34,58,56,11,10,1,0,0,5,3,1,0,13,0,0,1,1,4,0,0.196428571,24336
"Total","Max Schuemann","OAK",32,56,45,9,4,3,0,2,9,10,8,0,11,0,1,2,1,0,0,0.2,24488
"Total","Richie Palacios","TBR",22,23,22,7,6,1,0,0,4,3,1,0,7,0,0,0,0,2,0,0.318181818,24589
"Total","Jonathan Ornelas","TEX",2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,24597
"Total","Addison Barger","TOR",5,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24598
"Total","Steven Kwan","CLE",43,79,73,31,26,2,0,3,17,6,6,0,9,0,0,0,1,2,2,0.424657534,24610
"Total","Jarren Duran","BOS",60,124,109,27,22,4,0,1,14,11,11,0,32,2,1,1,0,5,1,0.247706422,24617
"Total","Ryan Jeffers","MIN",41,78,72,18,9,5,0,4,8,9,4,0,19,2,0,0,2,0,0,0.25,24618
"Total","Owen Miller","MIL",11,19,19,3,2,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0.157894736,24655
"Total","Brendan Donovan","STL",59,108,98,25,17,7,1,0,12,8,6,0,10,2,2,0,0,0,0,0.25510204,24679
"Total","Jonah Bride","MIA",3,6,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,24703
"Total","Logan O'Hoppe","LAA",41,66,60,12,7,2,0,3,6,8,5,0,18,1,0,0,2,0,1,0.2,24729
"Total","James Outman","LAD",7,9,8,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.25,24770
"Total","David Villar","SFG",4,8,8,3,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0.375,24782
"Total","Andy Pages","LAD",36,67,62,21,15,4,0,2,11,6,4,0,16,0,1,0,1,0,1,0.338709677,24816
"Total","David Fry","CLE",47,94,68,20,10,5,0,5,12,18,22,4,22,4,0,0,2,1,0,0.294117647,24934
"Total","Vinny Capra","MIL",1,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.25,25040
"Total","Levi Jordan","CIN",4,6,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,25138
