Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Brian Anderson","ATL",2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18289
"Total","Dansby Swanson","CHC",42,70,62,15,10,3,0,2,12,6,7,1,17,1,0,0,0,1,2,0.241935483,18314
"Total","Edwin Rios","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18316
"Total","Kyle Tucker","HOU",47,86,72,15,5,5,0,5,9,13,13,0,12,0,1,0,2,2,0,0.208333333,18345
"Total","Daz Cameron","OAK",17,36,29,8,2,2,0,4,7,7,7,0,8,0,0,0,0,1,0,0.275862068,18353
"Total","Austin Riley","ATL",41,101,87,17,9,5,0,3,13,7,13,0,22,1,0,0,1,0,0,0.195402298,18360
"Total","Victor Robles","2 Tms",21,45,38,11,9,2,0,0,5,1,5,0,7,1,0,1,0,7,0,0.289473684,18363
"Total","Ryan Mountcastle","BAL",48,110,103,31,19,8,0,4,15,10,7,0,20,0,0,0,6,2,0,0.300970873,18373
"Total","Juan Yepez","WSN",11,22,20,9,6,3,0,0,5,2,2,0,3,0,0,0,0,0,0,0.45,18400
"Total","Ronald Acuna Jr.","ATL",19,49,43,10,6,2,0,2,7,5,6,0,9,0,0,0,0,3,1,0.232558139,18401
"Total","Ali Sanchez","MIA",8,13,11,1,1,0,0,0,1,0,1,0,4,0,0,1,1,0,0,0.09090909,18551
"Total","Trent Grisham","NYY",25,29,27,6,4,2,0,0,2,3,1,0,8,1,0,0,0,1,0,0.222222222,18564
"Total","Luis Arraez","2 Tms",72,159,150,44,38,4,1,1,19,11,4,0,16,4,0,1,6,1,1,0.293333333,18568
"Total","Ke'Bryan Hayes","PIT",38,72,61,18,13,2,0,3,9,8,7,0,10,2,2,0,2,4,1,0.295081967,18577
"Total","Jared Walsh","TEX",3,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,18607
"Total","Ramon Urias","BAL",34,51,46,10,7,3,0,0,5,4,3,0,9,2,0,0,0,0,0,0.217391304,18795
"Total","Andy Ibanez","DET",45,87,79,29,19,5,1,4,19,18,5,0,16,2,1,0,0,1,0,0.367088607,18819
"Total","Jose Azocar","SDP",23,40,37,7,6,1,0,0,7,0,2,0,9,0,0,1,0,2,1,0.189189189,18821
"Total","Josh Naylor","CLE",66,122,110,23,11,7,0,5,15,19,10,1,28,2,0,0,3,1,1,0.209090909,18839
"Total","Jahmai Jones","NYY",14,25,23,7,4,1,1,1,4,2,2,0,9,0,0,0,0,0,0,0.304347826,18872
"Total","Brandon Lowe","TBR",22,41,38,14,7,5,0,2,5,10,3,0,10,0,0,0,0,0,0,0.368421052,18882
"Total","Seby Zavala","SEA",9,17,15,3,1,1,0,1,2,1,1,0,6,0,0,1,1,0,0,0.2,18887
"Total","Danny Mendick","CHW",31,53,47,12,7,3,0,2,4,5,5,0,10,0,0,1,0,4,0,0.255319148,18889
"Total","Leody Taveras","TEX",49,85,75,15,13,1,0,1,10,4,9,0,16,0,0,1,2,1,1,0.2,18900
"Total","Estevan Florial","CLE",11,14,13,4,1,3,0,0,0,3,1,0,5,0,0,0,1,0,0,0.307692307,19151
"Total","Will Smith","LAD",52,105,86,23,10,7,0,6,13,13,16,6,17,2,1,0,3,0,0,0.26744186,19197
"Total","Lourdes Gurriel Jr.","ARI",48,120,116,36,27,6,0,3,18,13,4,0,25,0,0,0,3,1,0,0.310344827,19238
"Total","Pete Alonso","NYM",53,115,103,25,12,7,0,6,16,16,9,1,25,3,0,0,0,1,0,0.242718446,19251
"Total","Cavan Biggio","2 Tms",19,23,20,4,4,0,0,0,4,1,3,0,7,0,0,0,1,0,0,0.2,19252
"Total","Jake Fraley","CIN",26,37,36,10,9,0,0,1,7,2,1,0,4,0,0,0,0,2,2,0.277777777,19260
"Total","Garrett Hampson","KCR",42,78,71,18,10,7,1,0,5,8,6,0,18,0,0,1,1,3,2,0.253521126,19262
"Total","Adolis Garcia","TEX",57,114,99,26,14,7,0,5,15,21,10,2,29,2,3,0,4,1,1,0.262626262,19287
"Total","Randy Arozarena","2 Tms",48,107,92,22,10,7,0,5,15,13,13,0,18,2,0,0,1,3,2,0.239130434,19290
"Total","Armando Alvarez","OAK",4,9,9,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.222222222,19292
"Total","Nick Senzel","2 Tms",32,68,60,12,6,3,0,3,6,7,8,1,8,0,0,0,5,1,3,0.2,19293
"Total","Alex Call","WSN",6,14,10,4,2,1,0,1,4,4,3,0,3,1,0,0,0,1,0,0.4,19296
"Total","Matt Thaiss","LAA",10,12,11,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.09090909,19318
"Total","Bryan Reynolds","PIT",65,123,118,32,24,4,0,4,9,18,4,0,23,0,1,0,2,2,0,0.27118644,19326
"Total","Nicky Lopez","CHW",27,36,33,9,9,0,0,0,5,1,0,0,4,1,0,2,0,1,1,0.272727272,19339
"Total","Eli White","ATL",2,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,19346
"Total","Sean Murphy","ATL",19,38,34,6,3,2,0,1,3,3,3,1,11,1,0,0,0,0,0,0.176470588,19352
"Total","Luke Raley","SEA",37,49,46,8,5,2,0,1,4,1,2,0,17,1,0,0,0,0,0,0.173913043,19354
"Total","Weston Wilson","PHI",5,11,9,3,2,0,0,1,2,3,1,0,2,0,1,0,0,1,0,0.333333333,19358
"Total","Austin Hays","2 Tms",39,70,62,20,11,8,0,1,8,7,5,1,19,2,0,1,1,0,0,0.322580645,19363
"Total","Zach McKinstry","DET",11,14,14,2,1,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0.142857142,19392
"Total","Brian Serven","TOR",2,6,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19422
"Total","Jake Rogers","DET",28,57,52,9,6,2,0,1,8,3,5,0,14,0,0,0,2,0,0,0.173076923,19452
"Total","Andruw Monasterio","MIL",23,44,41,7,5,1,0,1,6,5,3,0,9,0,0,0,1,1,1,0.170731707,19455
"Total","Cooper Hummel","HOU",4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19458
"Total","Andrew Knizner","TEX",12,25,24,4,3,1,0,0,2,2,0,0,6,0,1,0,2,0,0,0.166666666,19514
"Total","TJ Friedl","CIN",24,39,31,8,7,1,0,0,4,5,4,0,8,4,0,0,0,4,0,0.258064516,19522
"Total","Yordan Alvarez","HOU",70,143,128,47,29,11,2,5,14,17,10,1,27,3,2,0,1,0,0,0.3671875,19556
"Total","Zack Short","3 Tms",14,24,19,1,1,0,0,0,2,1,4,0,9,0,0,1,0,0,0,0.052631578,19562
"Total","Nathaniel Lowe","TEX",47,98,84,24,19,3,0,2,9,17,13,0,26,0,1,0,2,0,0,0.285714285,19566
"Total","Chas McCormick","HOU",30,63,57,13,10,1,1,1,6,5,5,0,16,1,0,0,0,2,0,0.228070175,19599
"Total","Bryan De La Cruz","MIA",65,142,135,37,23,10,0,4,11,20,5,0,39,1,1,0,3,1,0,0.274074074,19600
"Total","Otto Lopez","MIA",34,64,62,11,7,4,0,0,6,2,0,0,10,0,0,1,1,0,0,0.177419354,19608
"Total","Keibert Ruiz","WSN",41,75,70,15,11,2,0,2,7,6,3,0,7,1,1,0,4,0,0,0.214285714,19610
"Total","Vladimir Guerrero Jr.","TOR",38,79,68,22,12,5,0,5,11,22,11,2,9,0,0,0,4,1,0,0.323529411,19611
"Total","Bo Bichette","TOR",29,62,59,9,7,2,0,0,4,2,3,0,10,0,0,0,2,0,0,0.152542372,19612
"Total","Brent Rooker","OAK",44,85,76,22,9,4,0,9,15,21,7,1,25,0,2,0,0,1,1,0.289473684,19627
"Total","Edward Olivares","PIT",37,81,71,14,8,3,0,3,9,12,7,0,19,1,2,0,2,0,0,0.197183098,19698
"Total","Fernando Tatis Jr.","SDP",47,106,86,20,16,4,0,0,11,3,18,0,26,2,0,0,0,3,1,0.232558139,19709
"Total","Carlos Narvaez","NYY",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19722
"Total","Josh Rojas","SEA",29,40,36,4,4,0,0,0,0,1,4,0,16,0,0,0,1,0,0,0.111111111,19734
"Total","Shohei Ohtani","LAD",71,150,136,40,26,7,0,7,17,19,13,0,35,0,1,0,2,6,1,0.294117647,19755
"Total","Dairon Blanco","KCR",23,45,42,11,7,3,0,1,9,3,2,0,8,0,1,0,0,4,2,0.261904761,19779
"Total","Zach Remillard","CHW",11,23,20,5,4,0,1,0,3,1,2,0,5,0,0,1,1,1,0,0.25,19788
"Total","Jhonny Pereda","MIA",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19802
"Total","Jason Delay","PIT",2,3,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.333333333,19806
"Total","Joshua Palacios","PIT",9,11,11,3,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.272727272,19818
"Total","Abraham Toro","OAK",33,76,71,21,14,5,1,1,8,3,2,1,10,1,0,2,1,2,1,0.295774647,19844
"Total","Luis Rengifo","LAA",30,55,51,19,13,5,0,1,11,2,3,0,9,1,0,0,2,6,0,0.372549019,19858
"Total","Rene Pinto","TBR",11,22,21,3,1,1,0,1,1,3,1,0,13,0,0,0,0,0,0,0.142857142,19859
"Total","Riley Adams","WSN",20,45,40,7,5,2,0,0,3,1,4,1,13,1,0,0,0,0,0,0.175,19864
"Total","Emmanuel Rivera","MIA",44,92,82,19,13,4,1,1,9,9,8,0,20,1,1,0,4,0,0,0.231707317,19890
"Total","Pavin Smith","ARI",2,5,5,2,0,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0.4,19892
"Total","Connor Wong","BOS",54,112,98,31,21,5,0,5,14,13,13,0,22,1,0,0,0,2,1,0.31632653,19896
"Total","Gavin Sheets","CHW",25,39,33,6,3,1,1,1,1,8,3,0,12,1,2,0,0,0,0,0.181818181,19901
"Total","Diego A. Castillo","MIN",2,4,3,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0.333333333,19906
"Total","Jesus Sanchez","MIA",43,62,58,6,4,1,0,1,7,2,2,0,16,1,0,1,2,0,0,0.103448275,19913
"Total","Daulton Varsho","TOR",41,66,59,15,10,4,0,1,12,5,7,0,10,0,0,0,0,4,0,0.254237288,19918
"Total","Blake Perkins","MIL",48,85,76,20,16,2,0,2,7,8,9,0,15,0,0,0,2,3,2,0.263157894,19921
"Total","Ryan McKenna","2 Tms",6,12,12,2,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0.166666666,19928
"Total","Luke Williams","ATL",6,9,8,1,1,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0.125,19931
"Total","Cristian Pache","PHI",36,79,69,16,10,5,1,0,6,5,10,0,28,0,0,0,0,0,0,0.231884057,19948
"Total","Andres Gimenez","CLE",67,122,116,28,23,4,0,1,12,11,1,0,19,4,1,0,4,3,0,0.24137931,19950
"Total","Josh Lowe","TBR",14,20,20,3,1,2,0,0,2,1,0,0,9,0,0,0,0,0,0,0.15,19953
"Total","Gavin Lux","LAD",22,27,25,5,5,0,0,0,1,2,2,0,10,0,0,0,0,0,0,0.2,19955
"Total","Mickey Moniak","LAA",18,17,17,1,1,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0.058823529,19956
"Total","Taylor Trammell","2 Tms",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19960
"Total","Eguy Rosario","SDP",18,29,29,9,2,5,0,2,3,3,0,0,13,0,0,0,0,0,0,0.310344827,19964
"Total","Bobby Dalbec","BOS",20,38,35,4,4,0,0,0,1,4,3,0,20,0,0,0,1,0,0,0.114285714,19966
"Total","Santiago Espinal","CIN",51,99,83,21,13,3,0,5,13,18,10,1,8,0,3,3,2,2,0,0.253012048,19997
"Total","Bryce Johnson","SDP",9,19,14,0,0,0,0,0,1,1,3,0,4,0,0,2,0,1,0,0,20002
"Total","Keston Hiura","LAA",4,7,7,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.142857142,20003
"Total","Miles Mastrobuoni","CHC",10,15,15,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.133333333,20017
"Total","Isaac Paredes","TBR",45,100,86,24,13,6,1,4,11,16,12,0,14,2,0,0,2,0,0,0.279069767,20036
"Total","Luis Robert Jr.","CHW",18,34,27,7,4,2,0,1,6,3,7,1,10,0,0,0,1,0,0,0.259259259,20043
"Total","Alan Trejo","COL",10,22,22,2,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0.09090909,20056
"Total","Juan Soto","NYY",64,136,106,32,19,6,1,6,21,24,27,0,16,1,2,0,0,2,1,0.301886792,20123
"Total","Dylan Carlson","STL",39,79,68,14,10,4,0,0,7,6,8,0,18,1,2,0,0,0,1,0.205882352,20126
"Total","Matthew Batten","SDP",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20157
"Total","Miguel Vargas","LAD",23,40,37,11,7,2,0,2,5,4,3,0,6,0,0,0,0,0,0,0.297297297,20178
"Total","Brandon Marsh","PHI",38,56,49,8,7,1,0,0,2,2,5,0,23,0,2,0,1,2,0,0.163265306,20202
"Total","Jo Adell","LAA",48,71,65,15,5,3,0,7,10,15,6,1,14,0,0,0,3,3,1,0.23076923,20220
"Total","Ben Rortvedt","TBR",23,26,22,5,4,1,0,0,4,4,4,0,7,0,0,0,1,0,0,0.227272727,20287
"Total","Jake Meyers","HOU",47,93,85,22,13,6,1,2,10,6,6,0,18,2,0,0,2,3,0,0.258823529,20308
"Total","Corey Julks","CHW",29,50,44,13,9,3,0,1,4,3,6,0,14,0,0,0,1,2,1,0.295454545,20311
"Total","Stuart Fairchild","CIN",61,108,96,27,20,3,0,4,17,19,12,0,23,0,0,0,1,8,1,0.28125,20321
"Total","Alex Kirilloff","MIN",8,7,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.166666666,20325
"Total","Ernie Clement","TOR",45,79,74,21,12,6,1,2,8,8,2,0,4,1,0,2,2,3,1,0.283783783,20352
"Total","Luis Garcia Jr.","WSN",49,66,63,15,10,4,1,0,3,6,3,0,12,0,0,0,2,3,1,0.238095238,20391
"Total","Royce Lewis","MIN",20,38,31,10,6,2,0,2,6,7,6,2,8,0,1,0,0,0,0,0.322580645,20437
"Total","Jazz Chisholm Jr.","2 Tms",65,143,129,34,25,6,1,2,12,17,11,0,35,3,0,0,0,5,2,0.263565891,20454
"Total","William Contreras","MIL",57,104,91,32,23,7,0,2,15,14,12,1,18,0,1,0,1,1,0,0.351648351,20503
"Total","Drew Waters","KCR",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20505
"Total","Nick Madrigal","CHC",17,31,28,7,5,2,0,0,2,5,1,0,4,1,0,1,0,1,0,0.25,20521
"Total","Nolan Jones","COL",26,55,50,11,8,2,0,1,4,2,4,0,22,1,0,0,0,2,0,0.22,20529
"Total","Vidal Brujan","MIA",33,56,47,11,7,3,1,0,5,6,7,1,11,2,0,0,1,2,0,0.234042553,20536
"Total","Jose Miranda","MIN",45,88,84,21,15,4,0,2,7,14,2,0,17,1,1,0,3,0,0,0.25,20538
"Total","Elehuris Montero","COL",27,59,54,9,9,0,0,0,4,6,4,0,12,0,1,0,2,0,0,0.166666666,20543
"Total","Kody Clemens","PHI",7,8,7,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0.142857142,20572
"Total","Ivan Herrera","STL",36,62,55,14,12,1,0,1,9,6,5,0,13,1,1,0,0,3,0,0.254545454,20599
"Total","Leo Rivas","SEA",3,5,5,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.4,21009
"Total","Trey Cabbage","HOU",8,7,7,1,1,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0.142857142,21078
"Total","Sean Bouchard","COL",20,35,30,6,5,0,0,1,6,3,4,0,12,0,1,0,0,2,0,0.2,21270
"Total","Lars Nootbaar","STL",36,69,62,14,9,5,0,0,3,4,7,0,18,0,0,0,1,1,0,0.225806451,21454
"Total","Nico Hoerner","CHC",50,83,74,21,17,4,0,0,12,7,7,1,9,2,0,0,1,3,0,0.283783783,21479
"Total","Trevor Larnach","MIN",10,9,8,2,2,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0.25,21501
"Total","Jonathan India","CIN",59,130,104,33,22,8,1,2,21,10,21,0,22,2,2,1,2,2,1,0.317307692,21523
"Total","Joey Bart","PIT",19,32,28,11,10,1,0,0,1,0,4,0,10,0,0,0,1,0,0,0.392857142,21524
"Total","Cal Raleigh","SEA",55,105,92,16,5,1,0,10,14,23,9,1,24,2,2,0,3,2,0,0.173913043,21534
"Total","Nick Fortes","MIA",34,61,60,13,8,5,0,0,4,4,1,0,7,0,0,0,1,0,0,0.216666666,21538
"Total","Matt Vierling","DET",53,94,89,23,17,4,0,2,9,12,4,0,19,0,1,0,1,1,0,0.258426966,21558
"Total","Romy Gonzalez","BOS",39,71,62,19,11,6,0,2,8,5,7,0,16,1,1,0,2,4,2,0.306451612,21562
"Total","Cesar Salazar","HOU",5,6,5,2,2,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0.4,21587
"Total","Kyle Isbel","KCR",21,34,32,7,5,1,1,0,4,4,1,0,9,1,0,0,0,1,1,0.21875,21614
"Total","Alec Bohm","PHI",63,122,112,29,16,9,0,4,12,19,10,1,11,0,0,0,4,1,2,0.258928571,21618
"Total","Jake McCarthy","ARI",32,74,68,24,20,2,2,0,9,5,5,0,16,1,0,0,0,6,1,0.352941176,21622
"Total","Jeremy Pena","HOU",56,116,108,30,20,6,1,3,12,10,3,0,12,2,1,2,1,4,1,0.277777777,21636
"Total","Rafael Marchan","PHI",12,24,22,6,3,1,0,2,4,2,1,0,3,0,0,1,1,0,0,0.272727272,21646
"Total","Miguel Amaya","CHC",33,54,49,7,4,2,1,0,1,6,2,0,10,0,1,2,1,0,0,0.142857142,21693
"Total","Oswaldo Cabrera","NYY",40,63,59,11,8,3,0,0,5,5,4,0,13,0,0,0,1,0,0,0.186440677,21707
"Total","Oneil Cruz","PIT",61,90,88,15,7,3,0,5,10,15,2,0,32,0,0,0,2,0,0,0.170454545,21711
"Total","Enmanuel Valdez","BOS",20,33,29,3,2,1,0,0,1,0,3,0,8,0,0,1,0,0,0,0.103448275,21716
"Total","Jair Camargo","MIN",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21730
"Total","Jose Fermin","STL",24,37,35,4,4,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0.114285714,21746
"Total","Esteury Ruiz","OAK",16,32,26,7,4,1,0,2,5,7,4,0,10,1,1,0,0,1,3,0.269230769,21780
"Total","Jonathan Aranda","TBR",6,7,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.142857142,21837
"Total","Freddy Fermin","KCR",34,65,58,21,15,6,0,0,8,5,5,1,9,2,0,0,2,0,0,0.362068965,21840
"Total","Will Benson","CIN",36,60,49,6,3,2,0,1,3,6,8,0,19,1,1,1,2,3,1,0.122448979,21853
"Total","Bo Naylor","CLE",41,62,57,10,5,3,0,2,7,9,4,0,18,0,0,1,0,0,0,0.175438596,21865
"Total","Christopher Morel","2 Tms",50,86,70,11,7,0,0,4,10,9,11,2,18,3,2,0,3,1,1,0.157142857,21897
"Total","Grant Koch","PIT",1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,22045
"Total","Dane Myers","MIA",30,60,52,14,8,4,1,1,7,8,3,0,19,3,2,0,0,1,0,0.269230769,22054
"Total","Ryan Vilade","DET",6,15,14,5,4,0,0,1,3,2,1,0,3,0,0,0,2,0,0,0.357142857,22165
"Total","Akil Baddoo","DET",5,5,5,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0.2,22168
"Total","Mark Vientos","NYM",39,84,78,28,13,9,0,6,11,18,6,0,21,0,0,0,1,0,0,0.358974358,22184
"Total","Brice Turang","MIL",51,75,68,17,14,2,1,0,9,8,7,0,14,0,0,0,1,8,1,0.25,22186
"Total","MJ Melendez","KCR",33,45,44,5,5,0,0,0,2,2,1,0,11,0,0,0,1,0,1,0.113636363,22197
"Total","Sam Huff","TEX",1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22209
"Total","Luis Campusano","SDP",37,59,56,5,2,1,0,2,4,4,3,0,8,0,0,0,1,0,0,0.089285714,22217
"Total","Jack Suwinski","PIT",24,31,28,6,4,1,0,1,2,1,2,0,15,0,0,1,0,0,0,0.214285714,22244
"Total","Bubba Thompson","CIN",6,14,14,2,1,1,0,0,1,0,0,0,7,0,0,0,1,1,0,0.142857142,22261
"Total","Nolan Gorman","STL",63,102,94,19,11,4,0,4,12,14,8,0,39,0,0,0,1,0,1,0.202127659,22263
"Total","Xavier Edwards","MIA",16,27,18,7,7,0,0,0,5,3,7,0,4,0,1,1,0,5,1,0.388888888,22266
"Total","Samad Taylor","SEA",2,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,22274
"Total","Jake Burger","MIA",46,101,94,18,10,5,0,3,7,7,6,0,22,0,1,0,1,0,1,0.191489361,22275
"Total","Nick Allen","OAK",13,26,24,4,3,0,0,1,3,1,1,0,7,0,0,1,0,0,0,0.166666666,22277
"Total","Taylor Walls","TBR",19,34,31,5,4,1,0,0,2,0,3,0,17,0,0,0,0,0,0,0.161290322,22458
"Total","Buddy Kennedy","DET",5,7,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,22505
"Total","Triston Casas","BOS",12,24,21,6,3,1,0,2,5,3,3,0,7,0,0,0,2,0,0,0.285714285,22514
"Total","Heliot Ramos","SFG",33,82,68,29,14,7,1,7,11,18,12,2,18,1,1,0,0,0,1,0.426470588,22515
"Total","Johnathan Rodriguez","CLE",11,25,19,3,2,1,0,0,3,2,6,0,6,0,0,0,1,0,0,0.157894736,22530
"Total","Tyler Freeman","CLE",58,107,90,18,10,6,0,2,15,8,12,1,16,3,1,1,3,2,3,0.2,22532
"Total","Lawrence Butler","OAK",23,33,31,9,5,2,0,2,6,3,2,0,10,0,0,0,0,2,0,0.29032258,22542
"Total","Michael Siani","STL",49,82,72,14,12,0,1,1,8,3,4,0,25,1,0,5,0,5,1,0.194444444,22557
"Total","Jarred Kelenic","ATL",33,62,59,14,11,2,0,1,7,6,2,0,17,0,1,0,0,0,1,0.237288135,22558
"Total","Gabriel Arias","CLE",30,62,59,14,9,3,0,2,6,5,3,0,21,0,0,0,2,2,1,0.237288135,22563
"Total","Alejandro Kirk","TOR",29,49,45,8,4,4,0,0,2,3,4,0,10,0,0,0,2,0,0,0.177777777,22581
"Total","Gabriel Moreno","ARI",50,105,92,26,18,8,0,0,12,14,11,1,11,0,2,0,3,1,1,0.282608695,22664
"Total","Maikel Garcia","KCR",38,87,81,19,9,6,3,1,13,11,5,0,5,0,0,1,0,7,0,0.234567901,22715
"Total","Steward Berroa","TOR",3,4,4,1,1,0,0,0,3,1,0,0,1,0,0,0,0,2,0,0.25,22766
"Total","Geraldo Perdomo","ARI",29,48,44,15,13,1,1,0,6,6,1,0,5,0,0,3,0,0,0,0.34090909,22799
"Total","Alexander Canario","CHC",4,8,8,3,2,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0.375,22842
"Total","Wenceel Perez","DET",45,70,64,16,12,2,1,1,8,5,5,0,13,1,0,0,3,2,0,0.25,22857
"Total","Lenyn Sosa","CHW",27,51,48,12,8,2,0,2,3,8,3,1,9,0,0,0,0,0,0,0.25,22896
"Total","Yainer Diaz","HOU",54,108,98,27,18,5,0,4,13,16,6,1,15,1,3,0,1,0,0,0.275510204,23003
"Total","Ryan Noda","OAK",10,17,14,2,1,0,0,1,1,1,3,0,4,0,0,0,0,0,0,0.142857142,23312
"Total","Nelson Velazquez","KCR",38,69,60,15,10,3,1,1,10,7,7,0,19,1,1,0,1,1,0,0.25,23359
"Total","Jose Caballero","TBR",39,77,66,16,7,7,0,2,14,8,6,0,29,2,0,3,0,4,3,0.242424242,23401
"Total","Luis Vazquez","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23442
"Total","Davis Schneider","TOR",44,86,74,16,11,3,0,2,8,10,8,0,27,0,4,0,0,2,0,0.216216216,23565
"Total","Brayan Rocchio","CLE",50,92,82,12,8,2,0,2,12,5,6,0,26,2,1,1,1,2,0,0.146341463,23690
"Total","Julio Rodriguez","SEA",53,107,99,30,22,4,0,4,13,13,7,0,27,1,0,0,0,2,0,0.303030303,23697
"Total","Ezequiel Duran","TEX",32,65,59,14,13,1,0,0,4,4,5,0,14,0,1,0,1,0,1,0.237288135,23733
"Total","Wilyer Abreu","BOS",32,41,37,6,5,1,0,0,3,2,4,0,12,0,0,0,1,0,0,0.162162162,23772
"Total","Leo Jimenez","TOR",8,16,14,4,4,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0.285714285,23782
"Total","Blaze Alexander","ARI",35,80,70,22,15,5,0,2,13,8,7,0,22,2,0,1,0,2,0,0.314285714,23789
"Total","Alek Thomas","ARI",8,16,15,1,0,1,0,0,2,1,1,0,2,0,0,0,0,0,1,0.066666666,23792
"Total","Parker Meadows","DET",11,13,12,2,2,0,0,0,2,0,0,0,6,1,0,0,0,0,1,0.166666666,23800
"Total","Ji Hwan Bae","PIT",3,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,23818
"Total","Jorge Barrosa","ARI",3,7,7,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.285714285,23968
"Total","Curtis Mead","TBR",18,43,38,15,13,2,0,0,5,3,4,0,7,1,0,0,0,0,0,0.394736842,23986
"Total","Ezequiel Tovar","COL",71,140,127,33,20,7,0,6,16,15,9,0,43,1,2,0,4,1,2,0.259842519,24064
"Total","Jhonkensy Noel","CLE",16,27,23,5,1,1,0,3,4,8,2,0,7,1,1,0,0,0,0,0.217391304,24257
"Total","Ceddanne Rafaela","BOS",61,109,99,23,14,6,1,2,13,9,7,1,35,2,0,1,1,2,1,0.232323232,24262
"Total","Johan Rojas","PHI",38,62,59,11,10,1,0,0,5,3,1,0,14,0,0,2,1,4,0,0.186440677,24336
"Total","Max Schuemann","OAK",43,72,60,12,6,4,0,2,14,10,9,0,15,0,1,2,2,0,0,0.2,24488
"Total","Richie Palacios","TBR",26,28,26,8,7,1,0,0,5,3,2,0,9,0,0,0,0,3,0,0.307692307,24589
"Total","Jonathan Ornelas","TEX",5,10,9,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.111111111,24597
"Total","Addison Barger","TOR",8,8,8,1,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0.125,24598
"Total","Steven Kwan","CLE",54,107,98,36,30,2,0,4,18,7,8,0,12,0,0,1,1,2,2,0.367346938,24610
"Total","Jarren Duran","BOS",75,158,140,38,31,4,1,2,19,13,13,0,39,3,1,1,0,6,2,0.271428571,24617
"Total","Ryan Jeffers","MIN",50,94,88,22,12,6,0,4,8,10,4,0,23,2,0,0,2,0,0,0.25,24618
"Total","Owen Miller","MIL",11,19,19,3,2,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0.157894736,24655
"Total","Brendan Donovan","STL",67,125,115,28,19,8,1,0,12,8,6,0,12,2,2,0,1,0,0,0.24347826,24679
"Total","Jonah Bride","MIA",9,18,17,4,4,0,0,0,0,3,1,0,8,0,0,0,0,0,1,0.235294117,24703
"Total","Logan O'Hoppe","LAA",42,68,62,12,7,2,0,3,6,8,5,0,19,1,0,0,2,0,1,0.193548387,24729
