date,game_id,half,pitcher,batting_team,pitching_team,model_prob,implied_prob,ev,dk_no_odds,result,ev_category
2026-05-15,NYY/NYM - Bot 1,bot,Cam Schlittler,New York Mets,New York Yankees,0.2714,0.2532,0.0182,295,loss,marginal
2026-05-15,CHC/CWS - Top 1,top,Sean Burke,Chicago Cubs,Chicago White Sox,0.3546,0.3704,-0.0158,170,loss,negative
2026-05-15,CHC/CWS - Bot 1,bot,Edward Cabrera,Chicago White Sox,Chicago Cubs,0.2895,0.2778,0.0117,260,loss,marginal
2026-05-15,TEX/HOU - Top 1,top,Spencer Arrighetti,Texas Rangers,Houston Astros,0.353,0.3279,0.0251,205,loss,marginal
2026-05-15,TEX/HOU - Bot 1,bot,Jack Leiter,Houston Astros,Texas Rangers,0.2755,0.2778,-0.0023,260,win,negative
2026-05-15,KC/STL - Top 1,top,Dustin May,Kansas City Royals,St. Louis Cardinals,0.4009,0.4545,-0.0536,120,loss,negative
2026-05-15,KC/STL - Bot 1,bot,Michael Wacha,St. Louis Cardinals,Kansas City Royals,0.3738,0.4545,-0.0807,120,loss,negative
2026-05-15,ARI/COL - Top 1,top,Kyle Freeland,Arizona Diamondbacks,Colorado Rockies,0.4422,0.4444,-0.0022,125,loss,negative
2026-05-15,ARI/COL - Bot 1,bot,Merrill Kelly,Colorado Rockies,Arizona Diamondbacks,0.3158,0.3846,-0.0688,160,win,negative
2026-05-15,LAD/LAA - Top 1,top,Jack Kochanowicz,Los Angeles Dodgers,Los Angeles Angels,0.417,0.4762,-0.0592,110,loss,negative
2026-05-15,LAD/LAA - Bot 1,bot,Will Klein,Los Angeles Angels,Los Angeles Dodgers,0.2245,0.25,-0.0255,300,win,negative
2026-05-15,SD/SEA - Top 1,top,Emerson Hancock,San Diego Padres,Seattle Mariners,0.394,0.3175,0.0765,215,loss,strong
2026-05-15,SD/SEA - Bot 1,bot,Randy Vásquez,Seattle Mariners,San Diego Padres,0.4585,0.4444,0.0141,125,loss,marginal
2026-05-15,SF/ATH - Bot 1,bot,Tyler Mahle,Athletics,San Francisco Giants,,0.3125,,220,loss,
2026-05-16,TOR/DET - Top 1,top,Casey Mize,Toronto Blue Jays,Detroit Tigers,0.3338,0.3333,0.0005,200,win,marginal
2026-05-16,TOR/DET - Bot 1,bot,Mason Fluharty,Detroit Tigers,Toronto Blue Jays,0.2917,0.3922,-0.1005,155,loss,negative
2026-05-16,TEX/HOU - Top 1,top,Kai-Wei Teng,Texas Rangers,Houston Astros,0.2753,0.3509,-0.0756,185,loss,negative
2026-05-16,TEX/HOU - Bot 1,bot,Jacob deGrom,Houston Astros,Texas Rangers,0.3092,0.2778,0.0314,260,loss,marginal
2026-05-16,CHC/CWS - Top 1,top,Davis Martin,Chicago Cubs,Chicago White Sox,0.4221,0.3571,0.065,180,loss,strong
2026-05-16,CHC/CWS - Bot 1,bot,Jameson Taillon,Chicago White Sox,Chicago Cubs,0.3557,0.3571,-0.0014,180,win,negative
2026-05-16,MIL/MIN - Top 1,top,Connor Prielipp,Milwaukee Brewers,Minnesota Twins,0.33,0.3279,0.0021,205,loss,marginal
2026-05-16,MIL/MIN - Bot 1,bot,Logan Henderson,Minnesota Twins,Milwaukee Brewers,0.247,0.3636,-0.1166,175,loss,negative
2026-05-16,SD/SEA - Top 1,top,Logan Gilbert,San Diego Padres,Seattle Mariners,0.255,0.274,-0.019,265,loss,negative
2026-05-16,SD/SEA - Bot 1,bot,Walker Buehler,Seattle Mariners,San Diego Padres,0.3985,0.4348,-0.0363,130,win,negative
2026-05-16,BOS/ATL - Top 1,top,Bryce Elder,Boston Red Sox,Atlanta Braves,0.3235,0.3509,-0.0274,185,loss,negative
2026-05-16,BOS/ATL - Bot 1,bot,Payton Tolle,Atlanta Braves,Boston Red Sox,0.3132,0.2985,0.0147,235,loss,marginal
2026-05-16,NYY/NYM - Top 1,top,Huascar Brazobán,New York Yankees,New York Mets,0.3434,0.3279,0.0155,205,loss,marginal
2026-05-16,NYY/NYM - Bot 1,bot,Carlos Rodón,New York Mets,New York Yankees,0.3118,0.3571,-0.0453,180,loss,negative
2026-05-16,SF/ATH - Bot 1,bot,Trevor McDonald,Athletics,San Francisco Giants,,0.3125,,220,win,
2026-05-16,LAD/LAA - Top 1,top,José Soriano,Los Angeles Dodgers,Los Angeles Angels,0.3405,0.3448,-0.0043,190,loss,negative
2026-05-16,LAD/LAA - Bot 1,bot,Justin Wrobleski,Los Angeles Angels,Los Angeles Dodgers,0.2083,0.3509,-0.1426,185,loss,negative
2026-05-17,MIA/TB - Top 1,top,Drew Rasmussen,Miami Marlins,Tampa Bay Rays,0.3684,0.3125,0.0559,220,win,strong
2026-05-17,MIA/TB - Bot 1,bot,Eury Pérez,Tampa Bay Rays,Miami Marlins,0.3019,0.339,-0.0371,195,loss,negative
2026-05-17,BAL/WSH - Bot 1,bot,Brandon Young,Washington Nationals,Baltimore Orioles,0.3477,0.4255,-0.0778,135,loss,negative
2026-05-17,PHI/PIT - Bot 1,bot,Zack Wheeler,Pittsburgh Pirates,Philadelphia Phillies,0.2099,0.3226,-0.1127,210,loss,negative
2026-05-17,BOS/ATL - Top 1,top,Grant Holmes,Boston Red Sox,Atlanta Braves,0.2924,0.4167,-0.1243,140,loss,negative
2026-05-17,BOS/ATL - Bot 1,bot,Brayan Bello,Atlanta Braves,Boston Red Sox,0.4179,0.5122,-0.0943,-105,win,negative
2026-05-17,CIN/CLE - Top 1,top,Gavin Williams,Cincinnati Reds,Cleveland Guardians,0.257,0.4348,-0.1778,130,loss,negative
2026-05-17,CIN/CLE - Bot 1,bot,Brady Singer,Cleveland Guardians,Cincinnati Reds,0.312,0.2778,0.0342,260,loss,marginal
2026-05-17,TOR/DET - Top 1,top,Jack Flaherty,Toronto Blue Jays,Detroit Tigers,0.2754,0.4444,-0.169,125,win,negative
2026-05-17,TOR/DET - Bot 1,bot,Kevin Gausman,Detroit Tigers,Toronto Blue Jays,0.3006,0.4348,-0.1342,130,win,negative
2026-05-17,NYY/NYM - Top 1,top,Freddy Peralta,New York Yankees,New York Mets,0.2794,0.3175,-0.0381,215,loss,negative
2026-05-17,NYY/NYM - Bot 1,bot,Elmer Rodríguez,New York Mets,New York Yankees,0.3232,0.3279,-0.0047,205,win,negative
2026-05-17,TEX/HOU - Top 1,top,Peter Lambert,Texas Rangers,Houston Astros,0.3269,0.339,-0.0121,195,loss,negative
2026-05-17,CHC/CWS - Bot 1,bot,Colin Rea,Chicago White Sox,Chicago Cubs,0.3517,0.3279,0.0238,205,win,marginal
2026-05-17,MIL/MIN - Top 1,top,Bailey Ober,Milwaukee Brewers,Minnesota Twins,0.3462,0.4878,-0.1416,105,win,negative
2026-05-17,MIL/MIN - Bot 1,bot,Robert Gasser,Minnesota Twins,Milwaukee Brewers,0.3784,0.3571,0.0213,180,loss,marginal
2026-05-17,KC/STL - Bot 1,bot,Stephen Kolek,St. Louis Cardinals,Kansas City Royals,0.3838,0.3636,0.0202,175,win,marginal
2026-05-17,SD/SEA - Top 1,top,George Kirby,San Diego Padres,Seattle Mariners,0.3251,0.3704,-0.0453,170,loss,negative
2026-05-17,SD/SEA - Bot 1,bot,Lucas Giolito,Seattle Mariners,San Diego Padres,0.3625,0.4167,-0.0542,140,win,negative
2026-05-18,CLE/DET - Top 1,top,Framber Valdez,Cleveland Guardians,Detroit Tigers,0.3224,0.4167,-0.0943,140,loss,negative
2026-05-18,CLE/DET - Bot 1,bot,Slade Cecconi,Detroit Tigers,Cleveland Guardians,0.3245,0.4167,-0.0922,140,win,negative
2026-05-18,BAL/TB - Top 1,top,Shane McClanahan,Baltimore Orioles,Tampa Bay Rays,0.2967,0.3175,-0.0208,215,loss,negative
2026-05-18,BAL/TB - Bot 1,bot,Trevor Rogers,Tampa Bay Rays,Baltimore Orioles,0.3314,0.4255,-0.0941,135,win,negative
2026-05-18,CIN/PHI - Top 1,top,Andrew Painter,Cincinnati Reds,Philadelphia Phillies,0.2823,0.339,-0.0567,195,loss,negative
2026-05-18,CIN/PHI - Bot 1,bot,Nick Lodolo,Philadelphia Phillies,Cincinnati Reds,0.3315,0.3704,-0.0389,170,win,negative
2026-05-18,ATL/MIA - Top 1,top,Max Meyer,Atlanta Braves,Miami Marlins,0.3251,0.3226,0.0025,210,win,marginal
2026-05-18,ATL/MIA - Bot 1,bot,JR Ritchie,Miami Marlins,Atlanta Braves,0.3497,0.5,-0.1503,100,loss,negative
2026-05-18,NYM/WSH - Bot 1,bot,Christian Scott,Washington Nationals,New York Mets,0.3131,0.3226,-0.0095,210,win,negative
2026-05-18,TOR/NYY - Top 1,top,Ryan Weathers,Toronto Blue Jays,New York Yankees,0.3514,0.3125,0.0389,220,loss,marginal
2026-05-18,TOR/NYY - Bot 1,bot,Patrick Corbin,New York Yankees,Toronto Blue Jays,0.3631,0.4167,-0.0536,140,win,negative
2026-05-18,BOS/KC - Top 1,top,Seth Lugo,Boston Red Sox,Kansas City Royals,0.3306,0.3922,-0.0616,155,loss,negative
2026-05-18,BOS/KC - Bot 1,bot,Sonny Gray,Kansas City Royals,Boston Red Sox,0.3346,0.5122,-0.1776,-105,loss,negative
2026-05-18,HOU/MIN - Top 1,top,Kendry Rojas,Houston Astros,Minnesota Twins,0.3651,0.4167,-0.0516,140,win,negative
2026-05-18,HOU/MIN - Bot 1,bot,Tatsuya Imai,Minnesota Twins,Houston Astros,0.3371,0.3571,-0.02,180,loss,negative
2026-05-18,MIL/CHC - Top 1,top,Shota Imanaga,Milwaukee Brewers,Chicago Cubs,0.3336,0.3175,0.0161,215,loss,marginal
2026-05-18,MIL/CHC - Bot 1,bot,Brandon Sproat,Chicago Cubs,Milwaukee Brewers,0.3956,0.3509,0.0447,185,loss,marginal
2026-05-18,TEX/COL - Top 1,top,Jose Quintana,Texas Rangers,Colorado Rockies,,0.4878,,105,win,
2026-05-18,TEX/COL - Bot 1,bot,MacKenzie Gore,Colorado Rockies,Texas Rangers,,0.2439,,310,loss,
2026-05-18,ATH/LAA - Top 1,top,Walbert Ureña,Athletics,Los Angeles Angels,0.2974,0.339,-0.0416,195,loss,negative
2026-05-18,LAD/SD - Top 1,top,Michael King,Los Angeles Dodgers,San Diego Padres,0.3168,0.3636,-0.0468,175,win,negative
2026-05-18,LAD/SD - Bot 1,bot,Yoshinobu Yamamoto,San Diego Padres,Los Angeles Dodgers,0.2933,0.3333,-0.04,200,loss,negative
2026-05-18,SF/ARI - Top 1,top,Zac Gallen,San Francisco Giants,Arizona Diamondbacks,0.3907,0.4651,-0.0744,115,loss,negative
2026-05-18,SF/ARI - Bot 1,bot,Robbie Ray,Arizona Diamondbacks,San Francisco Giants,0.3609,0.4167,-0.0558,140,win,negative
2026-05-18,CWS/SEA - Top 1,top,Bryan Woo,Chicago White Sox,Seattle Mariners,0.299,0.303,-0.004,230,loss,negative
2026-05-18,CWS/SEA - Bot 1,bot,Noah Schultz,Seattle Mariners,Chicago White Sox,0.3342,0.3279,0.0063,205,loss,marginal
2026-05-19,NYM/WSH - Bot 1,bot,Nolan McLean,Washington Nationals,New York Mets,0.2389,0.2632,-0.0243,280,loss,negative
2026-05-19,TOR/NYY - Top 1,top,Will Warren,Toronto Blue Jays,New York Yankees,0.2876,0.3448,-0.0572,190,loss,negative
2026-05-19,TOR/NYY - Bot 1,bot,Dylan Cease,New York Yankees,Toronto Blue Jays,0.2526,0.1905,0.0621,425,loss,strong
2026-05-19,BOS/KC - Top 1,top,Bailey Falter,Boston Red Sox,Kansas City Royals,0.389,0.4545,-0.0655,120,loss,negative
2026-05-19,BOS/KC - Bot 1,bot,Ranger Suarez,Kansas City Royals,Boston Red Sox,0.33,0.4545,-0.1245,120,win,negative
2026-05-19,HOU/MIN - Top 1,top,Zebby Matthews,Houston Astros,Minnesota Twins,0.288,0.4,-0.112,150,loss,negative
2026-05-19,HOU/MIN - Bot 1,bot,Jason Alexander,Minnesota Twins,Houston Astros,0.3379,0.4255,-0.0876,135,loss,negative
2026-05-19,MIL/CHC - Top 1,top,Ben Brown,Milwaukee Brewers,Chicago Cubs,0.2607,0.303,-0.0423,230,loss,negative
2026-05-19,MIL/CHC - Bot 1,bot,Jacob Misiorowski,Chicago Cubs,Milwaukee Brewers,0.2795,0.2381,0.0414,320,loss,marginal
2026-05-19,PIT/STL - Top 1,top,Matthew Liberatore,Pittsburgh Pirates,St. Louis Cardinals,0.3395,0.3704,-0.0309,170,loss,negative
2026-05-19,PIT/STL - Bot 1,bot,Mitch Keller,St. Louis Cardinals,Pittsburgh Pirates,0.3424,0.4444,-0.102,125,loss,negative
2026-05-19,TEX/COL - Top 1,top,Sammy Peralta,Texas Rangers,Colorado Rockies,0.3687,0.4255,-0.0568,135,loss,negative
2026-05-19,TEX/COL - Bot 1,bot,Tyler Alexander,Colorado Rockies,Texas Rangers,0.3036,0.3922,-0.0886,155,loss,negative
2026-05-19,LAD/SD - Top 1,top,Griffin Canning,Los Angeles Dodgers,San Diego Padres,0.3397,0.4,-0.0603,150,win,negative
2026-05-19,LAD/SD - Bot 1,bot,Emmet Sheehan,San Diego Padres,Los Angeles Dodgers,0.3052,0.3077,-0.0025,225,loss,negative
2026-05-19,SF/ARI - Top 1,top,Ryne Nelson,San Francisco Giants,Arizona Diamondbacks,0.3634,0.339,0.0244,195,win,marginal
2026-05-19,SF/ARI - Bot 1,bot,Landen Roupp,Arizona Diamondbacks,San Francisco Giants,0.4023,0.4167,-0.0144,140,win,negative
2026-05-19,ATH/LAA - Top 1,top,Reid Detmers,Athletics,Los Angeles Angels,0.1858,0.2381,-0.0523,320,loss,negative
2026-05-19,CWS/SEA - Top 1,top,Bryce Miller,Chicago White Sox,Seattle Mariners,0.3646,0.3636,0.001,175,loss,marginal
2026-05-19,CWS/SEA - Bot 1,bot,Anthony Kay,Seattle Mariners,Chicago White Sox,0.3091,0.339,-0.0299,195,loss,negative
2026-05-20,TOR/NYY - Top 1,top,Cam Schlittler,Toronto Blue Jays,New York Yankees,0.2888,0.274,0.0148,265,loss,marginal
2026-05-20,TOR/NYY - Bot 1,bot,Trey Yesavage,New York Yankees,Toronto Blue Jays,0.2744,0.2817,-0.0073,255,loss,negative
2026-05-20,BOS/KC - Top 1,top,Michael Wacha,Boston Red Sox,Kansas City Royals,0.3812,0.4082,-0.027,145,loss,negative
2026-05-20,BOS/KC - Bot 1,bot,Connelly Early,Kansas City Royals,Boston Red Sox,0.2833,0.4167,-0.1334,140,win,negative
2026-05-20,MIL/CHC - Top 1,top,Edward Cabrera,Milwaukee Brewers,Chicago Cubs,0.2833,0.3226,-0.0393,210,win,negative
2026-05-20,MIL/CHC - Bot 1,bot,Kyle Harrison,Chicago Cubs,Milwaukee Brewers,0.3128,0.2985,0.0143,235,loss,marginal
2026-05-20,PIT/STL - Top 1,top,Michael McGreevy,Pittsburgh Pirates,St. Louis Cardinals,0.3637,0.4348,-0.0711,130,win,negative
2026-05-20,PIT/STL - Bot 1,bot,Carmen Mlodzinski,St. Louis Cardinals,Pittsburgh Pirates,0.317,0.4,-0.083,150,win,negative
2026-05-20,LAD/SD - Top 1,top,Randy Vásquez,Los Angeles Dodgers,San Diego Padres,0.4396,0.4255,0.0141,135,win,marginal
2026-05-20,LAD/SD - Bot 1,bot,Shohei Ohtani,San Diego Padres,Los Angeles Dodgers,0.2764,0.2564,0.02,290,loss,marginal
2026-05-20,ATH/LAA - Top 1,top,Jack Kochanowicz,Athletics,Los Angeles Angels,0.359,0.4545,-0.0955,120,loss,negative
2026-05-21,PIT/STL - Top 1,top,Dustin May,Pittsburgh Pirates,St. Louis Cardinals,0.265,0.3636,-0.0986,175,loss,negative
2026-05-21,TOR/NYY - Top 1,top,Carlos Rodón,Toronto Blue Jays,New York Yankees,0.3215,0.339,-0.0175,195,loss,negative
2026-05-21,TOR/NYY - Bot 1,bot,Braydon Fisher,New York Yankees,Toronto Blue Jays,0.2334,0.3279,-0.0945,205,loss,negative
2026-05-21,COL/ARI - Top 1,top,Eduardo Rodriguez,Colorado Rockies,Arizona Diamondbacks,,0.4348,,130,loss,
2026-05-21,COL/ARI - Bot 1,bot,Zach Agnos,Arizona Diamondbacks,Colorado Rockies,,0.5745,,-135,loss,
2026-05-21,ATH/LAA - Top 1,top,José Soriano,Athletics,Los Angeles Angels,0.3057,0.303,0.0027,230,loss,marginal
2026-05-22,CLE/PHI - Top 1,top,Cristopher Sánchez,Cleveland Guardians,Philadelphia Phillies,0.2945,0.2667,0.0278,275,loss,marginal
2026-05-22,CLE/PHI - Bot 1,bot,Gavin Williams,Philadelphia Phillies,Cleveland Guardians,0.2988,0.25,0.0488,300,loss,marginal
2026-05-22,TB/NYY - Top 1,top,Gerrit Cole,Tampa Bay Rays,New York Yankees,0.341,0.3636,-0.0226,175,loss,negative
2026-05-22,TB/NYY - Bot 1,bot,Nick Martinez,New York Yankees,Tampa Bay Rays,0.3673,0.4255,-0.0582,135,win,negative
2026-05-22,PIT/TOR - Top 1,top,Kevin Gausman,Pittsburgh Pirates,Toronto Blue Jays,0.2907,0.3175,-0.0268,215,loss,negative
2026-05-22,PIT/TOR - Bot 1,bot,Bubba Chandler,Toronto Blue Jays,Pittsburgh Pirates,0.3198,0.3774,-0.0576,165,loss,negative
2026-05-22,MIN/BOS - Top 1,top,Payton Tolle,Minnesota Twins,Boston Red Sox,0.2861,0.339,-0.0529,195,loss,negative
2026-05-22,MIN/BOS - Bot 1,bot,Connor Prielipp,Boston Red Sox,Minnesota Twins,0.3121,0.2941,0.018,240,win,marginal
2026-05-22,NYM/MIA - Top 1,top,Eury Pérez,New York Mets,Miami Marlins,0.2997,0.3077,-0.008,225,win,negative
2026-05-22,NYM/MIA - Bot 1,bot,Tobias Myers,Miami Marlins,New York Mets,0.376,0.4651,-0.0891,115,win,negative
2026-05-22,DET/BAL - Top 1,top,Keegan Akin,Detroit Tigers,Baltimore Orioles,0.2896,0.3279,-0.0383,205,loss,negative
2026-05-22,DET/BAL - Bot 1,bot,Jack Flaherty,Baltimore Orioles,Detroit Tigers,0.2771,0.339,-0.0619,195,loss,negative
2026-05-22,WSH/ATL - Top 1,top,Bryce Elder,Washington Nationals,Atlanta Braves,0.3195,0.4,-0.0805,150,loss,negative
2026-05-22,SEA/KC - Top 1,top,Noah Cameron,Seattle Mariners,Kansas City Royals,0.3446,0.3846,-0.04,160,loss,negative
2026-05-22,SEA/KC - Bot 1,bot,Logan Gilbert,Kansas City Royals,Seattle Mariners,0.2936,0.4167,-0.1231,140,loss,negative
2026-05-22,LAD/MIL - Top 1,top,Logan Henderson,Los Angeles Dodgers,Milwaukee Brewers,0.2573,0.3226,-0.0653,210,loss,negative
2026-05-22,LAD/MIL - Bot 1,bot,Justin Wrobleski,Milwaukee Brewers,Los Angeles Dodgers,0.2776,0.4,-0.1224,150,loss,negative
2026-05-22,ATH/SD - Top 1,top,Walker Buehler,Athletics,San Diego Padres,0.3559,0.3922,-0.0363,155,win,negative
2026-05-22,TEX/LAA - Top 1,top,Grayson Rodriguez,Texas Rangers,Los Angeles Angels,0.3232,0.3125,0.0107,220,win,marginal
2026-05-22,TEX/LAA - Bot 1,bot,Jacob deGrom,Los Angeles Angels,Texas Rangers,0.2844,0.2128,0.0716,370,loss,strong
2026-05-22,COL/ARI - Top 1,top,Michael Soroka,Colorado Rockies,Arizona Diamondbacks,,0.2985,,235,win,
2026-05-22,COL/ARI - Bot 1,bot,Tomoyuki Sugano,Arizona Diamondbacks,Colorado Rockies,,0.5745,,-135,loss,
2026-05-22,CWS/SF - Top 1,top,Trevor McDonald,Chicago White Sox,San Francisco Giants,,0.3509,,185,loss,
2026-05-22,CWS/SF - Bot 1,bot,Davis Martin,San Francisco Giants,Chicago White Sox,,0.4082,,145,loss,
2026-05-23,STL/CIN - Top 1,top,Chris Paddack,St. Louis Cardinals,Cincinnati Reds,0.2673,0.4348,-0.1675,130,loss,negative
2026-05-23,STL/CIN - Bot 1,bot,Andre Pallante,Cincinnati Reds,St. Louis Cardinals,0.2752,0.3509,-0.0757,185,loss,negative
2026-05-23,HOU/CHC - Top 1,top,Colin Rea,Houston Astros,Chicago Cubs,0.3685,0.3774,-0.0089,165,win,negative
2026-05-23,HOU/CHC - Bot 1,bot,Kai-Wei Teng,Chicago Cubs,Houston Astros,0.3148,0.3448,-0.03,190,loss,negative
2026-05-23,PIT/TOR - Top 1,top,Patrick Corbin,Pittsburgh Pirates,Toronto Blue Jays,0.3216,0.2222,0.0994,350,loss,strong
2026-05-23,PIT/TOR - Bot 1,bot,Paul Skenes,Toronto Blue Jays,Pittsburgh Pirates,0.2803,0.4444,-0.1641,125,win,negative
2026-05-23,SEA/KC - Top 1,top,Stephen Kolek,Seattle Mariners,Kansas City Royals,0.4025,0.4167,-0.0142,140,win,negative
2026-05-23,SEA/KC - Bot 1,bot,George Kirby,Kansas City Royals,Seattle Mariners,0.3493,0.4,-0.0507,150,loss,negative
2026-05-23,LAD/MIL - Top 1,top,Robert Gasser,Los Angeles Dodgers,Milwaukee Brewers,0.4078,0.4651,-0.0573,115,loss,negative
2026-05-23,LAD/MIL - Bot 1,bot,Roki Sasaki,Milwaukee Brewers,Los Angeles Dodgers,0.3751,0.3175,0.0576,215,loss,strong
2026-05-23,ATH/SD - Top 1,top,Lucas Giolito,Athletics,San Diego Padres,,0.3922,,155,loss,
2026-05-23,TEX/LAA - Top 1,top,Walbert Ureña,Texas Rangers,Los Angeles Angels,,0.3774,,165,loss,
2026-05-23,TEX/LAA - Bot 1,bot,Nathan Eovaldi,Los Angeles Angels,Texas Rangers,,0.2667,,275,loss,
2026-05-23,COL/ARI - Top 1,top,Zac Gallen,Colorado Rockies,Arizona Diamondbacks,0.3366,0.4082,-0.0716,145,win,negative
2026-05-23,COL/ARI - Bot 1,bot,Michael Lorenzen,Arizona Diamondbacks,Colorado Rockies,0.4019,0.5122,-0.1103,-105,win,negative
2026-05-24,PIT/TOR - Top 1,top,Dylan Cease,Pittsburgh Pirates,Toronto Blue Jays,0.2327,0.2857,-0.053,250,loss,negative
2026-05-24,PIT/TOR - Bot 1,bot,Mitch Keller,Toronto Blue Jays,Pittsburgh Pirates,0.3463,0.4082,-0.0619,145,win,negative
2026-05-24,TB/NYY - Top 1,top,Ryan Weathers,Tampa Bay Rays,New York Yankees,0.3543,0.4348,-0.0805,130,loss,negative
2026-05-24,NYM/MIA - Top 1,top,Tyler Phillips,New York Mets,Miami Marlins,0.3946,0.4762,-0.0816,110,loss,negative
2026-05-24,NYM/MIA - Bot 1,bot,Christian Scott,Miami Marlins,New York Mets,0.3019,0.2597,0.0422,285,loss,marginal
2026-05-24,SEA/KC - Top 1,top,Seth Lugo,Seattle Mariners,Kansas City Royals,0.3592,0.3509,0.0083,185,win,marginal
2026-05-24,LAD/MIL - Top 1,top,Brandon Sproat,Los Angeles Dodgers,Milwaukee Brewers,0.3598,0.25,0.1098,300,loss,strong
2026-05-24,HOU/CHC - Top 1,top,Shota Imanaga,Houston Astros,Chicago Cubs,0.3184,0.3077,0.0107,225,loss,marginal
2026-05-24,TEX/LAA - Top 1,top,Reid Detmers,Texas Rangers,Los Angeles Angels,0.228,0.25,-0.022,300,loss,negative
2026-05-24,TEX/LAA - Bot 1,bot,MacKenzie Gore,Los Angeles Angels,Texas Rangers,0.2044,0.25,-0.0456,300,loss,negative
2026-05-25,CHC/PIT - Top 1,top,Carmen Mlodzinski,Chicago Cubs,Pittsburgh Pirates,0.333,0.339,-0.006,195,win,negative
2026-05-25,CHC/PIT - Bot 1,bot,Ben Brown,Pittsburgh Pirates,Chicago Cubs,0.2421,0.3704,-0.1283,170,win,negative
2026-05-25,TB/BAL - Top 1,top,Kyle Bradish,Tampa Bay Rays,Baltimore Orioles,0.2149,0.3922,-0.1773,155,win,negative
2026-05-25,TB/BAL - Bot 1,bot,Shane McClanahan,Baltimore Orioles,Tampa Bay Rays,0.303,0.2941,0.0089,240,win,marginal
2026-05-25,MIN/CWS - Top 1,top,Anthony Kay,Minnesota Twins,Chicago White Sox,0.3512,0.3509,0.0003,185,win,marginal
2026-05-25,MIN/CWS - Bot 1,bot,Zebby Matthews,Chicago White Sox,Minnesota Twins,0.2772,0.25,0.0272,300,loss,marginal
2026-05-25,STL/MIL - Top 1,top,Jacob Misiorowski,St. Louis Cardinals,Milwaukee Brewers,0.2227,0.2564,-0.0337,290,loss,negative
2026-05-25,STL/MIL - Bot 1,bot,Matthew Liberatore,Milwaukee Brewers,St. Louis Cardinals,0.3575,0.4444,-0.0869,125,loss,negative
2026-05-25,PHI/SD - Top 1,top,Griffin Canning,Philadelphia Phillies,San Diego Padres,0.3224,0.3279,-0.0055,205,loss,negative
2026-05-25,PHI/SD - Bot 1,bot,Jesús Luzardo,San Diego Padres,Philadelphia Phillies,0.3052,0.2899,0.0153,245,loss,marginal
2026-05-25,HOU/TEX - Top 1,top,Kumar Rocker,Houston Astros,Texas Rangers,0.3264,0.4348,-0.1084,130,loss,negative
2026-05-25,HOU/TEX - Bot 1,bot,Tatsuya Imai,Texas Rangers,Houston Astros,0.3514,0.3175,0.0339,215,win,marginal
2026-05-25,MIA/TOR - Top 1,top,Trey Yesavage,Miami Marlins,Toronto Blue Jays,0.315,0.3279,-0.0129,205,loss,negative
2026-05-25,MIA/TOR - Bot 1,bot,Janson Junk,Toronto Blue Jays,Miami Marlins,0.4188,0.4444,-0.0256,125,loss,negative
2026-05-25,COL/LAD - Top 1,top,Emmet Sheehan,Colorado Rockies,Los Angeles Dodgers,0.2762,0.274,0.0022,265,loss,marginal
2026-05-25,COL/LAD - Bot 1,bot,Tanner Gordon,Los Angeles Dodgers,Colorado Rockies,0.364,0.4167,-0.0527,140,loss,negative
2026-05-25,SEA/ATH - Bot 1,bot,Luis Castillo,Athletics,Seattle Mariners,0.3126,0.3125,0.0001,220,loss,marginal
2026-05-26,MIA/TOR - Top 1,top,Braydon Fisher,Miami Marlins,Toronto Blue Jays,0.2618,0.3636,-0.1018,175,loss,negative
2026-05-26,MIA/TOR - Bot 1,bot,Sandy Alcantara,Toronto Blue Jays,Miami Marlins,0.3501,0.3571,-0.007,180,loss,negative
2026-05-26,CIN/NYM - Top 1,top,David Peterson,Cincinnati Reds,New York Mets,0.3133,0.3333,-0.02,200,loss,negative
2026-05-26,CIN/NYM - Bot 1,bot,Chase Burns,New York Mets,Cincinnati Reds,0.205,0.2439,-0.0389,310,loss,negative
2026-05-26,MIN/CWS - Top 1,top,Sean Burke,Minnesota Twins,Chicago White Sox,0.3065,0.3509,-0.0444,185,loss,negative
2026-05-26,MIN/CWS - Bot 1,bot,Joe Ryan,Chicago White Sox,Minnesota Twins,0.2945,0.2439,0.0506,310,loss,strong
2026-05-26,NYY/KC - Top 1,top,Bailey Falter,New York Yankees,Kansas City Royals,0.3874,0.4651,-0.0777,115,win,negative
2026-05-26,NYY/KC - Bot 1,bot,Cam Schlittler,Kansas City Royals,New York Yankees,0.333,0.339,-0.006,195,win,negative
2026-05-26,STL/MIL - Top 1,top,Kyle Harrison,St. Louis Cardinals,Milwaukee Brewers,0.3203,0.2564,0.0639,290,win,strong
2026-05-26,STL/MIL - Bot 1,bot,Michael McGreevy,Milwaukee Brewers,St. Louis Cardinals,0.3836,0.4348,-0.0512,130,loss,negative
2026-05-26,HOU/TEX - Top 1,top,Jack Leiter,Houston Astros,Texas Rangers,0.3299,0.3571,-0.0272,180,loss,negative
2026-05-26,HOU/TEX - Bot 1,bot,Jason Alexander,Texas Rangers,Houston Astros,0.3552,0.4167,-0.0615,140,loss,negative
2026-05-26,SEA/ATH - Bot 1,bot,Emerson Hancock,Athletics,Seattle Mariners,0.35,0.3226,0.0274,210,loss,marginal
2026-05-26,PHI/SD - Top 1,top,Randy Vásquez,Philadelphia Phillies,San Diego Padres,0.418,0.3922,0.0258,155,win,marginal
