Season,League,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA
Total,MLB,20868,182926,4.15849,40138,7745,628,21614,19903,5650,15379,556,1928,40645,0.219422061,0.314991501,0.400386519,
