Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Bryan Baker","BAL",14,41,0.81818182,8,3,0,1,1,1,3,0,0,10,0.210526315,0.268292682,0.368421052,0.27852916572152114,19804
"Total","Gerson Garabito","TEX",5,16,0,1,0,0,0,0,0,1,0,1,2,0.071428571,0.1875,0.071428571,0.1434221751987934,19835
"Total","Michael King","SDP",20,215,3,41,9,0,23,18,5,16,0,0,69,0.208121827,0.267605633,0.329949238,0.2649561491370761,19853
"Total","Brandon Bielak","2 Tms",12,58,6.75,15,5,0,9,9,2,5,0,1,8,0.288461538,0.362068965,0.5,0.37266936281631735,19866
"Total","Griffin Canning","LAA",21,237,4.63313609,55,4,1,31,29,9,14,0,5,42,0.257009345,0.312236286,0.411214953,0.3144972082934802,19867
"Total","Alex Faedo","DET",32,106,6.17142857,27,4,0,16,16,6,9,0,3,26,0.296703296,0.375,0.538461538,0.39143985567184597,19874
"Total","Kevin Ginkel","ARI",43,94,2.01492537,24,6,0,8,5,1,2,0,2,18,0.269662921,0.301075268,0.370786516,0.2948090825029599,19876
"Total","Tanner Houck","BOS",21,249,3.94382022,58,9,0,31,26,4,14,0,4,60,0.251082251,0.305220883,0.341991341,0.2882874643946268,19879
"Total","Alex Lange","DET",19,52,5.55882353,9,1,0,11,7,0,6,0,2,13,0.214285714,0.34,0.238095238,0.2780855345726013,19883
"Total","Emmanuel Rivera","MIA",4,10,13.5,3,0,0,3,3,1,0,0,1,0,0.333333333,0.4,0.666666666,0.45372413396835326,19890
"Total","Ryder Ryan","PIT",12,44,6.0967742,9,4,0,7,7,1,2,0,2,8,0.236842105,0.302325581,0.421052631,0.3122748136520386,19891
"Total","Pavin Smith","ARI",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19892
"Total","Clarke Schmidt","NYY",10,109,2.92771084,21,5,1,10,9,2,10,0,2,23,0.21875,0.302752293,0.354166666,0.2916870849941849,19899
"Total","Jose Suarez","LAA",17,97,7.44827586,25,12,2,16,16,2,14,0,3,19,0.316455696,0.43298969,0.594936708,0.434283850119286,19911
"Total","Bryan Hudson","MIL",33,120,2.20408163,16,3,0,8,8,5,8,0,2,33,0.145454545,0.216666666,0.309090909,0.23371617595354716,19924
"Total","Tony Santillan","CIN",5,12,0,1,0,0,0,0,0,1,0,0,5,0.09090909,0.166666666,0.09090909,0.13110974927743277,19926
"Total","Luke Williams","ATL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19931
"Total","Jesus Luzardo","MIA",11,209,4.18064516,47,7,1,24,24,6,15,0,2,40,0.247368421,0.307692307,0.389473684,0.30584374729257363,19959
"Total","Joey Wentz","DET",30,127,7.92,34,5,0,23,22,7,16,1,2,27,0.317757009,0.409448818,0.560747663,0.411514514495456,19962
"Total","Tyson Miller","2 Tms",33,99,1.73076923,16,4,0,7,5,3,4,0,1,26,0.17204301,0.212121212,0.311827956,0.2282998345114968,19976
"Total","Zach Plesac","LAA",3,26,6,4,2,0,4,4,0,4,0,0,4,0.181818181,0.307692307,0.272727272,0.27071718069223255,19979
"Total","Bryse Wilson","MIL",26,209,3.73584906,40,3,0,23,22,9,10,0,4,40,0.207253886,0.259615384,0.3626943,0.27273091731163174,19990
"Total","Joel Kuhnel","HOU",1,3,27.00000027,1,0,0,1,1,0,0,0,1,0,0.5,0.666666666,0.5,0.5347914695739746,19995
"Total","Dylan Lee","ATL",31,111,2.39240506,23,5,0,9,7,3,11,3,0,22,0.232323232,0.306306306,0.373737373,0.2888427122875496,19996
"Total","Tyler Wells","BAL",2,28,9,9,4,1,6,6,2,1,0,0,5,0.333333333,0.357142857,0.777777777,0.47034516291958944,20000
"Total","Kenny Rosenberg","LAA",3,46,6.75,13,3,0,8,8,3,4,1,0,4,0.309523809,0.369565217,0.595238095,0.4037414722972446,20009
"Total","John Schreiber","KCR",42,88,3.796875,16,2,0,10,9,0,8,0,2,20,0.205128205,0.292134831,0.23076923,0.24537396698855282,20020
"Total","Darren McCaughan","2 Tms",3,39,8.59090908,10,1,0,7,7,3,8,0,2,2,0.357142857,0.512820512,0.714285714,0.5043321878482134,20038
"Total","Adrian Morejon","SDP",35,108,3.64864865,26,8,1,10,10,1,10,2,0,26,0.268041237,0.336448598,0.402061855,0.3174858399799892,20039
"Total","Kaleb Ort","HOU",3,8,0,1,0,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.1103670746088028,20061
"Total","Bailey Falter","PIT",17,288,3.98156682,61,13,0,34,32,10,23,0,0,46,0.235521235,0.293706293,0.401544401,0.301583149007984,20070
"Total","Chris Paddack","MIN",17,191,4.89130435,48,10,0,26,25,7,9,0,0,47,0.263736263,0.298429319,0.434065934,0.31670277499403626,20099
"Total","Calvin Faucher","MIA",37,103,2.88,22,5,1,12,8,0,8,0,2,23,0.241758241,0.31372549,0.318681318,0.28394196664585786,20116
"Total","Nick Nelson","PHI",2,9,4.5,4,0,1,1,1,0,0,0,0,3,0.444444444,0.444444444,0.666666666,0.47109513812594944,20153
"Total","Nate Pearson","2 Tms",37,102,5.47826087,25,6,0,14,14,5,8,0,2,28,0.280898876,0.343137254,0.516853932,0.36382782926746443,20160
"Total","Kyle Muller","OAK",16,95,2.28169014,20,5,0,6,6,2,7,2,0,16,0.229885057,0.284210526,0.356321839,0.27212976576179587,20167
"Total","Zach Pop","TOR",36,74,4.26315789,17,2,0,11,9,3,3,0,1,10,0.246376811,0.283783783,0.405797101,0.2979575822482238,20185
"Total","Garrett Whitlock","BOS",3,19,2.45454545,5,1,0,1,1,0,4,0,0,5,0.333333333,0.47368421,0.4,0.39731020676462275,20191
"Total","Eli Morgan","CLE",8,29,0,4,0,1,0,0,0,3,0,0,6,0.16,0.25,0.24,0.2253927652324949,20203
"Total","Mike Baumann","3 Tms",34,90,3.91935484,16,2,1,11,9,3,9,0,2,18,0.205128205,0.3,0.371794871,0.2970861613750458,20206
"Total","Griffin Jax","MIN",46,101,2.27710843,15,1,1,9,7,2,4,0,0,36,0.15625,0.188118811,0.25,0.19228076462698454,20253
"Total","Daysbel Hernandez","ATL",10,27,1.28571429,4,1,0,1,1,0,4,0,0,6,0.173913043,0.296296296,0.217391304,0.24688730857990407,20271
"Total","Deivi Garcia","CHW",12,36,7.71428571,9,1,0,8,6,0,7,0,0,6,0.321428571,0.444444444,0.357142857,0.36532726387182873,20276
"Total","Ben Rortvedt","TBR",1,6,9,2,0,0,1,1,1,1,0,0,1,0.4,0.5,1,0.60387455423673,20287
"Total","Jhonathan Diaz","SEA",1,20,6.75,7,0,0,3,3,2,1,0,0,2,0.368421052,0.4,0.684210526,0.4602462023496628,20298
"Total","David Peterson","NYM",10,178,2.87704918,39,10,0,13,13,3,22,0,3,29,0.25490196,0.359550561,0.379084967,0.33154541722844155,20302
"Total","Zack Kelly","BOS",28,90,1.98529412,13,3,0,7,5,2,8,0,1,25,0.160493827,0.244444444,0.271604938,0.2352745811144511,20349
"Total","Ernie Clement","TOR",1,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.29431219895680744,20352
"Total","Steven Wilson","CHW",32,71,4.8,17,5,0,13,8,4,5,1,2,17,0.278688524,0.338028169,0.557377049,0.36779630184173584,20353
"Total","Matt Manning","DET",5,53,2.7,10,1,0,4,4,0,4,0,0,11,0.217391304,0.264150943,0.239130434,0.22572786628075367,20369
"Total","Andres Munoz","SEA",41,87,0.38571429,11,2,0,3,1,0,8,1,1,29,0.142857142,0.229885057,0.168831168,0.18618351013161416,20373
"Total","Greg Weissert","BOS",42,109,2.66666667,27,5,0,16,8,1,6,0,0,24,0.27,0.302752293,0.35,0.2845138628548438,20375
"Total","Tyler Zuber","TBR",2,8,0,0,0,0,0,0,0,2,0,0,2,0,0.25,0,0.1725950986146927,20379
"Total","Eli Villalobos","MIA",3,10,4.5,3,1,0,1,1,1,1,0,0,1,0.333333333,0.4,0.777777777,0.4878873288631439,20408
"Total","Josh Fleming","PIT",22,81,3.09836066,16,3,0,10,7,1,8,0,0,6,0.219178082,0.296296296,0.301369863,0.27080358693629136,20418
"Total","Ryan Walker","SFG",46,108,2.8255814,15,1,0,9,9,2,8,0,4,35,0.157894736,0.25,0.231578947,0.22555111293439511,20423
"Total","Enoli Paredes","MIL",14,37,1.92857143,4,1,0,2,2,0,4,0,2,6,0.129032258,0.27027027,0.161290322,0.2191576474421733,20447
"Total","Bryan Sammons","DET",1,15,4.9090909,2,0,0,2,2,2,1,0,1,3,0.153846153,0.266666666,0.615384615,0.3674452582995097,20462
"Total","J.B. Bukauskas","MIL",6,14,0,1,0,0,0,0,0,1,0,0,4,0.076923076,0.142857142,0.076923076,0.11237978509494237,20491
"Total","Casey Mize","DET",16,169,5.30357143,52,8,1,24,22,4,7,0,0,25,0.320987654,0.349112426,0.456790123,0.34972168954871813,20492
"Total","Kyle Nelson","ARI",8,17,6.23076924,4,1,0,3,3,1,1,1,0,3,0.266666666,0.294117647,0.533333333,0.3169643431901932,20515
"Total","Nick Sandlin","CLE",42,84,3.20338983,13,3,0,7,7,3,13,0,2,22,0.19402985,0.337349397,0.373134328,0.3194583833935749,20517
"Total","Kutter Crawford","BOS",21,239,3.13953488,52,11,2,22,20,9,16,0,3,55,0.237442922,0.297071129,0.429223744,0.31440104251127365,20531
"Total","Edwin Uceta","TBR",10,35,0,1,0,0,0,0,0,3,0,0,15,0.03125,0.114285714,0.03125,0.08440222229276384,20539
"Total","Grant Anderson","TEX",16,50,4.90909091,16,1,0,6,6,1,3,0,0,11,0.340425531,0.38,0.425531914,0.3547561967372894,20546
"Total","Bowden Francis","TOR",17,102,8.1,29,6,0,21,21,7,6,0,1,21,0.308510638,0.352941176,0.59574468,0.40072523378858377,20548
"Total","Tyler Phillips","PHI",4,48,2.91891892,12,4,0,4,4,3,1,0,0,12,0.255319148,0.270833333,0.531914893,0.3391116298735142,20629
"Total","Yusei Kikuchi","TOR",21,387,4.6,100,17,1,47,46,13,21,0,1,100,0.277777777,0.318537859,0.438888888,0.3282711056131607,20633
"Total","Cristopher Sanchez","PHI",20,387,2.70967742,96,18,1,31,28,3,26,0,0,72,0.266666666,0.315245478,0.347222222,0.29361577058639327,20778
"Total","Manuel Rodriguez","TBR",18,48,1.74193548,10,3,0,5,2,2,3,1,4,9,0.25,0.361702127,0.475,0.3597376864889394,20794
"Total","Michael Petersen","LAD",9,35,4.32,6,4,0,4,4,1,4,0,1,7,0.2,0.314285714,0.433333333,0.3268094335283552,20827
"Total","Eduard Bazardo","SEA",13,39,3.85714286,3,1,0,5,5,0,4,0,0,13,0.088235294,0.184210526,0.117647058,0.15218475617860494,20997
"Total","Jhoan Duran","MIN",31,65,3.6,12,3,0,9,6,2,7,1,1,15,0.210526315,0.307692307,0.368421052,0.2954846080392599,21029
"Total","Emmanuel Clase","CLE",48,88,1.17391304,16,3,0,6,3,1,3,0,2,19,0.197530864,0.238636363,0.271604938,0.22643254765055396,21032
"Total","Seth Martinez","HOU",38,119,2.67032967,19,5,0,12,9,3,9,0,3,26,0.179245283,0.262711864,0.311320754,0.2586267827931097,21045
"Total","Luis Gil","NYY",21,248,3.48387097,32,10,0,24,24,4,28,0,6,77,0.150234741,0.267206477,0.253521126,0.24416241954695359,21052
"Total","Nick Vespi","BAL",10,33,3.375,8,4,0,3,3,1,1,0,0,4,0.258064516,0.272727272,0.483870967,0.3155037688486504,21093
"Total","Alexis Diaz","CIN",37,87,3,18,4,0,8,7,0,8,0,2,16,0.233766233,0.32183908,0.285714285,0.279879712510383,21132
"Total","Dany Jimenez","OAK",20,51,3.64864865,6,2,0,5,5,2,9,0,1,12,0.153846153,0.31372549,0.358974358,0.30023229706521126,21170
"Total","Humberto Castellanos","ARI",7,26,5.0625,5,2,0,3,3,0,3,0,2,3,0.25,0.384615384,0.35,0.3336184047735654,21183
"Total","Connor Brogdon","2 Tms",2,7,36,2,0,0,5,4,2,2,0,0,1,0.4,0.571428571,1.6,0.7829459224428449,21205
"Total","J.P. France","HOU",4,40,6.75,10,1,0,6,6,2,4,0,0,5,0.277777777,0.35,0.472222222,0.3574391096830368,21212
"Total","Bailey Ober","MIN",19,248,3.17647059,47,11,1,24,22,8,18,0,1,73,0.20614035,0.266129032,0.368421052,0.2773788215652589,21224
"Total","Daniel Robert","TEX",3,11,9,4,0,0,2,2,1,1,0,0,2,0.4,0.454545454,0.7,0.4899200471964749,21229
"Total","Allan Winans","ATL",2,20,12.27272726,6,3,1,6,5,0,3,0,0,2,0.352941176,0.45,0.647058823,0.4597469359636307,21238
"Total","Jake Bird","COL",22,58,5.26829268,12,3,0,9,8,1,8,0,1,7,0.25,0.368421052,0.375,0.33552249063525286,21267
"Total","Jacob Latz","TEX",40,100,5.01428572,20,1,0,15,13,4,13,2,1,19,0.232558139,0.34,0.38372093,0.3164797796278584,21306
"Total","Josh Maciejewski","NYY",4,20,3.6,3,1,0,2,2,1,2,0,0,4,0.166666666,0.25,0.388888888,0.2784626841545105,21310
"Total","Tylor Megill","NYM",8,88,6.51724138,21,5,0,15,14,3,7,0,2,22,0.265822784,0.34090909,0.443037974,0.3429731245745312,21318
"Total","Parker Mushinski","HOU",8,24,6.35294117,4,3,0,4,4,1,4,0,0,1,0.2,0.333333333,0.5,0.35743040839831036,21324
"Total","Peter Strzelecki","CLE",7,19,0,0,0,0,0,0,0,0,0,1,7,0,0.052631578,0,0.03797041115007902,21367
"Total","Joe Ryan","MIN",20,254,3.83606557,59,14,3,28,26,9,11,0,3,77,0.247899159,0.287401574,0.445378151,0.3137664618923908,21390
"Total","Ryan Feltner","COL",20,234,3.81176471,55,7,0,31,24,6,18,0,1,52,0.258215962,0.316239316,0.375586854,0.30478882789611816,21446
"Total","Davis Martin","CHW",1,8,0,2,1,0,0,0,0,2,0,0,2,0.333333333,0.5,0.5,0.43991541862487793,21448
"Total","Kris Bubic","KCR",6,19,3.85714285,2,0,0,2,2,0,2,1,0,6,0.125,0.222222222,0.125,0.14448550518821268,21455
"Total","Cole Sands","MIN",39,113,2.8255814,20,4,0,9,9,1,4,0,2,33,0.19047619,0.232142857,0.257142857,0.2189364316208022,21461
"Total","Sean Hjelle","SFG",36,112,2.3625,33,3,0,9,7,1,1,0,1,30,0.302752293,0.3125,0.357798165,0.2931588191006865,21481
"Total","Stephen Kolek","SDP",38,111,6.375,33,5,0,19,17,4,6,0,1,23,0.320388349,0.363636363,0.485436893,0.3684731786901301,21487
"Total","Jake Irvin","WSN",21,229,2.74576271,47,11,1,21,18,7,8,0,1,52,0.213636363,0.244541484,0.368181818,0.26514912692740494,21504
"Total","Hogan Harris","OAK",11,186,2.77941176,41,9,0,19,14,5,16,0,2,32,0.246987951,0.318918918,0.391566265,0.31285694805351466,21520
"Total","James McArthur","KCR",38,95,4.76470588,25,6,0,15,12,4,6,0,1,15,0.290697674,0.340425531,0.5,0.3600132579499103,21527
"Total","Daniel Lynch IV","KCR",5,77,8.30769231,18,3,0,17,16,6,5,0,3,10,0.260869565,0.337662337,0.565217391,0.38479356719301894,21537
"Total","Brendon Little","TOR",25,58,5.53846154,14,2,0,8,8,3,6,1,0,10,0.274509803,0.350877192,0.490196078,0.3582031120147024,21574
"Total","Jake Cousins","NYY",16,51,2.84210526,7,1,0,6,4,3,4,0,2,19,0.155555555,0.25490196,0.377777777,0.27958086191439163,21620
"Total","Luis Medina","OAK",8,86,7.23214286,23,7,0,15,15,2,9,0,0,17,0.31081081,0.372093023,0.486486486,0.36585788740668185,21649
"Total","Elvis Peguero","MIL",41,110,3.04225352,27,3,0,10,8,3,17,1,1,21,0.29347826,0.409090909,0.423913043,0.36904460137043527,21652
"Total","Edward Cabrera","MIA",10,104,4.97368421,24,4,0,15,14,5,7,0,2,36,0.255319148,0.317307692,0.457446808,0.33453598905068177,21690
"Total","Oswaldo Cabrera","NYY",1,3,0,0,0,0,0,0,0,2,0,0,0,0,0.666666666,0,0.46025359630584717,21707
"Total","Javier Assad","CHC",19,192,3.85714286,46,12,0,20,18,7,22,0,2,34,0.277108433,0.364583333,0.475903614,0.3639976891378562,21741
"Total","Jose Marte","LAA",10,31,2.57142857,4,1,0,3,2,0,5,0,1,8,0.16,0.322580645,0.2,0.26057340445057037,21761
"Total","Braxton Garrett","MIA",7,123,5.5862069,30,6,0,19,18,4,2,0,3,26,0.254237288,0.284552845,0.406779661,0.30030311607733007,21844
"Total","Cole Ragans","KCR",21,405,3.375,77,17,2,39,38,7,33,0,1,124,0.208672086,0.275434243,0.322493224,0.2665285456269314,21846
"Total","Riley Pint","COL",1,4,54.00000054,2,0,0,2,2,1,1,0,0,1,0.666666666,0.75,1.666666666,0.9058118313550949,21858
"Total","Alex Speas","HOU",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.2207341492176056,21859
"Total","George Soriano","MIA",8,30,7.10526316,6,2,0,5,5,1,4,0,1,8,0.25,0.366666666,0.458333333,0.3564317146937052,21863
"Total","Gregory Santos","SEA",5,11,9,2,0,0,3,3,0,0,0,1,1,0.2,0.272727272,0.2,0.22611918232657693,21894
"Total","Yerry Rodriguez","2 Tms",12,43,8.63999999,12,3,0,8,8,3,5,0,1,6,0.324324324,0.418604651,0.648648648,0.45087507575057273,21955
"Total","Camilo Doval","SFG",39,96,5.81538461,17,4,2,14,14,1,11,0,1,27,0.204819277,0.302083333,0.337349397,0.2854116167873144,21992
"Total","Luis Frias","ARI",5,13,12,6,0,0,5,4,0,0,0,0,4,0.461538461,0.461538461,0.461538461,0.40750919855557954,21997
"Total","John King","STL",34,95,3.91304348,25,4,0,11,10,1,2,0,0,16,0.287356321,0.287234042,0.367816091,0.2777864565240576,22051
"Total","Kyle Tyler","MIA",6,46,2.18918919,9,1,0,3,3,0,4,0,1,10,0.219512195,0.304347826,0.243902439,0.25656691582306573,22092
"Total","Jose Soriano","LAA",18,164,4.66363636,39,10,0,23,19,4,19,0,5,33,0.282608695,0.384146341,0.442028985,0.3631330027085979,22100
"Total","Cole Winn","TEX",13,51,6.94285714,12,2,0,9,9,2,2,0,2,12,0.255319148,0.31372549,0.425531914,0.32349493690565523,22113
"Total","Nick Pratto","KCR",1,2,0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.4414682984352112,22117
"Total","Hunter Greene","CIN",20,246,3.66101695,42,6,2,25,24,5,24,0,7,59,0.197183098,0.297959183,0.31455399,0.278325942097878,22182
"Total","Tobias Myers","MIL",16,170,2.61940298,31,4,0,13,13,7,8,0,3,43,0.196202531,0.24852071,0.354430379,0.2646041699415128,22191
"Total","Hans Crouse","LAA",16,38,4,6,3,0,5,4,1,4,0,1,15,0.181818181,0.289473684,0.363636363,0.2912010738724156,22192
"Total","MacKenzie Gore","WSN",21,362,4.73877551,85,17,1,51,43,7,32,0,6,96,0.265625,0.340720221,0.390625,0.32322214812122885,22201
"Total","DL Hall","MIL",3,49,10,16,1,0,10,10,3,7,0,1,10,0.390243902,0.489795918,0.634146341,0.4807093204284201,22207
"Total","Jeremiah Estrada","SDP",35,90,3.68181818,17,3,0,9,9,3,5,1,0,38,0.204819277,0.244444444,0.34939759,0.2515785734305221,22210
"Total","Jonathan Heasley","BAL",4,21,15.75,5,0,0,7,7,2,3,0,1,3,0.294117647,0.428571428,0.647058823,0.4543452120962597,22224
"Total","Logan Gilbert","SEA",21,283,3.2690583,51,12,1,30,27,10,14,1,2,69,0.19245283,0.237588652,0.358490566,0.25728792461211997,22250
"Total","Sean Reynolds","SDP",2,4,0,1,0,0,0,0,0,0,0,0,2,0.333333333,0.25,0.333333333,0.2207341492176056,22253
"Total","Shane Baz","TBR",4,35,0,6,0,0,0,0,0,3,0,0,9,0.1875,0.257142857,0.1875,0.21053602184568132,22264
"Total","Tarik Skubal","DET",20,411,2.63843648,79,18,2,32,30,10,20,0,4,123,0.204663212,0.250608272,0.339378238,0.25849127972503066,22267
"Total","Owen White","TEX",2,4,9,3,0,0,1,1,0,1,0,0,0,1,1,1,0.8347975462675095,22273
"Total","Dylan Coleman","HOU",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22276
"Total","Matt Sauer","KCR",13,45,10,12,1,0,10,10,3,5,0,1,5,0.307692307,0.4,0.564102564,0.41427221165763006,22284
"Total","Trevor Rogers","MIA",20,342,4.28755365,83,21,2,40,37,10,29,1,3,59,0.273026315,0.336257309,0.453947368,0.3392707794642518,22286
"Total","Mason Englert","DET",11,55,6.92307692,12,4,0,11,10,3,4,1,1,13,0.24,0.309090909,0.5,0.3403621636055134,22288
"Total","Matthew Liberatore","STL",31,140,6.96774194,33,10,0,25,24,6,17,1,1,25,0.279661016,0.366906474,0.516949152,0.3741542601930922,22294
"Total","Jose E. Hernandez","PIT",5,10,10.79999998,2,0,0,2,2,1,3,1,0,1,0.285714285,0.5,0.714285714,0.47929196887546116,22318
"Total","Colin Holderman","PIT",39,94,1.82432432,14,1,0,7,5,3,5,0,2,27,0.164705882,0.223404255,0.282352941,0.22478255883176276,22361
"Total","Raymond Burgos","SFG",1,4,0,1,0,0,0,0,0,1,0,0,1,0.333333333,0.5,0.333333333,0.3933292478322983,22370
"Total","Josh Winckowski","BOS",19,102,1.875,22,5,0,9,5,1,8,0,1,17,0.247191011,0.31,0.337078651,0.2869952666759491,22387
"Total","Logan Gillaspie","SDP",7,17,2.07692308,3,1,0,1,1,0,0,0,1,2,0.2,0.235294117,0.266666666,0.22017276287078857,22461
"Total","Michel Otanez","OAK",9,27,2.7,3,1,0,2,2,0,4,0,0,11,0.136363636,0.259259259,0.181818181,0.2141859531402588,22533
"Total","Taj Bradley","TBR",14,152,2.72268908,20,0,0,13,12,5,14,0,0,43,0.149253731,0.226666666,0.261194029,0.22106017430623373,22543
"Total","Keider Montero","DET",7,71,6.45652174,20,6,0,12,11,6,6,0,0,12,0.307692307,0.366197183,0.676923076,0.43717060458492224,22630
"Total","Jack O'Loughlin","OAK",4,32,5.4,8,2,0,4,4,1,4,0,0,3,0.285714285,0.375,0.464285714,0.36679333820939064,22690
"Total","Carlos Hernandez","KCR",12,31,0,5,2,0,0,0,0,4,0,0,7,0.185185185,0.29032258,0.259259259,0.2555349449957571,22713
"Total","Angel Zerpa","KCR",39,97,5.31818182,24,1,0,14,13,3,8,1,0,15,0.269662921,0.329896907,0.382022471,0.31142512150108814,22717
"Total","Roansy Contreras","2 Tms",29,114,4.2631579,29,7,0,12,12,5,11,1,2,29,0.292929292,0.371681415,0.515151515,0.37853245650018963,22810
"Total","Yoendrys Gomez","NYY",5,36,7.10526316,11,3,0,5,5,2,5,0,1,5,0.379310344,0.472222222,0.689655172,0.4816027200884289,22872
"Total","Joan Adon","WSN",3,13,3,2,0,0,1,1,1,2,0,1,3,0.2,0.384615384,0.5,0.38731273321005016,22925
"Total","Prelander Berroa","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22932
"Total","Dedniel Nunez","NYM",23,84,2.41791045,14,3,0,8,6,2,5,1,0,30,0.177215189,0.226190476,0.29113924,0.22379143984921007,23055
"Total","Eduardo Salazar","2 Tms",4,17,1.92857143,3,0,0,2,1,1,2,0,0,4,0.2,0.294117647,0.4,0.30568025392644543,23135
"Total","Osvaldo Bido","OAK",9,74,3.5,14,4,0,7,7,1,6,1,4,23,0.21875,0.324324324,0.328125,0.29255502436259023,23150
"Total","Michael Grove","LAD",26,89,2.38235294,16,4,0,6,6,2,8,0,0,25,0.2,0.269662921,0.325,0.2637615016337191,23221
"Total","Michael Mercado","PHI",4,33,6.13636364,7,0,0,5,5,3,4,0,0,7,0.24137931,0.333333333,0.551724137,0.3770623929572828,23223
"Total","Spencer Howard","2 Tms",9,75,8.25,29,5,1,12,11,2,9,0,0,11,0.446153846,0.513513513,0.646153846,0.49627201379956426,23252
"Total","Cody Bolton","SEA",15,38,3.11538461,6,2,1,5,3,2,6,0,0,10,0.193548387,0.315789473,0.516129032,0.348088895019732,23265
"Total","Janson Junk","MIL",5,22,3,6,1,0,2,2,0,0,0,0,7,0.285714285,0.272727272,0.333333333,0.257741315798326,23301
"Total","Collin Snider","SEA",17,40,1.6875,7,2,0,2,2,1,2,1,0,14,0.184210526,0.225,0.315789473,0.22521305237060937,23307
"Total","Jose Butto","NYM",15,99,2.05063291,18,5,0,6,6,3,4,0,3,29,0.2,0.25510204,0.355555555,0.2671747122492109,23313
"Total","Joey Cantillo","CLE",1,10,0,0,0,0,0,0,0,1,0,0,2,0,0.1,0,0.06903803944587708,23335
"Total","Robert Garcia","WSN",41,89,4.86885246,21,3,0,12,11,2,6,1,0,28,0.25609756,0.306818181,0.365853658,0.29247846069007083,23363
"Total","Ricky Vanasco","LAD",2,5,27,2,1,0,3,3,0,0,0,0,1,0.4,0.4,0.6,0.4277125120162964,23391
"Total","JP Sears","OAK",21,381,4.74045802,91,22,1,48,46,15,27,0,10,65,0.269230769,0.33773087,0.473372781,0.3499051742943736,23429
"Total","Tom Cosgrove","SDP",13,31,11.11764705,11,1,0,7,7,1,3,0,1,5,0.407407407,0.483870967,0.555555555,0.45305047304399554,23443
"Total","Hunter Stratton","PIT",27,75,5.12068966,13,2,0,13,11,2,4,0,1,16,0.185714285,0.24,0.3,0.24054001808166503,23455
"Total","Brandon Hughes","ARI",11,46,19.28571429,18,4,0,15,15,8,6,0,1,8,0.47368421,0.54347826,1.210526315,0.6865931801173998,23460
"Total","Ron Marinaccio","NYY",13,38,2.16,7,1,0,2,2,2,5,0,2,7,0.25,0.378378378,0.5,0.37248677337491837,23488
"Total","Keaton Winn","SFG",12,127,7.84883721,33,5,3,25,25,5,9,0,4,22,0.294642857,0.365079365,0.526785714,0.3814192665001703,23499
"Total","Aaron Ashby","MIL",2,31,8.1,5,1,0,8,6,1,3,0,0,3,0.185185185,0.266666666,0.333333333,0.2675169090429942,23550
"Total","Ben Brown","CHC",14,98,2.33333333,15,5,0,7,7,1,6,0,0,30,0.168539325,0.216494845,0.258426966,0.21048218441992692,23590
"Total","Brett de Geus","SEA",4,9,5.39999999,4,1,0,1,1,0,0,0,1,0,0.5,0.555555555,0.625,0.5139859517415365,23592
"Total","Josh Walker","NYM",9,32,3.85714286,8,2,0,3,3,0,4,0,0,7,0.307692307,0.375,0.384615384,0.33032478392124176,23617
"Total","Clayton Andrews","NYY",1,2,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.36071890592575073,23631
"Total","Justin Bruihl","PIT",7,18,9,5,3,0,4,4,1,1,1,1,4,0.333333333,0.388888888,0.733333333,0.4365401548497817,23779
"Total","Ryan Weathers","MIA",12,216,3.78343949,43,9,0,25,22,8,13,1,5,46,0.22051282,0.28372093,0.389743589,0.2922812226776765,23796
"Total","Ray Kerr","ATL",10,66,6.58536585,20,5,0,10,10,3,3,0,3,17,0.33898305,0.393939393,0.576271186,0.4130093121167385,23809
"Total","Valente Bellozo","MIA",2,22,4.76470588,4,1,0,3,3,1,0,0,1,5,0.19047619,0.227272727,0.38095238,0.2633121501315724,23899
"Total","Brayan Bello","BOS",18,214,4.59183673,53,8,0,25,25,5,17,0,3,54,0.276041666,0.341121495,0.395833333,0.3248266513659575,23920
"Total","Randy Rodriguez","SFG",29,110,2.66666667,21,5,1,9,8,2,8,0,2,26,0.214285714,0.284403669,0.346938775,0.27901955482062946,23974
"Total","Jose Ferrer","WSN",5,12,13.5,4,1,0,3,3,0,2,0,0,3,0.4,0.5,0.5,0.44043304522832233,24017
"Total","Ronny Henriquez","MIN",2,7,0,1,0,0,0,0,0,0,0,0,2,0.142857142,0.142857142,0.142857142,0.12613379955291748,24094
"Total","Kai-Wei Teng","SFG",3,26,16.61538463,9,0,0,8,8,2,4,0,1,1,0.428571428,0.538461538,0.714285714,0.5293606244600736,24282
