Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Chad Green","TOR",29,56,0,7,1,0,0,0,0,3,1,0,13,0.132075471,0.178571428,0.150943396,0.14425466060638428,15552
"Total","Dominic Smith","BOS",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15653
"Total","Miguel Castro","ARI",10,38,7.36363637,14,3,1,6,6,3,2,0,1,3,0.411764705,0.459459459,0.823529411,0.5348775708997572,15684
"Total","Luis Castillo","SEA",22,279,2.7,52,13,1,23,22,5,14,0,3,80,0.2007722,0.248201438,0.316602316,0.2486704399259828,15689
"Total","Brad Keller","2 Tms",14,83,7.13207547,22,7,0,14,14,4,6,0,1,13,0.289473684,0.34939759,0.539473684,0.3803027207592884,15734
"Total","Joe Jimenez","ATL",39,82,1.28571429,11,2,0,3,3,0,9,0,0,23,0.150684931,0.243902439,0.178082191,0.2033061566876202,15761
"Total","Devin Williams","MIL",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6903803944587708,15816
"Total","Zack Littell","TBR",20,215,5.59285714,62,8,0,31,29,9,7,0,5,52,0.306930693,0.345794392,0.480198019,0.35825410930909846,15823
"Total","Kent Emanuel","MIA",5,26,10.12500001,8,3,0,6,6,3,3,0,0,3,0.347826086,0.423076923,0.869565217,0.5289878180393806,15849
"Total","Wander Suero","HOU",1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0.8829365968704224,15855
"Total","Sean Manaea","NYM",21,375,3.43636364,67,14,0,38,35,8,36,0,5,87,0.202416918,0.288,0.317220543,0.27245663007100424,15873
"Total","Luis Severino","NYM",19,239,3.45,41,5,0,25,23,4,22,0,4,46,0.195238095,0.283898305,0.276190476,0.2576522973634429,15890
"Total","Luis Torrens","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15905
"Total","Ryne Stanek","2 Tms",42,94,4.98461538,19,2,1,14,12,4,9,1,2,23,0.228915662,0.319148936,0.421686746,0.32110943717341267,15947
"Total","Cam Booser","BOS",34,86,3.375,17,3,1,9,8,2,6,1,0,24,0.215189873,0.26744186,0.354430379,0.26614105350830974,16061
"Total","Nick Burdi","NYY",9,32,2.84210526,3,0,0,2,2,1,7,0,2,8,0.130434782,0.375,0.260869565,0.3153544347733259,16074
"Total","Jordan Romano","TOR",15,30,7.5,9,0,0,5,5,2,2,0,1,4,0.333333333,0.4,0.555555555,0.4127538482348124,16122
"Total","John Curtiss","COL",2,5,18,3,1,0,2,2,1,0,0,0,0,0.6,0.6,1.4,0.8376985788345337,16128
"Total","Carlos Rodon","NYY",21,413,4.2244898,90,17,3,48,46,20,27,0,9,103,0.24,0.305084745,0.461333333,0.33026011674225186,16137
"Total","Aaron Nola","PHI",21,245,3.16759777,52,10,0,22,21,6,16,0,2,65,0.229074889,0.285714285,0.352422907,0.282165392077699,16149
"Total","Justin Anderson","CHW",31,84,3.5,16,4,0,7,7,1,13,0,1,22,0.228571428,0.357142857,0.328571428,0.315251424908638,16201
"Total","Spencer Turnbull","PHI",17,120,2.12359551,22,5,0,7,7,3,10,0,1,33,0.201834862,0.275,0.330275229,0.2701189577579498,16207
"Total","Tejay Antone","CIN",2,4,0,1,0,0,1,0,0,1,0,0,0,0.333333333,0.5,0.333333333,0.3933292478322983,16233
"Total","Kyle Freeland","COL",9,198,4.96323529,52,8,4,29,25,7,13,0,1,32,0.287292817,0.33502538,0.491712707,0.35325886543632157,16256
"Total","Aaron Bummer","ATL",33,98,3.375,22,6,1,10,9,0,6,2,1,28,0.244444444,0.295918367,0.333333333,0.2692896934847037,16258
"Total","John Means","BAL",4,65,2.8125,16,4,1,5,5,2,1,0,1,13,0.253968253,0.276923076,0.444444444,0.3087947469491225,16269
"Total","Jesus Tinoco","2 Tms",11,34,4.5,6,0,0,4,4,1,4,0,1,7,0.206896551,0.323529411,0.310344827,0.292575667886173,16300
"Total","Ricardo Pinto","PHI",6,33,17.35714284,12,4,0,10,9,2,4,0,2,5,0.444444444,0.545454545,0.814814814,0.5643751910238555,16318
"Total","Ryan Borucki","PIT",1,3,27.00000027,2,0,0,1,1,0,0,0,0,1,0.666666666,0.666666666,0.666666666,0.5886243979136149,16350
"Total","Pablo Reyes","BOS",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23012679815292358,16357
"Total","Reynaldo Lopez","ATL",19,192,1.06578947,39,14,0,8,6,2,7,0,1,51,0.215469613,0.244791666,0.32596685,0.24760555444906154,16400
"Total","Yonny Chirinos","MIA",6,77,6.31914893,22,3,1,11,11,3,6,0,3,17,0.323529411,0.402597402,0.529411764,0.4033553259713309,16401
"Total","Victor Gonzalez","NYY",22,63,4.90909091,9,2,0,9,8,3,10,0,1,7,0.173076923,0.317460317,0.384615384,0.3145719217875647,16408
"Total","Luis Guillorme","2 Tms",3,11,15.42857138,3,0,0,4,4,1,1,0,0,0,0.3,0.363636363,0.6,0.40965308384461835,16451
"Total","Brent Honeywell","2 Tms",8,25,1.28571429,6,0,0,1,1,0,1,0,0,1,0.25,0.28,0.25,0.23951999902725218,16466
"Total","Ryan Yarbrough","LAD",30,167,5.29906542,39,7,0,21,21,6,17,3,6,19,0.274647887,0.373493975,0.450704225,0.35606912674348046,16502
"Total","Dan Altavilla","KCR",5,11,20.25000005,4,1,0,3,3,1,2,0,1,4,0.5,0.636363636,1,0.6521480083465576,16507
"Total","Jordan Montgomery","ARI",15,283,7.26923077,87,22,2,51,49,9,23,0,0,36,0.3385214,0.390070921,0.544747081,0.4000445475392308,16511
"Total","Isiah Kiner-Falefa","TOR",2,8,5.39999999,1,0,0,1,1,0,2,0,0,0,0.2,0.375,0.2,0.2829621732234955,16512
"Total","Austin Gomber","COL",19,347,4.88888889,92,17,2,44,44,12,22,0,0,58,0.283950617,0.328530259,0.459876543,0.3405602287490361,16561
"Total","Erik Swanson","TOR",20,42,7,12,4,0,7,7,3,2,0,0,6,0.3,0.333333333,0.625,0.4039937768663679,16587
"Total","Bryan Abreu","HOU",47,100,2.84210526,13,1,0,8,8,2,11,0,2,39,0.149425287,0.26,0.229885057,0.23221912562847138,16609
"Total","J.P. Feyereisen","LAD",8,21,4.5,3,1,0,3,3,1,1,0,1,4,0.157894736,0.238095238,0.368421052,0.26668148097537814,16610
"Total","Ryan Thompson","ARI",39,89,2.45454545,21,3,1,6,6,3,4,0,0,20,0.247058823,0.280898876,0.411764705,0.29921740762303384,16647
"Total","Julian Merryweather","CHC",4,14,3.85714286,5,2,0,1,1,0,1,0,1,3,0.416666666,0.5,0.583333333,0.469419994524547,16703
"Total","Jose Trevino","NYY",2,9,16.19999997,4,2,0,3,3,0,0,0,0,0,0.444444444,0.444444444,0.666666666,0.47523612446255153,16725
"Total","Brock Stewart","MIN",14,33,9,7,1,0,7,7,2,6,0,0,11,0.259259259,0.393939393,0.518518518,0.3948337995644772,16727
"Total","Vinny Nittoli","2 Tms",9,30,2.45454546,7,1,0,2,2,1,2,0,0,4,0.25,0.3,0.392857142,0.30336666901906334,16754
"Total","Tim Hill","2 Tms",35,101,6.26086957,31,1,0,22,16,2,5,1,0,11,0.326315789,0.356435643,0.4,0.3283923292160034,16814
"Total","Brennan Bernardino","BOS",36,77,2.25,18,4,0,5,4,0,11,4,2,16,0.285714285,0.402597402,0.349206349,0.3240980081362267,16835
"Total","Reed Garrett","NYM",34,97,3.42857143,20,3,0,10,8,3,12,0,2,29,0.243902439,0.350515463,0.390243902,0.3299507381989784,16866
"Total","Luke Weaver","NYY",38,117,3.98863636,22,5,2,13,13,6,7,0,2,28,0.209523809,0.267241379,0.466666666,0.3101876938137515,16918
"Total","Elieser Hernandez","2 Tms",9,42,7.44827586,12,3,0,8,8,3,1,0,0,5,0.292682926,0.309523809,0.585365853,0.3786825920854296,16933
"Total","Sean Newcomb","OAK",7,36,7.04347826,9,1,0,6,6,2,7,1,0,4,0.321428571,0.457142857,0.571428571,0.43515848762848797,16943
"Total","Grant Holmes","ATL",11,60,2.16,9,1,0,4,4,1,3,1,0,19,0.160714285,0.2,0.232142857,0.18418429261547023,16944
"Total","Trevor Williams","WSN",11,104,3.66666667,18,1,0,12,11,2,7,0,0,23,0.189473684,0.240384615,0.263157894,0.2253095994775112,16977
"Total","Tyler Beede","CLE",12,32,10.12500001,10,1,1,6,6,1,5,1,2,6,0.416666666,0.548387096,0.666666666,0.5093852043151855,16981
"Total","Tanner Banks","CHW",39,121,5.61038961,33,6,0,23,16,4,9,2,2,27,0.308411214,0.366666666,0.476635514,0.35861489176750183,16990
"Total","Sean Reid-Foley","NYM",22,53,0.71052632,9,1,0,1,1,0,8,0,0,14,0.2,0.320754716,0.222222222,0.26117286592159633,17034
"Total","Pablo Lopez","MIN",20,239,5.05263158,51,10,0,33,32,8,16,0,3,66,0.233944954,0.292887029,0.389908256,0.298338952922422,17085
"Total","Austin Davis","SDP",7,21,12.46153847,5,2,0,7,6,0,3,0,1,5,0.294117647,0.428571428,0.411764705,0.37869717677434284,17117
"Total","Raisel Iglesias","ATL",38,71,2.94545455,12,1,0,6,6,2,3,0,2,17,0.181818181,0.239436619,0.287878787,0.23684412408882463,17130
"Total","Gabe Speier","SEA",23,41,8.64,10,2,0,8,8,1,7,1,1,8,0.322580645,0.43902439,0.483870967,0.3901364654302597,17170
"Total","Dinelson Lamet","LAD",3,11,0,1,0,0,1,0,0,0,0,0,3,0.1,0.09090909,0.1,0.08026696335185658,17186
"Total","Jalen Beeks","COL",43,141,6.12371134,39,5,0,25,22,5,11,1,0,21,0.307086614,0.357142857,0.464566929,0.35278235064993657,17192
"Total","Ranger Suarez","PHI",19,382,2.75704225,78,18,0,33,29,5,24,1,3,90,0.220963172,0.276315789,0.314447592,0.2624155523594577,17277
"Total","Michael Kopech","CHW",39,89,5.22580645,20,0,0,13,12,5,8,0,3,22,0.259740259,0.352272727,0.454545454,0.3543301956220107,17282
"Total","Framber Valdez","HOU",17,371,3.2166065,80,11,0,36,33,8,30,0,3,80,0.24024024,0.30458221,0.345345345,0.2882646521468047,17295
"Total","Emmanuel Ramirez","MIA",8,32,3,5,3,0,3,3,1,0,0,1,10,0.166666666,0.1875,0.366666666,0.23191195726394653,17304
"Total","Justin Steele","CHC",16,333,3.28991597,73,17,0,36,29,8,20,0,1,73,0.237012987,0.285714285,0.37012987,0.287705429781534,17312
"Total","Cole Tucker","LAA",1,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.4414682984352112,17326
"Total","Willi Castro","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17338
"Total","Erick Fedde","CHW",20,227,3.01764706,48,10,0,20,19,4,12,0,2,50,0.227488151,0.273127753,0.331753554,0.26653420977655484,17425
"Total","Jeff Hoffman","PHI",44,100,1.06578947,15,2,0,6,3,1,8,0,0,29,0.164835164,0.23,0.219780219,0.2067946457862854,17432
"Total","Jonathan Hernandez","TEX",25,103,3.19736842,20,4,0,11,9,2,13,1,1,21,0.229885057,0.330097087,0.344827586,0.29891646492714974,17464
"Total","Jack Flaherty","DET",17,186,3.08571429,41,4,2,18,16,7,7,0,1,62,0.230337078,0.26344086,0.393258426,0.28403459345140764,17479
"Total","Daniel Duarte","MIN",1,5,6.75000002,1,0,0,1,1,1,0,0,0,1,0.2,0.2,0.8,0.4099860668182373,17480
"Total","Genesis Cabrera","TOR",45,106,3.08571429,26,5,0,10,8,2,13,3,0,18,0.285714285,0.367924528,0.406593406,0.33065621135304274,17490
"Total","Diego Castillo","MIN",5,20,1.8,4,0,1,1,1,0,4,0,0,3,0.25,0.4,0.375,0.3500688910484314,17496
"Total","Ryan Burr","TOR",11,28,4.5,3,2,0,4,4,1,1,0,0,8,0.111111111,0.142857142,0.296296296,0.18755580910614558,17536
"Total","Jimmy Herget","ATL",6,22,8.30769231,7,1,0,4,4,1,2,0,0,6,0.35,0.409090909,0.55,0.4136818213896318,17556
"Total","Tanner Scott","MIA",41,124,1.67010309,15,0,0,6,6,2,16,2,1,30,0.142857142,0.262295081,0.2,0.2163733313481013,17586
"Total","Mitch Keller","PIT",20,263,2.50819672,57,9,3,17,17,4,21,0,7,43,0.247826086,0.325670498,0.365217391,0.30659750115369017,17594
"Total","Cristian Javier","HOU",6,65,4.59574468,11,3,1,8,8,1,8,0,0,12,0.196428571,0.292307692,0.339285714,0.280438729432913,17606
"Total","Tanner Rainey","WSN",26,74,6.89361702,19,2,0,12,12,4,7,0,1,11,0.287878787,0.364864864,0.5,0.374908778313044,17610
"Total","Justin Lawrence","COL",35,103,4.69565217,24,3,1,14,12,2,10,0,2,24,0.282352941,0.356435643,0.411764705,0.33363686457718955,17639
"Total","Jeffrey Springs","TBR",1,14,6.74999999,5,1,0,2,2,1,1,0,0,2,0.384615384,0.428571428,0.692307692,0.4746247487408774,17677
"Total","Jose Cuas","2 Tms",12,47,7.44827587,10,0,1,9,8,1,3,0,5,10,0.256410256,0.382978723,0.384615384,0.34857020860022686,17701
"Total","Trevor Megill","MIL",32,72,1.44642857,13,0,0,3,3,2,3,1,0,20,0.19402985,0.225352112,0.283582089,0.21704177175249373,17722
"Total","Nabil Crismatt","LAD",4,11,6.74999999,5,0,0,3,2,1,0,0,0,2,0.454545454,0.454545454,0.727272727,0.5074251565066251,17732
"Total","Evan Phillips","LAD",33,76,0.94736842,15,2,0,3,2,1,5,0,0,22,0.211267605,0.263157894,0.28169014,0.24484636046384511,17734
"Total","Tyler Alexander","TBR",12,185,5.60769231,47,8,1,27,27,9,9,0,1,39,0.273255813,0.309782608,0.488372093,0.3403557056318159,17735
"Total","Drew Smith","NYM",17,43,0.87096774,9,2,1,2,1,0,4,0,0,14,0.243243243,0.302325581,0.351351351,0.2828241753023724,17755
"Total","Jose Alvarado","PHI",40,117,4.10126582,28,4,0,13,12,3,11,1,1,31,0.269230769,0.341880341,0.394230769,0.3218896995330679,17780
"Total","Trey Wingenter","BOS",2,7,45,3,1,0,5,5,1,1,0,0,2,0.5,0.571428571,1.166666666,0.6969818983759198,17793
"Total","Dillon Tate","BAL",26,98,4.09090909,28,5,0,10,10,1,4,0,3,18,0.307692307,0.357142857,0.395604395,0.33345408463964654,17796
"Total","Adbert Alzolay","CHC",16,35,7.04347826,9,0,0,7,6,3,2,0,1,6,0.28125,0.342857142,0.5625,0.3871316909790039,17859
"Total","Nestor Cortes","NYY",21,403,3.98969072,100,27,0,44,43,17,19,0,4,88,0.265251989,0.305970149,0.472148541,0.3338262309778982,17874
"Total","Dennis Santana","2 Tms",36,132,5.4,37,13,1,19,18,2,7,0,2,26,0.303278688,0.351145038,0.475409836,0.35749046993619615,17878
"Total","Tayler Saucedo","SEA",31,61,3.29268293,14,0,0,5,5,1,7,2,1,13,0.264150943,0.360655737,0.320754716,0.300024506399187,17888
"Total","Garrett Cleavinger","TBR",41,113,3.85714286,21,2,0,12,11,2,12,0,4,31,0.21875,0.327433628,0.302083333,0.2901889444452471,17897
"Total","Trent Thornton","SEA",45,113,4.39534884,21,4,0,15,14,4,11,0,3,25,0.216494845,0.3125,0.381443298,0.30766873859933447,17948
"Total","Tyler Jay","2 Tms",5,27,4.26315789,7,2,0,3,3,0,3,0,0,5,0.291666666,0.37037037,0.375,0.3332250405240942,17952
"Total","Brock Burke","TEX",8,23,6.23076924,6,2,0,3,3,0,4,0,0,4,0.333333333,0.434782608,0.444444444,0.3828052126842996,17968
"Total","Peter Lambert","COL",21,120,3.72413793,24,6,1,12,12,1,11,0,1,24,0.226415094,0.302521008,0.330188679,0.28249865770339966,17969
"Total","Logan Webb","SFG",21,264,4.33678756,73,9,0,34,31,5,8,1,2,47,0.289682539,0.314393939,0.384920634,0.30387484007461896,17995
"Total","Pete Fairbanks","TBR",36,76,1.89473684,14,2,0,4,4,2,8,1,0,17,0.208955223,0.293333333,0.328358208,0.27396136925027176,17998
"Total","Triston McKenzie","CLE",16,174,5.35135135,36,4,1,25,22,10,30,1,1,44,0.251748251,0.385057471,0.503496503,0.38379763833360175,18000
"Total","Phil Maton","2 Tms",44,91,2.45454545,18,3,1,6,6,3,9,0,1,22,0.225,0.311111111,0.4,0.31283199191093447,18064
"Total","Garrett Stubbs","PHI",2,8,21.59999996,1,0,0,4,4,1,2,0,0,0,0.166666666,0.375,0.666666666,0.428836390376091,18067
"Total","Ryan Helsley","STL",41,99,1.44,16,1,0,6,4,0,9,0,0,29,0.181818181,0.252525252,0.193181818,0.20922321683228617,18138
"Total","Anthony Misiewicz","NYY",1,5,0,2,0,0,0,0,0,1,0,0,1,0.5,0.6,0.5,0.4912507176399231,18152
"Total","Tyler Kinley","COL",45,119,7.0875,27,5,0,21,21,5,12,0,0,29,0.254716981,0.327731092,0.443396226,0.33464091064549295,18297
"Total","Carson Fulmer","LAA",26,124,3.375,19,6,0,11,11,3,16,1,2,35,0.179245283,0.298387096,0.320754716,0.2789552381368187,18311
"Total","Jacob Waguespack","TBR",3,26,3.375,8,2,0,3,2,1,3,0,0,7,0.347826086,0.423076923,0.565217391,0.4248848626246819,18318
"Total","Josh Sborz","TEX",12,31,3.375,4,1,0,4,3,0,3,0,0,7,0.142857142,0.225806451,0.178571428,0.19276054636124643,18323
"Total","Alex Young","2 Tms",7,15,0,1,0,0,0,0,0,1,0,0,4,0.071428571,0.133333333,0.071428571,0.1048877994219462,18333
"Total","Josh Staumont","MIN",24,65,2.4,9,0,0,5,4,0,10,0,1,9,0.173076923,0.307692307,0.173076923,0.23956417120420015,18335
"Total","Nick Anderson","KCR",32,75,6.6,23,7,0,11,11,5,7,1,1,14,0.343283582,0.413333333,0.671641791,0.4542575156366503,18337
"Total","Michael Soroka","CHW",21,152,4.83962264,30,5,1,24,19,6,17,0,2,35,0.23076923,0.324503311,0.423076923,0.326099068518506,18383
"Total","Enyel De Los Santos","SDP",41,108,2.73417722,25,7,0,8,8,6,6,0,1,35,0.247524752,0.296296296,0.495049504,0.33840669525994194,18403
"Total","Danny Young","NYM",18,48,5.90625,8,4,0,8,7,2,5,1,2,15,0.2,0.319148936,0.45,0.3281007590501205,18439
"Total","Kenta Maeda","DET",17,160,6.02678571,43,10,0,26,25,8,10,0,0,26,0.286666666,0.33125,0.513333333,0.3620807573199272,18498
"Total","Josh Rogers","COL",4,21,9,7,2,0,4,4,0,1,1,2,0,0.388888888,0.476190476,0.5,0.41844052672386167,18510
"Total","Phil Bickford","NYY",5,19,18.90000002,6,1,0,8,7,1,1,0,1,2,0.375,0.444444444,0.625,0.4582844939496782,18519
"Total","Dylan Cease","SDP",21,251,3.69473684,45,9,1,26,26,6,18,0,1,93,0.197368421,0.258064516,0.324561403,0.25784156591661517,18525
"Total","Sam Hentges","CLE",25,61,3.24,11,3,0,6,6,2,4,0,0,16,0.192982456,0.245901639,0.350877192,0.26107999535857657,18548
"Total","Logan Allen","ARI",12,81,4,18,3,0,8,8,2,8,0,1,14,0.25,0.333333333,0.375,0.31591846030435444,18555
"Total","A.J. Minter","ATL",31,70,2.54716981,11,0,0,5,5,3,7,1,1,17,0.180327868,0.275362318,0.327868852,0.26583829346825094,18655
"Total","Jake Woodford","CHW",2,27,12.46153847,11,4,0,6,6,0,2,0,1,4,0.458333333,0.518518518,0.625,0.4927873567298607,18674
"Total","Freddy Peralta","MIL",20,223,4.98726115,45,4,0,32,29,9,18,0,7,65,0.231958762,0.316742081,0.391752577,0.31313465946939734,18679
"Total","Kolby Allard","PHI",1,12,10.12499999,5,0,0,3,3,1,0,0,0,0,0.416666666,0.416666666,0.666666666,0.4651397267977397,18694
"Total","Cody Poteet","NYY",4,45,3.27272727,9,2,0,4,4,1,4,0,1,10,0.225,0.311111111,0.35,0.2964835829204983,18769
"Total","Miguel Diaz","HOU",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18815
"Total","Pedro Avila","2 Tms",29,138,3.74257426,31,6,1,16,14,5,10,0,1,38,0.25,0.306569343,0.43548387,0.31952913138118105,18864
"Total","Danny Mendick","CHW",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18889
"Total","Kirby Snead","SEA",10,28,3.17647059,6,3,0,2,2,0,5,0,0,3,0.260869565,0.392857142,0.391304347,0.3524139161620821,19179
"Total","Jose Quijada","LAA",4,8,4.5,2,0,0,1,1,1,1,0,0,2,0.285714285,0.375,0.714285714,0.45290591567754745,19200
"Total","Dakota Hudson","COL",17,203,4.62857143,47,12,0,29,24,2,19,0,4,26,0.264044943,0.346534653,0.365168539,0.3183527656710974,19206
"Total","Mitch White","3 Tms",12,57,3.64864865,14,2,2,5,5,0,6,1,0,11,0.28,0.357142857,0.4,0.32681114131754097,19225
"Total","Cole Irvin","BAL",21,321,5.42583732,93,23,4,48,42,13,19,1,3,52,0.315254237,0.359375,0.552542372,0.3864560422478798,19244
"Total","Seranthony Dominguez","2 Tms",39,101,3.32876712,18,4,0,12,9,2,8,0,0,29,0.193548387,0.257425742,0.301075268,0.24990739444694895,19249
"Total","Ian Hamilton","NYY",24,77,6.89361702,21,6,0,13,12,1,7,0,2,18,0.323076923,0.389610389,0.461538461,0.3664978812267254,19261
"Total","Jacob Webb","BAL",48,116,3.62195122,25,9,0,13,11,3,11,0,0,25,0.238095238,0.310344827,0.409523809,0.31485159284081954,19274
"Total","Nick Hernandez","HOU",3,12,10.12499999,3,0,0,3,3,2,1,0,0,2,0.272727272,0.333333333,0.818181818,0.4727648049592972,19281
"Total","Zac Gallen","ARI",15,186,4.46456693,45,11,0,23,21,3,19,0,0,46,0.271084337,0.344086021,0.391566265,0.32499966986717715,19291
"Total","Trevor Richards","TOR",41,119,6.42857143,20,2,0,22,20,6,15,0,0,29,0.194174757,0.296610169,0.388349514,0.3030659238160667,19309
"Total","Cal Quantrill","COL",21,251,4.92352941,63,7,2,31,31,6,15,0,9,46,0.278761061,0.346613545,0.407079646,0.3326719503003763,19312
"Total","Matt Krook","BAL",1,5,26.99999987,1,0,0,3,2,1,1,0,0,1,0.25,0.4,1,0.5480621457099915,19315
"Total","Joey Lucchesi","NYM",1,13,3.375,2,0,0,1,1,0,3,0,0,2,0.222222222,0.416666666,0.222222222,0.31975119809309643,19320
"Total","Matt Festa","NYM",1,5,0,2,0,0,1,0,0,0,0,0,1,0.4,0.4,0.4,0.35317463874816896,19330
"Total","Richard Lovelady","2 Tms",15,33,11.57142857,11,3,0,10,9,1,1,1,0,7,0.354838709,0.375,0.548387096,0.38701175489733297,19337
"Total","A.J. Puk","2 Tms",30,123,4.12941177,23,9,0,18,13,2,14,0,1,29,0.212962962,0.308943089,0.351851851,0.2957926571853762,19343
"Total","Daulton Jefferies","2 Tms",5,32,3.52173913,8,4,0,3,3,0,1,0,1,5,0.266666666,0.3125,0.4,0.31143963895738125,19345
"Total","Caleb Ferguson","NYY",37,89,5.12068966,25,8,0,14,11,4,5,1,0,26,0.297619047,0.337078651,0.535714285,0.3691412088545886,19349
"Total","Dean Kremer","BAL",14,156,2.91891892,30,5,0,19,12,4,9,0,2,37,0.212765957,0.264516129,0.333333333,0.26242463780987646,19350
"Total","Lucas Erceg","OAK",35,87,3.2238806,19,4,0,8,8,1,3,0,1,25,0.228915662,0.264367816,0.313253012,0.25547270733734656,19360
"Total","Corbin Burnes","BAL",21,297,3.375,68,11,1,30,27,10,17,0,2,70,0.246376811,0.292929292,0.402173913,0.3020089601828193,19361
"Total","Keegan Akin","BAL",42,122,4.15384615,22,5,0,14,14,5,9,1,1,36,0.203703703,0.264462809,0.388888888,0.2780625134706497,19362
"Total","Walker Buehler","LAD",8,84,6.05172414,19,1,0,14,13,6,7,0,1,13,0.253333333,0.321428571,0.506666666,0.3536255678960255,19374
"Total","Zach McKinstry","DET",3,5,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0.13807607889175416,19392
"Total","Colin Poche","TBR",27,69,2.36842105,9,1,0,5,5,3,5,1,0,13,0.142857142,0.20289855,0.301587301,0.2144356107010561,19403
"Total","Ronel Blanco","HOU",20,231,2.63793103,37,5,1,17,17,7,23,0,1,59,0.181372549,0.264069264,0.31862745,0.259780752452421,19407
"Total","Dane Dunning","TEX",16,154,4.5,29,7,0,21,19,4,14,0,1,41,0.208633093,0.285714285,0.345323741,0.28096574777132505,19409
"Total","Shane Bieber","CLE",1,11,0,4,3,0,0,0,0,0,0,0,2,0.363636363,0.363636363,0.636363636,0.42271040786396374,19427
"Total","Yohan Ramirez","4 Tms",36,122,7.17721519,30,4,0,24,21,4,9,0,9,23,0.297029702,0.396694214,0.455445544,0.3748197865880225,19444
"Total","Patrick Sandoval","LAA",15,287,5.18181818,71,14,0,40,38,7,25,1,0,64,0.272030651,0.334494773,0.406130268,0.3239308920773593,19447
"Total","Shaun Anderson","2 Tms",4,25,15.75,12,4,0,8,7,1,0,0,1,4,0.5,0.52,0.791666666,0.5589771270751953,19453
"Total","Jorge Alcala","MIN",33,86,2.07692308,12,2,1,6,5,1,6,0,3,19,0.157894736,0.244186046,0.25,0.22700368942216384,19459
"Total","Aaron Civale","2 Tms",20,234,4.41818182,58,8,0,30,27,11,16,0,2,41,0.271028037,0.326180257,0.462616822,0.34127781370678684,19479
"Total","Tyler Ferguson","OAK",21,59,0.54,6,2,0,1,1,0,6,0,0,20,0.115384615,0.206896551,0.153846153,0.1756082875975247,19481
"Total","Andrew Knizner","TEX",2,8,0,1,1,0,0,0,0,1,0,0,0,0.166666666,0.25,0.333333333,0.2432507947087288,19514
"Total","Jason Foley","DET",40,95,3.375,26,3,0,11,8,2,6,0,1,14,0.298850574,0.347368421,0.40229885,0.3291802870599847,19531
"Total","Geoff Hartlieb","COL",5,23,5.78571428,7,3,1,4,3,1,2,0,0,4,0.333333333,0.391304347,0.714285714,0.4588908112567404,19558
"Total","David Bednar","PIT",36,78,3.17647059,19,3,0,7,6,1,4,0,2,16,0.267605633,0.324675324,0.352112676,0.3021461607573868,19569
"Total","JoJo Romero","STL",43,112,3.66666667,26,5,0,12,11,4,6,0,2,17,0.25490196,0.306306306,0.421568627,0.3159723539610167,19574
"Total","Forrest Whitley","HOU",1,3,0,1,1,0,0,0,0,1,0,1,0,1,1,2,0.8891480565071106,19586
"Total","Guillermo Zuniga","LAA",3,12,3.85714286,3,0,0,1,1,0,1,0,1,1,0.333333333,0.416666666,0.333333333,0.3383856664101283,19588
"Total","Cionel Perez","BAL",34,73,5.82352941,12,4,0,11,11,0,9,0,2,17,0.196721311,0.319444444,0.262295081,0.2741985528005494,19614
"Total","Jordan Hicks","SFG",20,218,4.30674847,52,11,2,28,26,7,12,0,2,51,0.256157635,0.302752293,0.433497536,0.3180041389727811,19618
"Total","Gregory Soto","PHI",40,100,5.0338983,24,4,1,13,11,1,15,2,3,28,0.303797468,0.424242424,0.417721518,0.36799585512003946,19677
"Total","Sixto Sanchez","MIA",12,73,7.41176471,23,5,0,17,14,1,3,0,1,11,0.343283582,0.38028169,0.462686567,0.36803607453762643,19680
"Total","Josh Rojas","SEA",2,5,26.99999987,1,0,0,2,2,1,2,0,0,0,0.333333333,0.6,1.333333333,0.6861382246017456,19734
"Total","Caleb Boushley","MIN",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19736
"Total","Anthony Bender","MIA",42,104,3.28378378,24,5,1,10,9,1,4,0,3,28,0.25,0.298076923,0.354166666,0.2870659977197647,19742
"Total","Jonathan Loaisiga","NYY",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19753
"Total","Will Vest","DET",45,119,2.42696629,29,7,1,8,8,2,4,0,1,28,0.258928571,0.288135593,0.392857142,0.2943986745203956,19769
"Total","Keegan Thompson","CHC",13,47,0,4,0,0,0,0,0,9,0,0,17,0.108108108,0.282608695,0.108108108,0.2118515203828397,19795
